Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
k141_2321	k141_2321@1	69384	70847	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI', 'WYL_0_CAS-I-II-III-IV-V-VI']	[55, 57]	['4.20e-07', '4.00e-64']	[0.645, 0.91]	[0.661, 0.677]	NA	NA
k141_921	k141_921@4	342940	343830	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[332]	['2.80e-05']	[0.313]	[0.313]	NA	NA
k141_2321	k141_2321@4	161802	162485	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[131]	['5.40e-05']	[0.456]	[0.352]	NA	NA
k141_2876	k141_2876@7	481812	482231	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[451]	['2.00e-04']	[0.507]	[0.492]	NA	NA
k141_2321	k141_2321@10	641692	643464	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[572]	['4.20e-08']	[0.418]	[0.688]	1	NA
k141_2321	k141_2321@8	522844	523179	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[455]	['2.80e-14']	[0.83]	[0.873]	NA	NA
k141_2876	k141_2876@10	651778	652464	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[623]	['1.10e-03']	[0.402]	[0.31]	NA	NA
k141_3434	k141_3434@2	261078	261368	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[200]	['1.10e-15']	[0.794]	[0.729]	NA	NA
k141_1038	k141_1038@1	29705	32452	False	0%	NA	III-A	1.0	['TPR_1_CAS-III-A']	[29]	['1.40e-04']	[0.36]	[0.53]	NA	NA
k141_921	k141_921@5	507662	508414	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[477]	['1.10e-03']	[0.382]	[0.32]	NA	NA
k141_2321	k141_2321@12	711242	711571	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[630]	['1.50e-12']	[0.791]	[0.686]	NA	NA
k141_212	k141_212@1	2610	2903	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[5]	['1.30e-05']	[0.643]	[0.576]	NA	NA
k141_921	k141_921@2	195115	195774	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[195]	['1.40e-04']	[0.305]	[0.508]	NA	NA
