Contig	Start	End	Strand	Pos
k63_1499857	60	2789	-1	1
k63_1499857	2789	3568	-1	2
k63_428565	2	79	-1	1
k63_428565	393	1985	1	2
k63_428565	2116	3717	1	3
k63_428565	3785	4078	-1	4
k63_428565	5059	5382	1	5
k63_107226	3	782	-1	1
k63_107226	805	1932	-1	2
k63_107226	1948	3543	-1	3
k63_1500025	3	437	-1	1
k63_1500025	588	2528	1	2
k63_1500025	2607	3131	1	3
k63_1500025	3193	3840	1	4
k63_1500025	3845	4921	1	5
k63_1286055	113	2365	1	1
k63_1286055	2393	3196	1	2
k63_1286055	3216	4745	1	3
k63_1286055	4742	5698	1	4
k63_1286055	5928	7100	-1	5
k63_1286055	7108	8259	-1	6
k63_1286055	8440	10317	1	7
k63_1286055	10351	11175	1	8
k63_1286055	11392	11838	1	9
k63_1286055	11835	12500	1	10
k63_857575	2	127	1	1
k63_857575	124	1653	1	2
k63_857575	1650	2924	1	3
k63_857575	2921	3610	1	4
k63_857575	4441	5361	1	5
k63_536679	241	549	-1	1
k63_536679	549	1583	-1	2
k63_536679	1553	2005	-1	3
k63_536679	2079	2666	1	4
k63_1500539	1	885	-1	1
k63_1500539	915	2792	-1	2
k63_1500539	2839	3867	-1	3
k63_1500539	3878	4822	-1	4
k63_1500539	5300	5857	1	5
k63_1500539	6096	6575	1	6
k63_1500539	6572	9052	1	7
k63_1500539	9680	11098	-1	8
k63_1500539	11095	11556	-1	9
k63_1500539	11553	13103	-1	10
k63_1500539	13126	14136	1	11
k63_1500539	14146	14373	1	12
k63_1500539	14610	15641	1	13
k63_1500539	15613	16089	1	14
k63_1500539	16202	17317	-1	15
k63_1500539	17339	18271	-1	16
k63_1500539	18282	18794	-1	17
k63_1500539	18791	20056	-1	18
k63_1500539	20122	20469	-1	19
k63_1500539	20483	22384	-1	20
k63_1500539	22573	23598	1	21
k63_1500539	23684	24517	1	22
k63_1500539	24514	24999	1	23
k63_1500539	25031	26806	1	24
k63_1500539	26874	28031	1	25
k63_1286189	1	5718	-1	1
k63_1286189	6087	6314	1	2
k63_1286189	6520	7425	1	3
k63_1286189	7597	7830	1	4
k63_1286189	7717	8148	-1	5
k63_1286189	8559	9479	-1	6
k63_1286189	9476	9697	-1	7
k63_1286189	9868	9987	1	8
k63_1286189	10116	12161	-1	9
k63_1286189	12592	13557	1	10
k63_1286189	13764	14414	1	11
k63_1286189	14411	15328	1	12
k63_1286189	15459	15758	1	13
k63_1286189	15755	16174	1	14
k63_1286189	16256	16555	1	15
k63_1286189	16879	18516	1	16
k63_644258	14	1225	-1	1
k63_644258	1289	1696	-1	2
k63_644258	1693	2172	-1	3
k63_537094	143	865	-1	1
k63_537094	950	1903	1	2
k63_537094	1900	3015	1	3
k63_537094	3020	3868	1	4
k63_537094	3902	4090	1	5
k63_537094	4159	4944	1	6
k63_1286429	1	465	1	1
k63_1286429	557	1543	1	2
k63_1286429	1510	1680	1	3
k63_965003	2	343	1	1
k63_965003	403	1002	-1	2
k63_965003	999	1301	-1	3
k63_965003	1376	2989	-1	4
k63_965003	3846	4049	1	5
k63_429499	446	2149	-1	1
k63_429499	2146	3702	-1	2
k63_429499	3845	6049	1	3
k63_429499	6096	6263	1	4
k63_429499	6301	7887	-1	5
k63_429499	7865	8584	-1	6
k63_429499	8704	9309	-1	7
k63_322451	218	940	-1	1
k63_322451	1040	1699	1	2
k63_429607	3	728	1	1
k63_429607	988	1755	1	2
k63_429607	1940	2170	1	3
k63_429607	2174	2560	1	4
k63_429607	2852	3199	1	5
k63_429607	3193	3399	1	6
k63_107943	272	700	1	1
k63_107943	739	1305	1	2
k63_107943	1319	1867	1	3
k63_107943	1911	3473	1	4
k63_107943	3480	4361	1	5
k63_107943	4392	5807	1	6
k63_107943	5822	6259	1	7
k63_1072499	2	1060	-1	1
k63_1072499	1331	2821	1	2
k63_1072499	3244	6036	1	3
k63_1072499	6631	6888	1	4
k63_1072499	6908	7666	1	5
k63_1072499	7685	8581	1	6
k63_965234	96	332	-1	1
k63_965234	465	752	-1	2
k63_965234	943	1419	1	3
k63_965234	1422	2798	1	4
k63_965234	2802	3596	1	5
k63_965234	4071	6245	-1	6
k63_965234	6508	7020	1	7
k63_965234	7059	8096	1	8
k63_965234	8097	8984	1	9
k63_965234	8941	10407	1	10
k63_965234	10404	10673	-1	11
k63_1072570	1	654	-1	1
k63_1072570	657	2789	-1	2
k63_1072570	2825	4081	-1	3
k63_1072570	4098	4442	-1	4
k63_1072570	4599	6194	-1	5
k63_1072570	6197	6844	-1	6
k63_1072570	6956	7198	1	7
k63_1072570	7208	7555	1	8
k63_644648	3	185	-1	1
k63_644648	558	1769	-1	2
k63_644648	1863	2588	1	3
k63_644648	2726	4048	-1	4
k63_644648	4283	5287	1	5
k63_644652	103	1167	-1	1
k63_1393948	2	1465	1	1
k63_1393948	1462	2433	1	2
k63_1393948	2446	2880	1	3
k63_1393948	2877	3134	1	4
k63_1393948	3165	4913	-1	5
k63_1286791	3	617	-1	1
k63_1286791	757	2991	1	2
k63_1286956	1	102	1	1
k63_1286956	259	1941	-1	2
k63_1286956	1991	3727	-1	3
k63_1286956	3724	4293	-1	4
k63_1286956	4707	5231	1	5
k63_1286956	5414	5698	1	6
k63_322767	51	797	1	1
k63_322767	951	1322	1	2
k63_322767	1661	2011	1	3
k63_322767	2106	2297	-1	4
k63_537654	2	376	1	1
k63_537654	420	1778	-1	2
k63_537654	1906	4860	1	3
k63_537654	4921	5145	1	4
k63_537654	5129	5527	1	5
k63_1823	1	1206	-1	1
k63_1823	1217	2719	-1	2
k63_430062	160	1344	-1	1
k63_430062	1455	2315	-1	2
k63_430062	2567	4699	1	3
k63_430071	135	1046	1	1
k63_1287148	98	1531	-1	1
k63_1287148	1528	2499	-1	2
k63_1287148	2496	3698	-1	3
k63_1287148	3907	6843	1	4
k63_430090	3	1190	-1	1
k63_430090	1327	2328	1	2
