Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_1_CAS-I-II-III-IV-V-VI	k63_1442598_4	322	94	0.011	13.8	2296	3261	k63_1442598	4	0.2732919254658385	0.7446808510638298	-1
AbiEii_0_CAS-III	k63_109744_2	228	284	0.0029	14.6	1134	1817	k63_109744	2	0.2719298245614035	0.20774647887323944	-1
AbiEii_0_CAS-III	k63_118143_2	287	284	5.2e-06	23.6	328	1188	k63_118143	2	0.34146341463414637	0.33098591549295775	1
AbiEii_0_CAS-III	k63_118143_7	289	284	0.0017	15.4	6624	7490	k63_118143	7	0.3494809688581315	0.35563380281690143	1
AbiEii_0_CAS-III	k63_1223841_1	647	284	1e-08	32.6	146	2086	k63_1223841	1	0.26584234930448225	0.3274647887323944	-1
AbiEii_0_CAS-III	k63_1228036_5	249	284	0.00013	19.0	3796	4542	k63_1228036	5	0.4457831325301205	0.3873239436619718	1
AbiEii_0_CAS-III	k63_1228036_6	246	284	5.5e-05	20.3	4710	5447	k63_1228036	6	0.4959349593495935	0.41901408450704225	1
AbiEii_0_CAS-III	k63_1239519_1	163	284	0.022	11.7	1	489	k63_1239519	1	0.37423312883435583	0.2007042253521127	1
AbiEii_0_CAS-III	k63_1286791_1	205	284	3.4e-07	27.6	3	617	k63_1286791	1	0.43414634146341463	0.30985915492957744	-1
AbiEii_0_CAS-III	k63_1417450_2	384	284	1.3e-09	35.5	348	1499	k63_1417450	2	0.3828125	0.4612676056338028	-1
AbiEii_0_CAS-III	k63_1499857_2	260	284	2e-05	21.8	2789	3568	k63_1499857	2	0.35	0.31338028169014087	-1
AbiEii_0_CAS-III	k63_1502830_2	358	284	0.0014	15.7	2879	3952	k63_1502830	2	0.22905027932960895	0.2852112676056338	-1
AbiEii_0_CAS-III	k63_216639_10	456	284	1.1e-09	35.7	7338	8705	k63_216639	10	0.25219298245614036	0.38028169014084506	-1
AbiEii_0_CAS-III	k63_216639_13	253	284	7.7e-05	19.8	11049	11807	k63_216639	13	0.3675889328063241	0.3380281690140845	1
AbiEii_0_CAS-III	k63_254384_2	91	284	0.0037	14.3	4489	4761	k63_254384	2	0.4835164835164835	0.13028169014084506	-1
AbiEii_0_CAS-III	k63_262605_2	260	284	0.0029	14.7	858	1637	k63_262605	2	0.2423076923076923	0.21830985915492956	-1
AbiEii_0_CAS-III	k63_268581_4	318	284	1.3e-07	28.9	3595	4548	k63_268581	4	0.279874213836478	0.2992957746478873	-1
AbiEii_0_CAS-III	k63_27594_1	348	284	4e-05	20.7	217	1260	k63_27594	1	0.22988505747126436	0.2711267605633803	1
AbiEii_0_CAS-III	k63_291355_6	410	284	4.7e-07	27.1	5390	6619	k63_291355	6	0.24390243902439024	0.3274647887323944	-1
AbiEii_0_CAS-III	k63_41399_2	248	284	0.018	12.0	179	922	k63_41399	2	0.3346774193548387	0.2746478873239437	1
AbiEii_0_CAS-III	k63_429499_6	240	284	8e-05	19.8	7865	8584	k63_429499	6	0.3125	0.28169014084507044	-1
AbiEii_0_CAS-III	k63_430071_1	304	284	0.037	11.0	135	1046	k63_430071	1	0.21710526315789475	0.23943661971830985	1
AbiEii_0_CAS-III	k63_445922_1	135	284	3.8e-05	20.8	3	407	k63_445922	1	0.2740740740740741	0.13028169014084506	-1
AbiEii_0_CAS-III	k63_494379_3	124	284	0.00069	16.7	1825	2196	k63_494379	3	0.25	0.11267605633802817	1
AbiEii_0_CAS-III	k63_546529_3	241	284	1.6e-05	22.0	3576	4298	k63_546529	3	0.46887966804979253	0.38380281690140844	1
AbiEii_0_CAS-III	k63_547802_28	218	284	0.0048	13.9	27718	28371	k63_547802	28	0.40825688073394495	0.3028169014084507	-1
AbiEii_0_CAS-III	k63_569776_3	249	284	3.1e-05	21.1	1193	1939	k63_569776	3	0.13654618473895583	0.12323943661971831	-1
AbiEii_0_CAS-III	k63_653041_4	229	284	8.7e-06	22.9	4016	4702	k63_653041	4	0.32751091703056767	0.25704225352112675	-1
AbiEii_0_CAS-III	k63_702791_4	1300	284	0.00031	17.8	3912	7811	k63_702791	4	0.040769230769230766	0.176056338028169	-1
AbiEii_0_CAS-III	k63_755452_8	384	284	7.8e-06	23.1	13595	14746	k63_755452	8	0.3984375	0.5422535211267606	1
AbiEii_0_CAS-III	k63_757719_19	371	284	5.1e-05	20.4	18891	20003	k63_757719	19	0.2210242587601078	0.29225352112676056	1
