Contig	Start	End	Strand	Pos
k141_94	3	341	1	1
k141_94	338	1561	-1	2
k141_94	1595	1993	-1	3
k141_94	1960	2370	-1	4
k141_94	2495	2929	1	5
k141_505	3	365	1	1
k141_505	369	2051	1	2
k141_772	3	1913	-1	1
k141_772	2059	2685	1	2
k141_772	2663	4405	-1	3
k141_772	4412	4585	-1	4
k141_772	4622	4948	-1	5
k141_772	5024	5350	1	6
k141_772	5352	6383	1	7
k141_1036	2	217	1	1
k141_1036	240	1265	1	2
k141_1036	1258	1686	-1	3
k141_1036	1850	3964	-1	4
k141_1036	3951	4313	-1	5
k141_1975	1	477	1	1
k141_1975	511	663	1	2
k141_1975	664	1110	-1	3
k141_1975	1111	2886	-1	4
k141_1975	3044	4249	-1	5
k141_1975	4294	4665	-1	6
k141_2913	1	381	-1	1
k141_2913	443	1075	-1	2
k141_2913	1122	1640	-1	3
k141_2913	1702	2163	1	4
k141_2913	2150	2473	-1	5
k141_4224	78	1001	1	1
k141_4224	1041	1280	-1	2
k141_4224	1500	2552	1	3
k141_4224	2552	3604	1	4
k141_4857	29	2065	1	1
k141_4857	2062	3660	-1	2
k141_4857	3752	4198	1	3
k141_4857	4182	4643	1	4
k141_4857	4633	4935	-1	5
k141_4857	4932	5708	-1	6
k141_4857	5748	5918	1	7
k141_4857	5919	6383	1	8
k141_4857	6418	6900	1	9
k141_4857	6902	7408	-1	10
k141_4857	7526	8182	1	11
k141_4857	8183	9049	1	12
k141_4857	9052	9681	-1	13
k141_4857	9736	10035	-1	14
k141_4857	10075	10587	-1	15
k141_4857	10667	10984	1	16
k141_4877	3	230	-1	1
k141_4877	284	502	-1	2
k141_4877	496	735	-1	3
k141_4877	768	1016	-1	4
k141_4877	1723	1821	1	5
k141_6190	3	563	-1	1
k141_6190	691	1023	-1	2
k141_6190	1079	1501	1	3
k141_6747	2	163	-1	1
k141_6747	144	1274	-1	2
k141_6747	1284	2330	-1	3
k141_6747	2464	2961	1	4
k141_6747	2958	3305	1	5
k141_6747	3342	3695	1	6
k141_6747	3836	4381	1	7
k141_6747	4600	4773	1	8
k141_8157	3	953	-1	1
k141_8157	1037	1519	1	2
k141_8423	3	980	-1	1
k141_8423	1066	1734	-1	2
k141_8423	1741	2031	1	3
k141_8423	2058	2789	1	4
k141_8423	2885	3094	-1	5
k141_8423	3095	3859	-1	6
k141_8423	3940	4899	-1	7
k141_8423	4896	5141	-1	8
k141_8423	5237	5536	-1	9
k141_8423	5542	5922	-1	10
k141_8423	5976	6530	-1	11
k141_8423	6527	7192	-1	12
k141_8423	7310	8341	1	13
k141_8423	8338	8676	-1	14
k141_8423	8791	9423	1	15
k141_8423	9430	10416	1	16
k141_8423	10574	10741	-1	17
k141_8423	10920	11243	1	18
k141_8423	11220	11615	-1	19
k141_8423	11648	12112	-1	20
k141_8423	12496	13098	1	21
k141_8423	13139	13549	1	22
k141_8423	13676	14368	1	23
k141_8423	14358	14717	1	24
k141_9305	1	1098	-1	1
k141_9305	1106	1507	-1	2
k141_9305	1521	1721	-1	3
k141_9305	1726	1941	-1	4
k141_9305	1941	2318	-1	5
k141_9305	2382	3728	-1	6
k141_9305	3748	4455	-1	7
k141_9305	4576	4908	1	8
k141_10504	2	259	1	1
k141_10504	259	690	1	2
k141_10504	699	1169	-1	3
k141_10504	1266	1733	1	4
k141_10504	1798	2277	1	5
k141_10504	2291	2863	-1	6
k141_10504	2912	3769	-1	7
k141_10504	3845	4231	-1	8
k141_10504	4266	4694	-1	9
k141_10504	4816	4941	1	10
k141_10504	4944	5513	1	11
k141_10504	5563	6372	-1	12
k141_10504	6486	8006	1	13
k141_10504	8067	8486	1	14
k141_10504	8597	9106	1	15
k141_12209	3	1124	-1	1
k141_12209	1167	1850	-1	2
k141_12209	1850	2365	-1	3
k141_12209	2420	3829	-1	4
k141_12209	4126	4854	1	5
k141_12209	4890	5579	1	6
k141_12209	5576	6727	1	7
k141_12209	6720	8219	-1	8
k141_12209	8357	8695	1	9
k141_12209	8749	9468	1	10
k141_12209	9511	9717	-1	11
k141_12209	9939	12383	1	12
k141_12209	12425	14155	-1	13
k141_12209	14622	15011	1	14
k141_12209	15013	15510	1	15
k141_12209	15570	16223	1	16
k141_12209	16292	17119	1	17
k141_12209	17186	18751	1	18
k141_12209	18989	20275	-1	19
k141_12209	20494	21144	1	20
k141_12209	21215	22258	-1	21
k141_12209	22378	22971	1	22
k141_12601	3	92	1	1
k141_12601	100	570	-1	2
k141_12601	623	1057	1	3
k141_12601	1112	1873	1	4
k141_12601	2015	2311	-1	5
k141_12896	3	413	-1	1
k141_12896	438	1517	-1	2
k141_12896	1629	1745	-1	3
k141_12896	1977	2528	1	4
k141_12896	2663	3544	-1	5
k141_12896	3656	4042	1	6
k141_12896	4393	5205	-1	7
k141_12896	5373	6023	-1	8
k141_12896	6143	6505	-1	9
k141_12896	6596	6985	-1	10
k141_14136	1	222	1	1
k141_14136	256	492	1	2
k141_14136	509	1153	1	3
k141_14136	1169	1279	-1	4
k141_14136	1422	1985	-1	5
k141_14136	2015	2404	1	6
k141_14136	2399	3076	-1	7
k141_14136	3078	4283	-1	8
k141_14136	4280	4864	-1	9
k141_14136	4997	5377	1	10
k141_14136	5379	6926	-1	11
k141_14136	6928	7320	-1	12
k141_14136	7354	8652	-1	13
k141_14136	8649	9359	-1	14
k141_14136	9352	10542	-1	15
k141_14136	10660	11565	1	16
k141_14136	11593	11748	1	17
k141_15599	124	807	1	1
k141_15599	800	1267	-1	2
k141_15599	1381	1803	1	3
k141_15599	1803	2678	1	4
k141_15599	2681	3334	1	5
k141_15599	3320	3781	-1	6
k141_15599	3789	4181	-1	7
k141_15599	4488	4613	1	8
k141_15735	3	500	-1	1
k141_15735	497	1627	-1	2
k141_15735	1630	2172	-1	3
k141_16260	2	1483	-1	1
k141_16260	1540	2319	-1	2
k141_16260	2408	3196	1	3
k141_16260	3241	4095	1	4
k141_16260	4101	4181	-1	5
k141_16701	3	479	-1	1
k141_16701	563	1345	-1	2
k141_16701	1460	1942	1	3
k141_16701	1939	2391	-1	4
k141_16701	2444	2728	1	5
k141_16701	2758	3075	1	6
k141_16701	3064	3759	-1	7
