Contig	Start	End	Strand	Pos
k63_137	3	1253	-1	1
k63_137	1582	1815	-1	2
k63_1403854	2	3070	-1	1
k63_421	1	720	-1	1
k63_421	1008	1781	1	2
k63_351724	535	741	1	1
k63_351724	1002	1148	-1	2
k63_351724	1429	2166	-1	3
k63_1521380	3	95	-1	1
k63_1521380	307	2076	-1	2
k63_1521380	2124	2354	1	3
k63_937004	2	481	1	1
k63_937004	586	1506	1	2
k63_117679	1	183	-1	1
k63_117679	848	967	-1	2
k63_117679	1150	2484	1	3
k63_117679	2553	2843	1	4
k63_352572	706	1575	1	1
k63_1155	1	1452	1	1
k63_1155	1470	2768	-1	2
k63_352664	3	179	-1	1
k63_352664	326	850	1	2
k63_352664	879	1484	1	3
k63_352664	1550	2356	1	4
k63_1054149	164	535	-1	1
k63_1054149	849	1808	1	2
k63_1054149	1776	1949	-1	3
k63_1054149	1998	3494	1	4
k63_1302	140	1222	1	1
k63_1302	1365	1847	1	2
k63_1302	1924	2280	1	3
k63_1302	2449	2853	-1	4
k63_1302	2956	4383	-1	5
k63_1302	4397	4702	-1	6
k63_1302	4718	5119	-1	7
k63_1302	5139	6800	-1	8
k63_1639322	53	718	-1	1
k63_1639322	841	1707	-1	2
k63_1639322	1816	2679	-1	3
k63_1639322	2863	3543	1	4
k63_1639322	3536	3703	-1	5
k63_586433	1	294	1	1
k63_586433	499	1407	1	2
k63_586433	1549	2631	1	3
k63_586433	2667	4421	1	4
k63_586433	4467	4724	1	5
k63_586433	4926	5120	1	6
k63_586433	5403	6164	-1	7
k63_821575	54	998	1	1
k63_821575	1523	1825	1	2
k63_470961	335	916	1	1
k63_470961	1248	2318	-1	2
k63_470961	2375	3340	-1	3
k63_470961	3379	4395	-1	4
k63_470961	5650	6138	1	5
k63_470961	6525	6692	-1	6
k63_470961	7117	9384	1	7
k63_1288564	1	99	1	1
k63_1288564	571	1740	1	2
k63_1288564	1692	2264	1	3
k63_1288564	2627	2728	1	4
k63_1054863	46	843	-1	1
k63_1054863	1171	1863	-1	2
k63_353898	218	1477	-1	1
k63_353898	1724	2308	1	2
k63_1405037	1	477	-1	1
k63_1405037	1069	1356	-1	2
k63_1405037	1443	2309	-1	3
k63_1405037	2449	3303	-1	4
k63_1523456	1	1434	1	1
k63_1523456	1540	1821	1	2
k63_1523456	1814	2221	1	3
k63_1523456	2308	3150	-1	4
k63_1523456	3473	5167	1	5
k63_939020	1	309	-1	1
k63_939020	700	1719	1	2
k63_939020	1951	3117	1	3
k63_939020	3463	4098	1	4
k63_1640479	2	316	1	1
k63_1640479	313	1062	1	2
k63_1640479	1157	2059	-1	3
k63_119266	246	1568	1	1
k63_119266	1620	2948	1	2
k63_119266	3004	3273	-1	3
k63_939165	226	1425	1	1
k63_939165	1590	2528	1	2
k63_939165	2578	2979	1	3
k63_119460	3	401	1	1
k63_119460	738	2084	1	2
k63_119460	2086	3279	1	3
k63_119460	3335	4429	-1	4
k63_119460	4557	4913	-1	5
k63_1640779	121	1002	-1	1
k63_1640779	1140	2345	-1	2
k63_1640779	2731	3678	-1	3
k63_1640779	3737	4822	-1	4
k63_1640779	5454	5735	1	5
k63_1640779	5842	7827	-1	6
k63_1640779	8160	9761	-1	7
k63_1640779	10053	11063	1	8
k63_1640779	11297	11920	1	9
k63_1640779	11738	12259	-1	10
k63_1640779	12271	13392	1	11
k63_1640779	13499	14716	-1	12
k63_939581	1	456	-1	1
k63_939581	824	2176	1	2
k63_939581	2255	3466	1	3
k63_355099	2	319	1	1
k63_355099	409	702	-1	2
k63_355099	977	1636	1	3
k63_355099	1633	2082	-1	4
k63_355099	2200	3600	-1	5
k63_355099	3657	4520	-1	6
k63_355099	4715	5458	-1	7
k63_1172013	291	662	1	1
k63_1172013	789	1679	-1	2
k63_939687	2	355	-1	1
k63_939687	659	2080	-1	2
k63_939877	1	519	-1	1
k63_939877	580	1443	-1	2
k63_939877	1630	3138	-1	3
k63_939877	3187	3732	-1	4
k63_939877	3740	4246	-1	5
k63_939877	4251	4502	-1	6
k63_939877	4735	5781	-1	7
k63_939877	5781	6023	-1	8
k63_939877	6107	6658	-1	9
k63_939877	6984	7559	1	10
k63_939877	7596	8084	1	11
k63_939877	8121	8636	1	12
k63_939877	8994	9827	-1	13
k63_1056260	2	310	1	1
k63_1056260	276	1340	1	2
k63_1056260	1607	2395	-1	3
k63_1290220	646	831	-1	1
k63_1290220	946	1917	1	2
k63_1290220	1914	2441	1	3
k63_1290220	2438	3502	1	4
k63_1290220	3444	3782	1	5
k63_1290220	3812	3925	1	6
k63_1290220	3964	5067	1	7
k63_1290220	5184	5684	-1	8
k63_1290241	159	743	-1	1
k63_1290241	740	1732	-1	2
k63_1290241	1826	3376	-1	3
k63_1290241	3393	3962	-1	4
k63_1290241	3959	4051	-1	5
k63_1290241	4147	5082	-1	6
k63_1290241	5069	6493	-1	7
k63_1290241	6490	7239	-1	8
k63_1290241	7366	8436	-1	9
k63_1290241	8499	8948	-1	10
k63_940037	2	559	1	1
k63_940037	816	977	1	2
k63_940037	1635	1922	-1	3
k63_940037	2190	2420	1	4
k63_940037	3080	3382	-1	5
k63_940037	3624	4136	-1	6
k63_940037	4178	4951	1	7
k63_1290267	358	780	1	1
k63_1290267	781	1521	1	2
k63_1290267	1526	2233	1	3
k63_1290267	2423	2668	1	4
k63_1290267	3347	3610	-1	5
k63_1290267	3704	4456	-1	6
k63_1290267	4733	5014	1	7
k63_1290267	5054	5629	1	8
k63_1290267	5825	7366	-1	9
k63_1290267	7648	8676	1	10
k63_1290267	8955	9206	1	11
k63_1290267	9229	9816	1	12
k63_120296	187	438	1	1
k63_120296	454	978	1	2
k63_120296	1056	1337	1	3
k63_120296	1476	2669	1	4
k63_120296	2796	2918	1	5
k63_120296	3021	4109	1	6
k63_705985	2	139	1	1
k63_705985	253	828	1	2
k63_705985	959	1930	1	3
k63_705985	2137	2520	1	4
k63_705985	2606	2932	1	5
k63_120362	2	394	-1	1
k63_120362	613	804	1	2
k63_120362	721	1764	-1	3
k63_120362	1851	2522	-1	4
k63_120362	2684	3196	-1	5
k63_120362	3184	3447	-1	6
k63_1056665	3	1388	1	1
k63_1056665	1790	2839	-1	2
k63_1056665	2887	3423	-1	3
k63_1056665	3795	4373	-1	4
k63_3956	1	1050	-1	1
k63_3956	1145	2278	-1	2
k63_3956	2374	3777	-1	3
k63_474013	251	1279	-1	1
k63_474013	1492	1905	-1	2
k63_1172581	2	1093	-1	1
k63_1172581	1305	2258	-1	2
k63_1172581	2457	2876	1	3
k63_1172581	2978	3364	1	4
k63_1172581	3714	4448	-1	5
k63_1172581	4813	5565	-1	6
k63_1172581	6042	6290	1	7
k63_1172581	6591	7631	1	8
k63_1172581	7612	8925	1	9
k63_1172581	8922	10274	1	10
k63_1172581	10287	10370	-1	11
k63_4190	1	321	-1	1
k63_4190	1223	1867	-1	2
k63_4190	2012	2260	-1	3
k63_4190	2442	4508	1	4
k63_1172589	3	410	1	1
k63_1172589	527	1237	1	2
k63_1172589	1285	2064	-1	3
k63_1172589	2111	2479	-1	4
k63_1172589	2813	3412	1	5
k63_1172589	3469	4554	1	6
k63_1172589	4584	4889	1	7
k63_1172589	4891	6249	-1	8
k63_1172589	6262	6699	-1	9
k63_1172589	6744	6908	-1	10
k63_1172589	6962	8056	-1	11
k63_1172589	8148	8234	-1	12
k63_1290987	1	579	1	1
k63_1290987	563	772	1	2
k63_1290987	949	1395	1	3
k63_1290987	1355	2689	1	4
k63_4363	264	2027	1	1
k63_4363	2404	2688	1	2
k63_1291230	3	389	-1	1
k63_1291230	425	1162	-1	2
k63_1291230	1333	2142	-1	3
k63_1291230	2144	2812	-1	4
k63_1291230	3001	3312	-1	5
k63_1291230	3309	4979	-1	6
k63_1291230	4979	5455	-1	7
k63_1291230	5822	5890	1	8
k63_1525404	101	1240	-1	1
k63_1525404	1532	2245	1	2
k63_1525404	2290	4341	1	3
k63_1525404	4562	4714	1	4
k63_1525404	5002	5481	1	5
k63_1406430	2	139	1	1
k63_1406430	121	591	1	2
k63_1406430	734	1093	1	3
k63_1406430	1408	3249	1	4
k63_1406430	3246	4559	1	5
k63_1406430	4569	5072	1	6
k63_1406430	5163	6083	1	7
k63_1406430	6230	6454	1	8
k63_1406430	6457	6726	1	9
k63_1406430	6729	9677	1	10
k63_1406430	9667	10005	1	11
k63_1406430	10888	11757	1	12
k63_1406430	11747	14374	1	13
k63_1291261	26	796	-1	1
k63_1291261	961	2067	1	2
k63_1291261	2348	3418	1	3
k63_1057740	3	2651	-1	1
k63_121438	2	1039	-1	1
k63_121438	1138	2439	-1	2
k63_121438	2444	3625	-1	3
k63_237604	3	1643	1	1
k63_237604	1872	2858	-1	2
k63_237604	2889	6173	-1	3
k63_825467	296	1150	-1	1
k63_825467	1147	2724	-1	2
k63_825467	2858	3685	-1	3
k63_1406705	3	1616	1	1
k63_1406705	1887	2429	1	2
k63_1406705	2683	3084	1	3
k63_1173062	139	729	-1	1
k63_1173062	848	1369	-1	2
k63_1173062	1684	3735	1	3
k63_1173062	4198	5280	1	4
k63_1173062	5412	5975	1	5
k63_1173062	6124	6522	1	6
k63_1173062	6601	7251	-1	7
k63_1173062	7574	8437	-1	8
k63_1173062	8622	8828	-1	9
k63_1058094	1	831	-1	1
k63_1058094	942	2798	-1	2
k63_1173367	121	1680	-1	1
k63_1173367	1730	1843	-1	2
