Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	k63_1057740_1	883	284	0.00054	17.4	3	2651	k63_1057740	1	0.061155152887882216	0.17253521126760563	-1
AbiEii_0_CAS-III	k63_1099691_8	254	284	0.0088	13.4	5969	6730	k63_1099691	8	0.3188976377952756	0.2746478873239437	-1
AbiEii_0_CAS-III	k63_1100701_2	224	284	0.024	12.0	651	1322	k63_1100701	2	0.16071428571428573	0.13732394366197184	1
AbiEii_0_CAS-III	k63_1183550_3	432	284	3.2e-05	21.4	3692	4987	k63_1183550	3	0.25	0.3345070422535211	-1
AbiEii_0_CAS-III	k63_1193302_4	251	284	1.6e-08	32.2	5483	6235	k63_1193302	4	0.4541832669322709	0.38028169014084506	1
AbiEii_0_CAS-III	k63_1226886_2	394	284	0.0056	14.1	832	2013	k63_1226886	2	0.06345177664974619	0.0880281690140845	1
AbiEii_0_CAS-III	k63_1291230_6	557	284	0.0018	15.6	3309	4979	k63_1291230	6	0.1687612208258528	0.3380281690140845	-1
AbiEii_0_CAS-III	k63_1297059_2	578	284	0.038	11.3	999	2732	k63_1297059	2	0.1643598615916955	0.30985915492957744	1
AbiEii_0_CAS-III	k63_1402189_1	366	284	0.0069	13.7	3	1100	k63_1402189	1	0.2786885245901639	0.3415492957746479	1
AbiEii_0_CAS-III	k63_1407422_16	253	284	6.3e-10	36.9	15157	15915	k63_1407422	16	0.4426877470355731	0.38028169014084506	-1
AbiEii_0_CAS-III	k63_1427484_2	452	284	0.00045	17.6	177	1532	k63_1427484	2	0.16371681415929204	0.2711267605633803	1
AbiEii_0_CAS-III	k63_1454798_1	881	284	0.37	8.1	135	2777	k63_1454798	1	0.09648127128263337	0.30633802816901406	1
AbiEii_0_CAS-III	k63_1663792_3	369	284	8.7e-11	39.7	2594	3700	k63_1663792	3	0.3062330623306233	0.3415492957746479	-1
AbiEii_0_CAS-III	k63_185458_1	326	284	0.016	12.6	219	1196	k63_185458	1	0.294478527607362	0.31690140845070425	1
AbiEii_0_CAS-III	k63_18688_10	312	284	1.2e-05	22.8	7667	8602	k63_18688	10	0.30128205128205127	0.3204225352112676	1
AbiEii_0_CAS-III	k63_248225_1	429	284	0.00049	17.5	1	1287	k63_248225	1	0.1888111888111888	0.2852112676056338	1
AbiEii_0_CAS-III	k63_24863_2	380	284	0.00012	19.5	890	2029	k63_24863	2	0.2578947368421053	0.3274647887323944	1
AbiEii_0_CAS-III	k63_24863_9	508	284	0.0095	13.3	8843	10366	k63_24863	9	0.07283464566929133	0.13028169014084506	-1
AbiEii_0_CAS-III	k63_256762_1	1050	284	9.7e-05	19.8	361	3510	k63_256762	1	0.02666666666666667	0.09507042253521127	-1
AbiEii_0_CAS-III	k63_257750_6	316	284	2.8e-05	21.6	4001	4948	k63_257750	6	0.3322784810126582	0.2605633802816901	1
AbiEii_0_CAS-III	k63_276218_2	253	284	3.9e-05	21.1	584	1342	k63_276218	2	0.30039525691699603	0.24647887323943662	1
AbiEii_0_CAS-III	k63_292802_4	301	284	0.0036	14.7	2425	3327	k63_292802	4	0.05647840531561462	0.05985915492957746	1
AbiEii_0_CAS-III	k63_292802_5	240	284	0.00087	16.7	3380	4099	k63_292802	5	0.37083333333333335	0.3028169014084507	1
AbiEii_0_CAS-III	k63_369028_2	264	284	8.8e-05	20.0	987	1778	k63_369028	2	0.3787878787878788	0.33098591549295775	1
AbiEii_0_CAS-III	k63_383544_3	234	284	0.00022	18.6	2498	3199	k63_383544	3	0.2692307692307692	0.22887323943661972	1
AbiEii_0_CAS-III	k63_43891_9	369	284	1.2e-06	26.0	7278	8384	k63_43891	9	0.4092140921409214	0.5176056338028169	1
AbiEii_0_CAS-III	k63_475172_2	497	284	0.019	12.3	746	2236	k63_475172	2	0.13279678068410464	0.22535211267605634	1
AbiEii_0_CAS-III	k63_478301_3	257	284	0.00046	17.6	3905	4675	k63_478301	3	0.38132295719844356	0.3274647887323944	-1
AbiEii_0_CAS-III	k63_55333_1	88	284	2.6e-05	21.7	1	264	k63_55333	1	0.3409090909090909	0.09507042253521127	-1
AbiEii_0_CAS-III	k63_604044_5	365	284	0.00046	17.6	4019	5113	k63_604044	5	0.41643835616438357	0.528169014084507	1
AbiEii_0_CAS-III	k63_604199_1	218	284	0.0017	15.8	1	654	k63_604199	1	0.10091743119266056	0.07394366197183098	-1
AbiEii_0_CAS-III	k63_604199_5	394	284	0.0098	13.2	5421	6602	k63_604199	5	0.21573604060913706	0.27816901408450706	1
AbiEii_0_CAS-III	k63_622130_3	235	284	0.00098	16.5	1720	2424	k63_622130	3	0.548936170212766	0.45422535211267606	-1
AbiEii_0_CAS-III	k63_622524_4	737	284	0.025	11.9	4491	6701	k63_622524	4	0.036635006784260515	0.09859154929577464	1
AbiEii_0_CAS-III	k63_630681_2	263	284	4e-07	27.6	356	1144	k63_630681	2	0.7034220532319392	0.6725352112676056	1
AbiEii_0_CAS-III	k63_635300_2	289	284	1.3e-08	32.5	1140	2006	k63_635300	2	0.3771626297577855	0.3591549295774648	-1
AbiEii_0_CAS-III	k63_856769_1	223	284	0.00057	17.3	1	669	k63_856769	1	0.3004484304932735	0.22183098591549297	-1
AbiEii_0_CAS-III	k63_867465_15	330	284	0.017	12.5	13439	14428	k63_867465	15	0.24848484848484848	0.29225352112676056	1
AbiEii_0_CAS-III	k63_944044_2	307	284	0.0008	16.8	1950	2870	k63_944044	2	0.3778501628664495	0.4014084507042254	-1
AbiEii_0_CAS-III	k63_991641_4	563	284	0.0037	14.6	2728	4416	k63_991641	4	0.23978685612788633	0.4647887323943662	1
AbiEii_1_CAS-III-A	k63_1297059_2	578	335	7.2e-11	39.6	999	2732	k63_1297059	2	0.15916955017301038	0.28955223880597014	1
