Contig	Start	End	Strand	Pos
k63_1499865	1	612	1	1
k63_1499865	650	1084	1	2
k63_1499865	1230	3827	1	3
k63_1499865	4001	5371	1	4
k63_1499865	5368	5991	-1	5
k63_1499865	5985	8480	-1	6
k63_1499865	8666	10174	-1	7
k63_1499865	10244	10960	-1	8
k63_1392970	998	2098	-1	1
k63_1392970	2095	2700	-1	2
k63_214650	124	1299	-1	1
k63_214650	1303	2028	-1	2
k63_214650	2045	2848	-1	3
k63_214650	2859	3398	-1	4
k63_214650	3591	5105	1	5
k63_214650	5083	5607	1	6
k63_214650	5682	6311	1	7
k63_214650	6308	8065	1	8
k63_214650	8127	9119	1	9
k63_1393284	3	194	1	1
k63_1393284	187	486	1	2
k63_1393284	483	662	1	3
k63_1393284	670	2058	-1	4
k63_1393284	2096	2521	-1	5
k63_1393284	2530	3090	-1	6
k63_1393284	3269	4231	-1	7
k63_1393284	4551	5861	1	8
k63_1393284	6109	8487	-1	9
k63_1393284	8576	9766	-1	10
k63_1393284	10269	10670	1	11
k63_625	259	1257	-1	1
k63_625	1430	2050	1	2
k63_845	786	1574	-1	1
k63_845	2239	2661	1	2
k63_845	3174	4976	1	3
k63_845	4987	5319	-1	4
k63_857888	229	609	-1	1
k63_857888	772	1173	-1	2
k63_857888	1497	2381	-1	3
k63_857888	2620	2766	-1	4
k63_429451	73	639	-1	1
k63_429451	913	1635	-1	2
k63_429451	1710	2642	1	3
k63_429451	2622	3467	-1	4
k63_429451	3602	3940	1	5
k63_858051	1	213	-1	1
k63_858051	267	746	-1	2
k63_858051	771	1148	-1	3
k63_858051	1266	2651	1	4
k63_858051	2661	2906	-1	5
k63_858051	3111	4163	-1	6
k63_858051	4474	6591	1	7
k63_965233	221	367	1	1
k63_965233	386	520	-1	2
k63_965233	541	1431	-1	3
k63_965233	1579	1800	-1	4
k63_965233	1849	2733	-1	5
k63_965233	2813	4063	-1	6
k63_965233	4330	5685	-1	7
k63_965233	5870	6184	-1	8
k63_1072646	2	205	-1	1
k63_1072646	585	848	1	2
k63_1072646	854	2266	-1	3
k63_1072646	2448	3119	-1	4
k63_1072646	3304	3828	1	5
k63_1072646	4100	5233	1	6
k63_1072646	5361	6368	1	7
k63_1072646	6365	7201	1	8
k63_1072646	7205	8305	1	9
k63_1072646	8432	9718	1	10
k63_1072646	9740	10600	-1	11
k63_1072646	10768	11982	1	12
k63_1072646	12037	13380	-1	13
k63_1072646	13469	13825	1	14
k63_1072646	13856	15415	1	15
k63_1072646	15538	15684	-1	16
k63_1072647	2	496	-1	1
k63_1072647	512	1162	-1	2
k63_1072647	1235	1747	-1	3
k63_1072647	1820	2905	1	4
k63_1072647	2892	3515	-1	5
k63_1072647	3481	4950	-1	6
k63_1072647	5141	6250	-1	7
k63_1072647	6366	7535	1	8
k63_1072647	7525	8229	1	9
k63_1072647	8226	8903	1	10
