Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_0_CAS-I-II-III-IV-V-VI	k63_677390_4	122	205	0.017	11.9	3492	3857	k63_677390	4	0.30327868852459017	0.1902439024390244	1
2OG_0_CAS-I-II-III-IV-V-VI	k63_697663_1	203	205	0.046	10.5	1	609	k63_697663	1	0.18226600985221675	0.1902439024390244	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1049146_1	1529	94	0.0031	16.0	183	4769	k63_1049146	1	0.06344015696533682	0.9361702127659575	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1503626_2	417	94	0.00092	17.7	2109	3359	k63_1503626	2	0.2422062350119904	0.7872340425531915	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_382593_1	284	94	0.0073	14.8	95	946	k63_382593	1	0.38028169014084506	0.851063829787234	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_578146_5	355	94	5.2e-12	44.1	2137	3201	k63_578146	5	0.24788732394366197	0.9148936170212766	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_660236_3	274	94	3.2e-09	35.2	945	1766	k63_660236	3	0.35766423357664234	0.9468085106382979	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_675483_13	185	94	3.4e-15	54.3	11944	12498	k63_675483	13	0.4756756756756757	0.9787234042553191	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_677390_4	122	94	0.00016	20.1	3492	3857	k63_677390	4	0.6967213114754098	0.723404255319149	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_870608_2	550	94	0.013	14.0	1336	2985	k63_870608	2	0.06363636363636363	0.3829787234042553	-1
AbiEii_0_CAS-III	k63_1072646_9	367	284	0.016	12.5	7205	8305	k63_1072646	9	0.17166212534059946	0.20774647887323944	1
AbiEii_0_CAS-III	k63_1072647_1	165	284	6.3e-06	23.7	2	496	k63_1072647	1	0.3090909090909091	0.19014084507042253	-1
AbiEii_0_CAS-III	k63_1074123_13	271	284	0.00062	17.2	16617	17429	k63_1074123	13	0.30996309963099633	0.28169014084507044	-1
AbiEii_0_CAS-III	k63_1074868_3	1201	284	0.0045	14.3	2477	6079	k63_1074868	3	0.12323064113238967	0.3485915492957746	1
AbiEii_0_CAS-III	k63_1081096_3	281	284	4.7e-05	20.8	1695	2537	k63_1081096	3	0.38434163701067614	0.35563380281690143	-1
AbiEii_0_CAS-III	k63_1199269_6	285	284	3.6e-07	27.8	3473	4327	k63_1199269	6	0.2912280701754386	0.27816901408450706	-1
AbiEii_0_CAS-III	k63_1199269_7	248	284	5.6e-06	23.8	4327	5070	k63_1199269	7	0.5887096774193549	0.3873239436619718	-1
AbiEii_0_CAS-III	k63_121207_1	612	284	0.0028	15.0	172	2007	k63_121207	1	0.14705882352941177	0.2992957746478873	-1
AbiEii_0_CAS-III	k63_129456_2	259	284	0.0011	16.4	1241	2017	k63_129456	2	0.277992277992278	0.25	-1
AbiEii_0_CAS-III	k63_1296985_3	315	284	2.7e-08	31.4	2397	3341	k63_1296985	3	0.5333333333333333	0.47183098591549294	1
AbiEii_0_CAS-III	k63_129884_8	329	284	0.00076	16.9	6004	6990	k63_129884	8	0.24620060790273557	0.2746478873239437	-1
AbiEii_0_CAS-III	k63_1310162_4	353	284	0.011	13.1	2072	3130	k63_1310162	4	0.14447592067988668	0.1795774647887324	1
AbiEii_0_CAS-III	k63_1321110_6	255	284	2.9e-09	34.6	4757	5521	k63_1321110	6	0.43529411764705883	0.3908450704225352	-1
AbiEii_0_CAS-III	k63_1321110_7	274	284	0.0083	13.5	5518	6339	k63_1321110	7	0.18248175182481752	0.17253521126760563	-1
AbiEii_0_CAS-III	k63_1398708_37	373	284	1.3e-05	22.6	35755	36873	k63_1398708	37	0.23056300268096513	0.2605633802816901	-1
AbiEii_0_CAS-III	k63_1399145_1	439	284	0.0012	16.2	259	1575	k63_1399145	1	0.04555808656036447	0.07042253521126761	1
AbiEii_0_CAS-III	k63_149855_13	268	284	2.2e-09	35.1	11122	11925	k63_149855	13	0.5186567164179104	0.4753521126760563	1
AbiEii_0_CAS-III	k63_149855_4	273	284	3.2e-07	28.0	2185	3003	k63_149855	4	0.21611721611721613	0.2007042253521127	1
AbiEii_0_CAS-III	k63_1504043_4	268	284	1.4e-05	22.6	3035	3838	k63_1504043	4	0.34328358208955223	0.31338028169014087	-1
AbiEii_0_CAS-III	k63_1540255_8	327	284	1.3e-07	29.3	8549	9529	k63_1540255	8	0.39143730886850153	0.4471830985915493	1
AbiEii_0_CAS-III	k63_214650_2	242	284	3e-05	21.5	1303	2028	k63_214650	2	0.512396694214876	0.43661971830985913	-1
AbiEii_0_CAS-III	k63_218136_1	610	284	9.3e-07	26.4	122	1951	k63_218136	1	0.20163934426229507	0.2640845070422535	1
AbiEii_0_CAS-III	k63_223349_1	120	284	0.018	12.3	1	360	k63_223349	1	0.5666666666666667	0.22535211267605634	1
AbiEii_0_CAS-III	k63_324197_4	322	284	1.6e-07	28.9	4431	5396	k63_324197	4	0.20496894409937888	0.2323943661971831	-1
AbiEii_0_CAS-III	k63_356091_2	251	284	7.9e-11	39.8	345	1097	k63_356091	2	0.601593625498008	0.5105633802816901	1
