Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_1_CAS-I-II-III-IV-V-VI	k63_1170217_6	286	94	0.027	13.0	3875	4732	k63_1170217	6	0.3181818181818182	0.6702127659574468	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_429531_3	309	94	0.016	13.7	1915	2841	k63_429531	3	0.47249190938511326	0.8936170212765957	-1
AbiEii_0_CAS-III	k63_1068965_3	266	284	2.4e-08	31.6	2548	3345	k63_1068965	3	0.5225563909774437	0.46830985915492956	1
AbiEii_0_CAS-III	k63_1098885_14	401	284	9.7e-11	39.5	15155	16357	k63_1098885	14	0.2344139650872818	0.31338028169014087	-1
AbiEii_0_CAS-III	k63_1169251_6	460	284	8.1e-08	29.9	7717	9096	k63_1169251	6	0.25	0.38028169014084506	1
AbiEii_0_CAS-III	k63_1206615_11	444	284	0.0021	15.4	9073	10404	k63_1206615	11	0.0472972972972973	0.07394366197183098	1
AbiEii_0_CAS-III	k63_1266398_10	249	284	1.9e-05	22.1	5626	6372	k63_1266398	10	0.3895582329317269	0.323943661971831	-1
AbiEii_0_CAS-III	k63_1283224_8	241	284	0.00011	19.6	7924	8646	k63_1283224	8	0.27385892116182575	0.23591549295774647	-1
AbiEii_0_CAS-III	k63_1363173_4	483	284	3.7e-05	21.2	1908	3356	k63_1363173	4	0.2670807453416149	0.4612676056338028	1
AbiEii_0_CAS-III	k63_1363173_5	456	284	1.1e-06	26.2	3675	5042	k63_1363173	5	0.2982456140350877	0.46830985915492956	1
AbiEii_0_CAS-III	k63_1367988_1	410	284	5.5e-10	37.0	312	1541	k63_1367988	1	0.3170731707317073	0.426056338028169	1
AbiEii_0_CAS-III	k63_1372879_10	549	284	0.0025	15.2	8074	9720	k63_1372879	10	0.08014571948998178	0.14788732394366197	-1
AbiEii_0_CAS-III	k63_1664_3	253	284	2.3e-09	35.0	2613	3371	k63_1664	3	0.5138339920948617	0.44014084507042256	1
AbiEii_0_CAS-III	k63_201972_4	434	284	0.009	13.3	3343	4644	k63_201972	4	0.07603686635944701	0.10915492957746478	1
AbiEii_0_CAS-III	k63_206528_8	255	284	0.00016	19.1	10417	11181	k63_206528	8	0.3411764705882353	0.3028169014084507	-1
AbiEii_0_CAS-III	k63_206528_9	254	284	0.00065	17.1	11185	11946	k63_206528	9	0.20866141732283464	0.18309859154929578	-1
AbiEii_0_CAS-III	k63_238281_12	326	284	0.00014	19.3	10521	11498	k63_238281	12	0.22699386503067484	0.25704225352112675	1
AbiEii_0_CAS-III	k63_238281_14	316	284	0.00025	18.5	12364	13311	k63_238281	14	0.18670886075949367	0.19718309859154928	1
AbiEii_0_CAS-III	k63_292939_1	457	284	0.00046	17.6	57	1427	k63_292939	1	0.19037199124726478	0.2852112676056338	-1
AbiEii_0_CAS-III	k63_305639_3	541	284	0.00034	18.0	1864	3486	k63_305639	3	0.2088724584103512	0.3204225352112676	-1
AbiEii_0_CAS-III	k63_308435_2	236	284	4e-06	24.3	335	1042	k63_308435	2	0.3305084745762712	0.2676056338028169	1
AbiEii_0_CAS-III	k63_317890_6	327	284	0.023	12.0	4522	5502	k63_317890	6	0.26299694189602446	0.29225352112676056	-1
AbiEii_0_CAS-III	k63_330358_8	647	284	0.00031	18.1	5949	7889	k63_330358	8	0.16846986089644514	0.33098591549295775	1
AbiEii_0_CAS-III	k63_338570_1	602	284	0.012	13.0	3	1808	k63_338570	1	0.11129568106312292	0.23943661971830985	-1
AbiEii_0_CAS-III	k63_350493_13	618	284	0.0088	13.4	13834	15687	k63_350493	13	0.06310679611650485	0.1267605633802817	1
AbiEii_0_CAS-III	k63_379043_2	234	284	0.042	11.1	1561	2262	k63_379043	2	0.4358974358974359	0.35563380281690143	-1
AbiEii_0_CAS-III	k63_390687_2	328	284	2e-07	28.6	458	1441	k63_390687	2	0.21951219512195122	0.24295774647887325	1
AbiEii_0_CAS-III	k63_390687_7	1605	284	6.6e-05	20.3	12879	17693	k63_390687	7	0.04610591900311527	0.2605633802816901	1
AbiEii_0_CAS-III	k63_402409_2	197	284	0.0042	14.4	637	1227	k63_402409	2	0.45685279187817257	0.3028169014084507	1
AbiEii_0_CAS-III	k63_402409_7	1187	284	0.021	12.1	3422	6982	k63_402409	7	0.09267059814658804	0.38380281690140844	1
AbiEii_0_CAS-III	k63_418174_6	392	284	1.8e-06	25.5	6057	7232	k63_418174	6	0.40561224489795916	0.5387323943661971	-1
AbiEii_0_CAS-III	k63_47821_14	358	284	9e-10	36.3	15111	16184	k63_47821	14	0.2737430167597765	0.36619718309859156	-1
AbiEii_0_CAS-III	k63_486497_9	271	284	3.3e-05	21.3	6713	7525	k63_486497	9	0.35793357933579334	0.3485915492957746	-1
AbiEii_0_CAS-III	k63_512169_1	185	284	0.019	12.3	3	557	k63_512169	1	0.11351351351351352	0.07394366197183098	-1
AbiEii_0_CAS-III	k63_513758_4	524	284	0.0061	13.9	4874	6445	k63_513758	4	0.06679389312977099	0.11971830985915492	-1
AbiEii_0_CAS-III	k63_538519_2	388	284	2e-10	38.5	1534	2697	k63_538519	2	0.2422680412371134	0.3204225352112676	1
AbiEii_0_CAS-III	k63_580923_4	371	284	0.00083	16.7	2271	3383	k63_580923	4	0.29110512129380056	0.35563380281690143	1
AbiEii_0_CAS-III	k63_583674_10	800	284	0.0022	15.3	9563	11962	k63_583674	10	0.11875	0.2852112676056338	-1
AbiEii_0_CAS-III	k63_583674_7	695	284	0.00044	17.7	3273	5357	k63_583674	7	0.15683453237410072	0.40492957746478875	-1
AbiEii_0_CAS-III	k63_591549_4	307	284	5e-06	24.0	4401	5321	k63_591549	4	0.5179153094462541	0.4507042253521127	-1
AbiEii_0_CAS-III	k63_605160_1	214	284	0.0018	15.6	3	644	k63_605160	1	0.40186915887850466	0.2852112676056338	-1
AbiEii_0_CAS-III	k63_609632_11	248	284	0.019	12.3	9988	10731	k63_609632	11	0.20967741935483872	0.176056338028169	1
AbiEii_0_CAS-III	k63_651554_1	1158	284	1.1e-05	22.9	222	3695	k63_651554	1	0.046632124352331605	0.19014084507042253	-1
AbiEii_0_CAS-III	k63_660478_5	224	284	0.00097	16.5	4143	4814	k63_660478	5	0.3169642857142857	0.24295774647887325	1
AbiEii_0_CAS-III	k63_684983_2	360	284	0.0022	15.4	902	1981	k63_684983	2	0.38055555555555554	0.4894366197183099	1
AbiEii_0_CAS-III	k63_694813_7	335	284	0.0014	16.0	8707	9711	k63_694813	7	0.3850746268656716	0.4471830985915493	1
AbiEii_0_CAS-III	k63_727543_3	533	284	2.6e-07	28.2	2024	3622	k63_727543	3	0.3602251407129456	0.38380281690140844	1
AbiEii_0_CAS-III	k63_752649_4	341	284	0.00043	17.7	1966	2988	k63_752649	4	0.16422287390029325	0.2007042253521127	-1
AbiEii_0_CAS-III	k63_776429_8	327	284	1.2e-07	29.3	8548	9528	k63_776429	8	0.39143730886850153	0.4471830985915493	1
AbiEii_0_CAS-III	k63_795003_2	537	284	4.1e-06	24.3	751	2361	k63_795003	2	0.409683426443203	0.4612676056338028	-1
AbiEii_0_CAS-III	k63_826157_6	651	284	0.0021	15.4	8296	10248	k63_826157	6	0.19969278033794163	0.36971830985915494	1
AbiEii_0_CAS-III	k63_878578_10	355	284	0.001	16.4	7917	8981	k63_878578	10	0.0647887323943662	0.08098591549295775	1
AbiEii_0_CAS-III	k63_883141_3	689	284	0.046	11.0	3497	5563	k63_883141	3	0.06386066763425254	0.08450704225352113	-1
AbiEii_0_CAS-III	k63_939446_2	257	284	3.5e-06	24.5	1423	2193	k63_939446	2	0.36964980544747084	0.323943661971831	-1
AbiEii_0_CAS-III	k63_946156_5	266	284	0.044	11.1	8353	9150	k63_946156	5	0.23308270676691728	0.22183098591549297	1
AbiEii_0_CAS-III	k63_961826_4	195	284	0.00054	17.4	1007	1591	k63_961826	4	0.1641025641025641	0.11267605633802817	-1
AbiEii_0_CAS-III	k63_962193_1	45	284	0.0094	13.3	2	136	k63_962193	1	0.5555555555555556	0.08450704225352113	1
AbiEii_1_CAS-III-A	k63_1068965_3	266	335	0.012	12.5	2548	3345	k63_1068965	3	0.34210526315789475	0.2746268656716418	1
AbiEii_1_CAS-III-A	k63_1098885_14	401	335	0.00041	17.3	15155	16357	k63_1098885	14	0.1546134663341646	0.19701492537313434	-1
AbiEii_1_CAS-III-A	k63_1169251_6	460	335	0.00029	17.8	7717	9096	k63_1169251	6	0.22608695652173913	0.31044776119402984	1
AbiEii_1_CAS-III-A	k63_418174_6	392	335	3.6e-06	24.1	6057	7232	k63_418174	6	0.19642857142857142	0.23283582089552238	-1
AbiEii_1_CAS-III-A	k63_538519_2	388	335	0.017	12.0	1534	2697	k63_538519	2	0.16237113402061856	0.1880597014925373	1
AbiEii_1_CAS-III-A	k63_962193_1	45	335	0.046	10.6	2	136	k63_962193	1	0.8888888888888888	0.11044776119402985	1
AbiEii_2_CAS-III-C	k63_1098885_14	401	440	1.6e-07	28.7	15155	16357	k63_1098885	14	0.2942643391521197	0.29318181818181815	-1
AbiEii_2_CAS-III-C	k63_1169251_6	460	440	4.9e-05	20.5	7717	9096	k63_1169251	6	0.24130434782608695	0.2545454545454545	1
AbiEii_2_CAS-III-C	k63_1363173_5	456	440	0.0082	13.1	3675	5042	k63_1363173	5	0.19298245614035087	0.18636363636363637	1
AbiEii_2_CAS-III-C	k63_418174_6	392	440	7.3e-07	26.5	6057	7232	k63_418174	6	0.22704081632653061	0.20454545454545456	-1
AbiEii_2_CAS-III-C	k63_47821_14	358	440	0.00012	19.1	15111	16184	k63_47821	14	0.12569832402234637	0.10227272727272728	-1
AbiEii_2_CAS-III-C	k63_512169_1	185	440	0.045	10.7	3	557	k63_512169	1	0.11351351351351352	0.04772727272727273	-1
AbiEii_2_CAS-III-C	k63_538519_2	388	440	0.0092	13.0	1534	2697	k63_538519	2	0.2963917525773196	0.2681818181818182	1
AbiEii_2_CAS-III-C	k63_660478_5	224	440	0.0064	13.5	4143	4814	k63_660478	5	0.3392857142857143	0.17272727272727273	1
AbiEii_2_CAS-III-C	k63_961826_4	195	440	0.00027	18.0	1007	1591	k63_961826	4	0.2153846153846154	0.09772727272727273	-1
