Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
k63_591549	k63_591549@1	4401	5321	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4]	['5.00e-06']	[0.518]	[0.451]	NA	NA
k63_402409	k63_402409@2	11872	13980	False	20%	NA	IV-A1	2.0	['Csf4_0_IVA']	[12]	['3.40e-47']	[0.935]	[0.922]	1	NA
k63_483868	k63_483868@1	2	715	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[1]	['2.90e-22']	[0.382]	[0.305]	NA	NA
k63_589863	k63_589863@1	4785	6203	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[6]	['1.40e-69']	[0.622]	[0.872]	NA	NA
k63_922004	k63_922004@1	2	1254	False	0%	0%	I-A	0.0	['RT_0_CAS-I-II-III-IV-V-VI', 'RT_0_CAS-I-II-III-IV-V-VI']	[1, 2]	['2.10e-04', '5.80e-12']	[0.61, 0.341]	[0.333, 0.338]	NA	NA
k63_486497	k63_486497@1	6713	7525	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[9]	['3.30e-05']	[0.358]	[0.349]	NA	NA
k63_1167730	k63_1167730@1	7566	9470	False	0%	0%	I-C	1.0	['HEAT_CxxC_PDDEXK_0_CAS-I-C']	[10]	['2.80e-04']	[0.301]	[0.521]	NA	NA
k63_1266398	k63_1266398@1	5626	6372	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[10]	['1.90e-05']	[0.39]	[0.324]	NA	NA
k63_513758	k63_513758@1	43	519	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[1]	['1.70e-04']	[0.459]	[0.335]	NA	NA
k63_402409	k63_402409@1	637	1227	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['4.20e-03']	[0.457]	[0.303]	NA	NA
k63_795003	k63_795003@1	751	2361	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['4.10e-06']	[0.41]	[0.461]	NA	NA
k63_97769	k63_97769@1	297	1619	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[2]	['5.20e-75']	[0.608]	[0.872]	NA	NA
