Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_1_CAS-I-II-III-IV-V-VI	k63_1081291_7	324	94	0.013	13.8	5163	6134	k63_1081291	7	0.31790123456790126	0.8297872340425532	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1190395_2	261	94	0.017	13.5	536	1318	k63_1190395	2	0.41762452107279696	0.8617021276595744	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1342230_2	280	94	0.0024	16.2	1147	1986	k63_1342230	2	0.275	0.6702127659574468	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1399017_2	248	94	0.0017	16.6	768	1511	k63_1399017	2	0.3951612903225806	0.8297872340425532	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1399017_3	286	94	0.0013	17.0	1526	2383	k63_1399017	3	0.4195804195804196	0.9468085106382979	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1498595_4	241	94	0.0012	17.2	1875	2597	k63_1498595	4	0.4024896265560166	0.7127659574468085	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1507592_7	291	94	0.0025	16.2	2876	3748	k63_1507592	7	0.26804123711340205	0.7021276595744681	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1532643_8	290	94	0.00027	19.2	6137	7006	k63_1532643	8	0.3689655172413793	0.8297872340425532	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_215690_1	271	94	0.0057	15.0	14	826	k63_215690	1	0.34686346863468637	0.7446808510638298	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_658880_5	262	94	0.0032	15.8	2991	3776	k63_658880	5	0.40458015267175573	0.8297872340425532	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_883195_2	265	94	0.0011	17.3	537	1331	k63_883195	2	0.3886792452830189	0.7553191489361702	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_980013_1	290	94	0.0099	14.2	60	929	k63_980013	1	0.3482758620689655	0.6914893617021277	-1
AbiEii_0_CAS-III	k63_1050280_3	261	284	6.7e-05	20.2	934	1716	k63_1050280	3	0.3716475095785441	0.3345070422535211	-1
AbiEii_0_CAS-III	k63_1073708_2	226	284	0.00011	19.4	2085	2762	k63_1073708	2	0.3053097345132743	0.23943661971830985	-1
AbiEii_0_CAS-III	k63_108839_2	509	284	0.023	11.9	457	1983	k63_108839	2	0.07858546168958742	0.13732394366197184	-1
AbiEii_0_CAS-III	k63_1105363_2	645	284	2.9e-05	21.4	105	2039	k63_1105363	2	0.31627906976744186	0.545774647887324	-1
AbiEii_0_CAS-III	k63_1126335_4	250	284	0.00072	16.8	3254	4003	k63_1126335	4	0.456	0.40492957746478875	-1
AbiEii_0_CAS-III	k63_1156259_1	292	284	7.6e-05	20.0	3	878	k63_1156259	1	0.2054794520547945	0.22183098591549297	-1
