Contig	Start	End	Strand	Pos
k63_857106	1	1860	-1	1
k63_857106	1964	3184	-1	2
k63_857106	3190	4227	-1	3
k63_857106	4232	4555	-1	4
k63_214332	1	363	1	1
k63_214332	368	1366	1	2
k63_214332	1363	2499	1	3
k63_321499	1	405	1	1
k63_321499	402	1898	-1	2
k63_321499	1892	2125	-1	3
k63_321499	2132	2314	-1	4
k63_1285738	1	333	-1	1
k63_1285738	321	1016	-1	2
k63_1285738	1030	1581	-1	3
k63_1285828	3	806	-1	1
k63_1285828	803	2131	-1	2
k63_1393078	84	959	1	1
k63_1393078	972	1904	1	2
k63_1393078	1906	2688	1	3
k63_1393078	2691	3431	1	4
k63_322039	2	631	-1	1
k63_322039	736	1467	-1	2
k63_322039	1469	2218	-1	3
k63_107603	2	316	-1	1
k63_107603	327	764	-1	2
k63_107603	955	1596	1	3
k63_1393414	1	246	-1	1
k63_1393414	307	1590	-1	2
k63_1393446	1	1041	-1	1
k63_1393446	1051	1563	-1	2
k63_644032	16	978	-1	1
k63_644032	1158	2618	1	2
k63_644032	2688	3272	1	3
k63_848	3	506	-1	1
k63_848	620	1615	1	2
k63_848	1612	2751	1	3
k63_848	2829	3539	1	4
k63_215042	270	875	1	1
k63_215042	872	2155	-1	2
k63_215042	2248	3474	-1	3
k63_215042	3467	4147	-1	4
k63_537307	1	1512	-1	1
k63_322539	1	375	1	1
k63_322539	468	2534	-1	2
k63_1072514	19	522	-1	1
k63_1072514	538	1083	-1	2
k63_1072514	1123	3165	-1	3
k63_1072514	3201	3758	-1	4
k63_1072514	3762	4106	-1	5
k63_429751	1	807	1	1
k63_429751	856	1164	1	2
k63_429751	1235	1486	-1	3
k63_429751	1548	2141	1	4
k63_429751	2155	2403	1	5
k63_429751	2408	3466	1	6
k63_429751	3488	5083	1	7
k63_429751	5108	5332	1	8
k63_429751	5329	5595	1	9
k63_429751	5704	6207	1	10
k63_965364	2	1366	-1	1
k63_965364	1433	3811	-1	2
k63_1394034	1	177	-1	1
k63_1394034	167	1444	-1	2
k63_1394034	1648	2832	-1	3
k63_1394034	2834	4033	-1	4
k63_965460	1	1248	1	1
k63_965460	1226	1603	-1	2
k63_965460	1611	2219	-1	3
k63_965460	2249	2920	-1	4
k63_965460	3067	3822	-1	5
k63_645020	2	316	1	1
k63_645020	370	2124	1	2
k63_645020	2248	2913	1	3
k63_645028	389	706	-1	1
k63_645028	824	1135	-1	2
k63_645028	1175	2506	-1	3
k63_1287019	1	720	-1	1
k63_1287019	854	1894	1	2
k63_1287019	1974	2225	1	3
k63_1072965	1	711	1	1
k63_1072965	708	2033	1	2
k63_1287185	3	380	1	1
k63_1287185	619	2721	-1	2
k63_1287185	3372	3611	1	3
k63_537812	3	74	-1	1
k63_537812	93	1766	-1	2
k63_537812	1831	2772	-1	3
k63_645259	1	90	-1	1
k63_645259	90	1238	-1	2
k63_645259	1242	1532	-1	3
k63_645259	1584	2867	-1	4
k63_645259	3053	4732	-1	5
k63_645259	4767	5060	-1	6
k63_645259	5215	5658	1	7
k63_645259	5659	8208	-1	8
k63_645259	8216	8833	-1	9
k63_645259	8919	9047	-1	10
k63_645259	9034	9324	-1	11
k63_430144	3	416	-1	1
k63_430144	426	1841	-1	2
k63_430144	1854	2039	-1	3
k63_215690	14	826	1	1
k63_215690	849	1895	1	2
k63_215690	1892	2854	1	3
k63_108506	2	1093	1	1
k63_108506	1130	2050	1	2
k63_1180352	1	1092	-1	1
k63_1180352	1224	2054	1	2
k63_1180352	2055	3074	1	3
k63_1180352	3316	3567	1	4
k63_1180352	3634	5640	-1	5
k63_1180352	5765	5866	1	6
k63_215884	3	1001	-1	1
k63_215884	1072	2400	-1	2
k63_215884	2400	3161	-1	3
k63_2169	3	212	-1	1
k63_2169	240	935	-1	2
k63_2169	1037	2647	-1	3
k63_2169	2654	3829	-1	4
k63_2169	3866	4549	-1	5
k63_2169	4554	5009	-1	6
k63_2169	5017	6099	-1	7
k63_2169	6099	7373	-1	8
k63_2169	7383	8252	-1	9
k63_2169	8330	9421	1	10
k63_2169	9418	11256	-1	11
k63_430441	2	427	1	1
k63_430441	440	727	1	2
k63_430441	724	1110	1	3
k63_430441	1205	1606	-1	4
k63_538116	1	1401	1	1
k63_538116	1396	2043	-1	2
k63_538116	2139	2999	-1	3
k63_430542	3	713	-1	1
k63_430542	1097	2083	1	2
k63_430542	2090	2968	-1	3
k63_1073459	2	277	1	1
k63_1073459	300	1283	-1	2
k63_1073459	1361	2377	-1	3
k63_1073459	2374	2481	-1	4
k63_1073459	3229	3456	-1	5
k63_108839	3	341	-1	1
k63_108839	457	1983	-1	2
k63_108839	2130	2954	-1	3
k63_108839	3016	4014	-1	4
k63_108839	4086	4205	-1	5
k63_1287808	2	928	-1	1
k63_1287808	1291	2898	1	2
k63_1287808	2983	3507	1	3
k63_1394909	2	1021	1	1
k63_1394909	1054	1419	1	2
k63_1394909	1502	2335	1	3
k63_1394909	2332	2715	1	4
k63_323641	2	451	-1	1
k63_323641	620	2131	1	2
k63_1395058	1	228	1	1
k63_1395058	350	1180	1	2
k63_1395058	1177	1737	1	3
k63_966382	3	794	-1	1
k63_966382	791	1858	-1	2
k63_966382	1852	2448	-1	3
k63_966382	2878	3138	-1	4
k63_966382	3224	4498	-1	5
k63_966382	4889	5572	-1	6
k63_966382	5627	6292	-1	7
k63_966382	6516	6800	1	8
k63_1073708	1	2100	-1	1
k63_1073708	2085	2762	-1	2
k63_1073708	2759	3175	-1	3
k63_1073708	3177	3647	-1	4
k63_1073708	3715	4734	-1	5
k63_1073708	4854	5312	1	6
k63_216502	1	228	1	1
k63_216502	479	1240	-1	2
k63_216502	1534	2022	-1	3
k63_216502	2071	2484	-1	4
k63_859345	3	527	1	1
k63_859345	532	1335	-1	2
k63_859345	1350	1664	-1	3
k63_323810	3	494	1	1
k63_323810	506	1270	1	2
k63_323810	1383	1766	1	3
k63_859380	55	231	-1	1
k63_859380	715	1572	-1	2
k63_859380	1523	2230	-1	3
k63_859380	2236	3081	-1	4
k63_109233	1	396	1	1
k63_109233	440	925	-1	2
k63_109233	1169	2464	1	3
k63_966796	1	516	-1	1
k63_966796	537	1568	-1	2
k63_324009	152	1285	-1	1
k63_324009	1301	1978	-1	2
k63_324009	2007	2786	-1	3
k63_324009	2779	3063	-1	4
k63_324009	3219	3752	1	5
k63_752529	2	1144	1	1
k63_752529	1147	1503	1	2
k63_538985	3	323	1	1
k63_538985	339	2234	-1	2
k63_538985	2413	2733	-1	3
k63_538985	2950	4215	-1	4
k63_538985	4351	4536	-1	5
k63_538985	4757	5524	-1	6
k63_1074053	3	122	1	1
k63_1074053	119	1066	1	2
k63_1074053	1261	1980	1	3
k63_1074053	2412	3608	1	4
k63_1074053	3559	4374	1	5
k63_1074053	4568	5461	1	6
k63_1395633	2	652	-1	1
k63_1395633	802	2400	-1	2
k63_216823	1	1095	1	1
k63_216823	1215	3110	1	2
k63_216823	3107	3187	-1	3
k63_1503000	106	2532	1	1
k63_1503000	2546	3511	1	2
k63_1503000	3498	3620	1	3
k63_1288615	3	1070	-1	1
k63_1288615	1149	2288	1	2
k63_1288615	2301	3155	1	3
k63_1288615	3191	3520	1	4
k63_859977	1	714	1	1
k63_859977	714	1592	1	2
k63_967219	1	798	-1	1
k63_967219	795	3434	-1	2
k63_967219	3445	6633	-1	3
k63_967219	6860	7354	-1	4
k63_967219	7462	9024	-1	5
k63_967219	9028	9768	-1	6
k63_967219	9765	10649	-1	7
k63_1288726	1	384	1	1
k63_1288726	433	2307	1	2
k63_1288726	2323	3339	1	3
k63_1288726	3354	3872	1	4
k63_1288726	3924	4406	1	5
k63_1288726	4418	4654	-1	6
k63_1288726	4667	5626	-1	7
k63_1288726	5703	8033	-1	8
k63_1288726	8189	8359	1	9
k63_1503294	2	622	-1	1
k63_1503294	826	1917	1	2
k63_1503294	1987	2757	1	3
k63_860354	3	4910	1	1
k63_860354	4907	5560	1	2
k63_860354	5634	5759	1	3
k63_753135	1	201	-1	1
k63_753135	318	2132	-1	2
k63_753174	1	129	1	1
k63_753174	129	1106	1	2
k63_753174	1225	1875	1	3
k63_967619	1	1035	-1	1
k63_967619	1279	2652	-1	2
k63_967619	2669	3448	-1	3
k63_967619	3452	3799	-1	4
k63_967619	3741	4856	-1	5
k63_967619	4889	5347	-1	6
k63_1289071	1	1479	-1	1
k63_1289071	1633	1812	-1	2
k63_1289071	1790	1936	-1	3
k63_1289071	2156	2314	1	4
k63_1289071	2563	4368	1	5
k63_1289071	4389	5021	1	6
k63_3658	205	1425	1	1
k63_967719	151	636	-1	1
k63_967719	1141	2595	-1	2
k63_967719	2592	3047	-1	3
k63_753333	2	1549	-1	1
k63_753333	1990	2550	1	2
k63_1289275	1	1755	-1	1
k63_1289275	1939	2328	-1	2
k63_1289275	2328	2408	-1	3
k63_1503780	1	585	-1	1
k63_1503780	878	1093	-1	2
k63_1503780	1243	1470	-1	3
k63_1503780	1528	2292	-1	4
k63_647138	3	605	1	1
k63_647138	626	1534	1	2
k63_647138	1552	2364	1	3
k63_968223	3	773	1	1
k63_968223	770	2458	1	2
k63_968223	2542	2817	1	3
k63_968312	2	1141	1	1
k63_968312	1138	1974	1	2
k63_968312	1971	2648	-1	3
k63_110598	1	2469	-1	1
k63_110598	2619	3242	1	2
k63_647541	3	371	-1	1
k63_647541	460	1548	1	2
k63_647541	1558	2118	1	3
k63_1289661	2	274	-1	1
k63_1289661	267	632	-1	2
k63_1289661	642	1949	-1	3
k63_1289661	1969	2895	-1	4
k63_1289661	2849	3832	-1	5
k63_1289661	3855	4676	-1	6
k63_647872	1	93	1	1
k63_647872	90	884	1	2
k63_647872	935	2443	1	3
k63_647872	2924	3058	1	4
k63_4790	3	1214	1	1
k63_4790	1222	1746	1	2
k63_4790	1757	1906	-1	3
k63_4790	1903	4230	-1	4
k63_325712	1	654	-1	1
k63_325712	742	1395	1	2
k63_325712	1502	2149	1	3
k63_1075452	1	495	-1	1
k63_1075452	508	1803	-1	2
k63_1397048	3	800	-1	1
k63_1397048	858	2171	-1	2
k63_968908	1	2067	-1	1
k63_968908	2086	2559	-1	2
k63_968908	2627	3136	-1	3
k63_968908	3233	4303	1	4
k63_968908	4306	5646	1	5
k63_968908	5653	7104	1	6
k63_968908	7101	8255	1	7
k63_968908	8260	8388	-1	8
k63_968908	8487	9626	1	9
k63_968908	9634	11088	1	10
k63_968908	11126	11251	1	11
k63_968908	11255	11455	-1	12
k63_648203	1	489	1	1
k63_648203	502	1278	1	2
k63_648203	1402	1761	-1	3
k63_754660	1	1215	1	1
k63_754660	1286	1831	-1	2
k63_1183354	3	917	1	1
k63_1183354	985	2109	1	2
k63_862039	2	880	-1	1
k63_862039	892	1215	-1	2
k63_862039	1228	1512	-1	3
k63_111501	2	1621	-1	1
k63_111501	2084	2881	-1	2
k63_111501	3142	3810	-1	3
k63_218662	1	438	1	1
k63_218662	671	1060	1	2
k63_218662	1047	1340	1	3
k63_218662	1402	2196	-1	4
k63_218662	2201	2764	-1	5
k63_1290277	3	317	1	1
k63_1290277	314	1684	1	2
k63_1290277	1681	2820	-1	3
k63_754870	180	1832	1	1
k63_754870	1738	2379	-1	2
k63_754870	2497	2748	-1	3
k63_754870	2866	4869	-1	4
k63_754870	5014	6987	1	5
k63_754870	7012	7659	-1	6
k63_111638	2	484	-1	1
k63_111638	506	2311	-1	2
k63_1504863	1	435	1	1
k63_1504863	453	1886	1	2
k63_1504863	2054	3229	-1	3
k63_1504863	3268	3693	-1	4
k63_1076026	2	907	1	1
k63_1076026	995	2056	1	2
k63_1076026	2060	2653	-1	3
k63_862494	2	199	1	1
k63_862494	277	471	1	2
k63_862494	533	1495	1	3
k63_862494	1497	2507	1	4
k63_862494	2500	4641	1	5
k63_862494	4745	6199	1	6
k63_648888	2	70	-1	1
k63_648888	100	2379	1	2
k63_969719	2	529	1	1
k63_969719	794	1639	-1	2
k63_969719	1872	3314	-1	3
k63_969719	3331	5604	-1	4
k63_969719	5594	5851	-1	5
k63_969719	5870	6310	-1	6
k63_969719	6297	6569	-1	7
k63_969719	6573	7739	-1	8
k63_969719	7756	8109	-1	9
k63_969895	2	244	-1	1
k63_969895	241	1392	-1	2
k63_969895	1488	2219	1	3
k63_542226	2	157	-1	1
k63_542226	386	1213	-1	2
k63_542226	1414	2601	1	3
k63_542226	2606	3571	1	4
k63_542226	3605	4741	1	5
k63_542226	4870	5097	1	6
k63_542226	5094	5513	1	7
k63_542226	5625	7010	1	8
k63_969978	212	1222	1	1
k63_969978	1232	2098	-1	2
k63_969978	2348	3400	1	3
k63_969978	3478	4713	-1	4
k63_969978	4868	4984	1	5
k63_969978	5011	5223	1	6
k63_863173	1	729	-1	1
k63_863173	736	1740	-1	2
k63_863173	1721	2653	-1	3
k63_863173	2653	3150	-1	4
k63_863193	3	518	-1	1
k63_863193	555	1466	-1	2
k63_863193	1563	1943	-1	3
k63_1076465	3	770	-1	1
k63_1076465	772	1620	-1	2
k63_1291282	3	710	-1	1
k63_1291282	768	2375	-1	2
k63_1291282	2380	3087	-1	3
k63_1291282	3084	3809	-1	4
k63_863336	2	664	1	1
k63_863336	667	1419	1	2
k63_863336	1419	2888	1	3
k63_863336	2888	3322	1	4
k63_542470	1	279	-1	1
k63_542470	372	1322	-1	2
k63_542470	1325	2083	-1	3
k63_542470	2094	2375	-1	4
k63_542470	2323	3585	-1	5
k63_542470	3663	4295	-1	6
k63_542470	4481	7879	-1	7
k63_542470	8144	8695	-1	8
k63_542470	8868	9221	1	9
k63_542470	9218	9682	-1	10
k63_542470	9639	10547	-1	11
k63_542470	10562	10909	-1	12
k63_542470	11102	11671	1	13
k63_542470	11682	12833	-1	14
k63_542470	12830	13957	-1	15
k63_542470	13962	14630	-1	16
k63_542470	14707	15456	-1	17
k63_542470	15522	16277	-1	18
k63_542470	16427	17281	-1	19
k63_542470	17288	18202	-1	20
k63_542470	18199	19863	-1	21
k63_542470	19903	20730	-1	22
k63_542470	20863	21393	-1	23
k63_112928	3	641	1	1
k63_112928	587	982	1	2
k63_112928	1032	2321	1	3
k63_112928	2318	3253	1	4
k63_112928	3371	3589	1	5
k63_112928	3651	5135	1	6
