Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_1_CAS-I-II-III-IV-V-VI	k63_278721_4	281	94	7.5e-07	26.6	2086	2928	k63_278721	4	0.3309608540925267	0.9042553191489362	1
AbiEii_0_CAS-III	k63_1022307_2	270	284	2.4e-06	24.1	324	1133	k63_1022307	2	0.5740740740740741	0.5211267605633803	-1
AbiEii_0_CAS-III	k63_1024471_4	317	284	1.4e-05	21.6	1868	2818	k63_1024471	4	0.3312302839116719	0.352112676056338	1
AbiEii_0_CAS-III	k63_103880_6	313	284	0.004	13.5	4072	5010	k63_103880	6	0.2747603833865815	0.2676056338028169	1
AbiEii_0_CAS-III	k63_1100055_2	262	284	5.8e-10	36.0	468	1253	k63_1100055	2	0.5076335877862596	0.45422535211267606	-1
AbiEii_0_CAS-III	k63_1143251_2	236	284	4.9e-06	23.1	401	1108	k63_1143251	2	0.5889830508474576	0.47183098591549294	1
AbiEii_0_CAS-III	k63_1166381_2	359	284	0.0025	14.2	717	1793	k63_1166381	2	0.16991643454038996	0.2147887323943662	1
AbiEii_0_CAS-III	k63_1246943_1	380	284	0.0027	14.1	2	1141	k63_1246943	1	0.3605263157894737	0.4647887323943662	1
AbiEii_0_CAS-III	k63_1325179_3	84	284	0.0031	13.9	2787	3038	k63_1325179	3	0.19047619047619047	0.056338028169014086	1
AbiEii_0_CAS-III	k63_1349854_8	249	284	0.0072	12.7	3302	4048	k63_1349854	8	0.5180722891566265	0.3345070422535211	-1
AbiEii_0_CAS-III	k63_1397976_2	351	284	0.0001	18.7	1031	2083	k63_1397976	2	0.24216524216524216	0.31338028169014087	-1
AbiEii_0_CAS-III	k63_1400828_2	260	284	2.8e-06	23.9	138	917	k63_1400828	2	0.26153846153846155	0.2323943661971831	-1
AbiEii_0_CAS-III	k63_1413395_1	65	284	4.2e-05	20.0	2	196	k63_1413395	1	0.5384615384615384	0.1267605633802817	-1
AbiEii_0_CAS-III	k63_1474224_5	221	284	0.0023	14.3	3744	4406	k63_1474224	5	0.5113122171945701	0.38380281690140844	1
AbiEii_0_CAS-III	k63_1500957_4	117	284	0.024	10.9	3669	4019	k63_1500957	4	0.1623931623931624	0.06690140845070422	1
AbiEii_0_CAS-III	k63_1505309_2	538	284	2.7e-08	30.5	787	2400	k63_1505309	2	0.48141263940520446	0.5387323943661971	1
AbiEii_0_CAS-III	k63_1520201_2	323	284	0.017	11.4	503	1471	k63_1520201	2	0.49226006191950467	0.528169014084507	1
AbiEii_0_CAS-III	k63_1520201_4	323	284	0.018	11.3	2628	3596	k63_1520201	4	0.29102167182662536	0.31338028169014087	-1
AbiEii_0_CAS-III	k63_1528031_2	359	284	0.00076	15.9	98	1174	k63_1528031	2	0.11420612813370473	0.1443661971830986	1
AbiEii_0_CAS-III	k63_1603436_6	242	284	6.4e-05	19.4	5057	5782	k63_1603436	6	0.43388429752066116	0.34507042253521125	1
AbiEii_0_CAS-III	k63_165736_10	637	284	1.5e-07	28.0	6114	8024	k63_165736	10	0.25745682888540034	0.47183098591549294	1
AbiEii_0_CAS-III	k63_165736_3	450	284	0.0047	13.3	1640	2989	k63_165736	3	0.2111111111111111	0.31690140845070425	1
AbiEii_0_CAS-III	k63_201436_2	352	284	0.018	11.4	284	1339	k63_201436	2	0.23295454545454544	0.2852112676056338	-1
AbiEii_0_CAS-III	k63_229035_5	433	284	7.2e-05	19.2	3306	4604	k63_229035	5	0.19861431870669746	0.2887323943661972	1
AbiEii_0_CAS-III	k63_336450_7	363	284	6.9e-06	22.6	5530	6618	k63_336450	7	0.2534435261707989	0.323943661971831	-1
AbiEii_0_CAS-III	k63_348364_3	281	284	4.3e-06	23.3	1976	2818	k63_348364	3	0.36298932384341637	0.3345070422535211	-1
AbiEii_0_CAS-III	k63_359519_3	512	284	8.7e-06	22.3	815	2350	k63_359519	3	0.2265625	0.39436619718309857	-1
AbiEii_0_CAS-III	k63_373038_1	211	284	3e-09	33.6	3	635	k63_373038	1	0.35071090047393366	0.23943661971830985	-1
AbiEii_0_CAS-III	k63_433212_1	434	284	0.0017	14.7	2	1303	k63_433212	1	0.08755760368663594	0.1267605633802817	-1
AbiEii_0_CAS-III	k63_479258_2	344	284	0.00055	16.3	1123	2154	k63_479258	2	0.47093023255813954	0.5387323943661971	-1
AbiEii_0_CAS-III	k63_556181_1	68	284	6.7e-06	22.6	3	206	k63_556181	1	0.38235294117647056	0.0880281690140845	-1
AbiEii_0_CAS-III	k63_583391_4	331	284	0.0057	13.0	3485	4477	k63_583391	4	0.22356495468277945	0.2535211267605634	1
AbiEii_0_CAS-III	k63_584374_3	121	284	0.00028	17.3	1383	1745	k63_584374	3	0.24793388429752067	0.1056338028169014	1
AbiEii_0_CAS-III	k63_601386_6	281	284	8.2e-07	25.6	4757	5599	k63_601386	6	0.6583629893238434	0.6126760563380281	-1
