Contig	Start	End	Strand	Pos
k63_1072080	6	728	-1	1
k63_1072080	767	2314	-1	2
k63_1072080	2364	2795	-1	3
k63_1219	2	262	-1	1
k63_1219	421	798	-1	2
k63_1219	815	1069	1	3
k63_1219	1066	1404	1	4
k63_1219	1311	1577	-1	5
k63_1219	1655	2722	-1	6
k63_1500957	1	1413	1	1
k63_1500957	1423	3159	1	2
k63_1500957	3060	3449	-1	3
k63_1500957	3669	4019	1	4
k63_1072513	3	215	1	1
k63_1072513	251	901	-1	2
k63_1072513	904	1947	-1	3
k63_858397	2	865	-1	1
k63_858397	926	1858	-1	2
k63_858397	2157	2333	1	3
k63_858397	2372	2710	1	4
k63_858397	2802	3164	1	5
k63_965598	1	69	1	1
k63_965598	80	3226	1	2
k63_1501517	3	578	-1	1
k63_1501517	785	1282	-1	2
k63_1501517	1335	2681	-1	3
k63_1501517	2873	4270	1	4
k63_1501517	4313	4624	1	5
k63_430146	1	1008	1	1
k63_430146	1042	1950	1	2
k63_430146	1987	2847	1	3
k63_537913	3	728	-1	1
k63_537913	747	2432	-1	2
k63_966001	52	1434	-1	1
k63_966001	1434	2882	-1	2
k63_966001	2909	3748	-1	3
k63_966001	3782	4150	-1	4
k63_539232	3	554	-1	1
k63_539232	560	1873	-1	2
k63_539232	2006	2527	1	3
k63_1503297	3	206	-1	1
k63_1503297	197	1495	-1	2
k63_1503297	1532	2431	-1	3
k63_1503297	2453	3052	-1	4
k63_217091	3	188	-1	1
k63_217091	338	1069	1	2
k63_217091	1095	2192	1	3
k63_217091	2192	2887	1	4
k63_110009	3	461	-1	1
k63_110009	465	1448	-1	2
k63_110009	1530	1637	-1	3
k63_3897	2	367	1	1
k63_3897	408	929	1	2
k63_3897	1013	2032	1	3
k63_3897	2093	2545	1	4
k63_3897	2552	3328	1	5
k63_3897	3356	4483	1	6
k63_3897	4488	4883	1	7
k63_1075303	2	973	-1	1
k63_1075303	970	2481	-1	2
k63_1075303	2678	3004	1	3
k63_432703	3	173	1	1
k63_432703	807	1085	-1	2
k63_432703	1099	1419	-1	3
k63_432703	2000	2863	-1	4
k63_432703	3015	3110	1	5
k63_1183120	2	691	1	1
k63_1183120	800	2995	1	2
k63_1183120	3105	4655	1	3
k63_1183120	4741	4845	1	4
k63_111467	3	794	1	1
k63_111467	798	2330	1	2
k63_111467	2368	3615	1	3
k63_1397511	3	797	1	1
k63_1397511	797	1933	1	2
k63_1397511	1937	2479	1	3
k63_541258	1	1056	1	1
k63_541258	1147	1935	1	2
k63_1075822	1	120	-1	1
k63_1075822	160	987	-1	2
k63_1075822	1117	2484	1	3
k63_1075822	2566	2676	1	4
k63_541492	2	1729	1	1
k63_541492	1719	2699	1	2
k63_541492	2890	3150	1	3
k63_541492	3223	4269	1	4
k63_433212	2	1303	-1	1
k63_433212	1367	2311	1	2
k63_433212	2542	2991	1	3
k63_433212	3021	3983	-1	4
k63_1397976	3	1034	-1	1
k63_1397976	1031	2083	-1	2
k63_1397976	2083	2910	-1	3
k63_1397976	2921	3523	-1	4
k63_1505309	2	790	1	1
k63_1505309	787	2400	1	2
k63_969787	3	1862	1	1
k63_969787	1976	2746	1	2
k63_969787	2867	4435	1	3
k63_969787	4526	4726	1	4
k63_1505448	3	548	-1	1
k63_1505448	564	1355	-1	2
k63_1505448	1373	1555	-1	3
k63_112800	4	1596	-1	1
k63_112800	1551	3116	-1	2
k63_112800	3372	3956	1	3
k63_6546	2	451	1	1
k63_6546	454	867	1	2
k63_6546	867	1076	1	3
k63_6546	1096	1365	1	4
k63_6546	1408	1776	1	5
k63_6546	1813	2031	1	6
k63_6673	2	232	-1	1
k63_6673	527	1057	1	2
k63_6673	1204	2472	1	3
k63_6673	2491	2760	1	4
k63_1077322	2	664	1	1
k63_1077322	1071	1376	-1	2
k63_1077322	1376	1624	-1	3
k63_1077322	1995	2120	-1	4
k63_1077322	2275	2787	1	5
k63_1077322	2784	4106	1	6
k63_1077322	4158	5240	1	7
k63_1077322	5371	6792	-1	8
k63_1077322	6797	8053	-1	9
k63_1077322	8057	9481	-1	10
k63_757341	1	927	-1	1
k63_757341	1166	1447	1	2
k63_757341	1444	2178	1	3
k63_757341	2181	3338	1	4
k63_757341	3360	4784	1	5
k63_757341	4807	5502	1	6
k63_757341	5524	6564	1	7
k63_757341	6646	7251	-1	8
k63_757341	7371	7532	1	9
k63_7943	3	1262	1	1
k63_7943	1321	2148	1	2
k63_7943	2167	3573	1	3
k63_7943	3933	5243	-1	4
k63_7943	5318	5695	1	5
