Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
k63_1234820	k63_1234820@1	204	2261	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1]	['7.90e-09']	[0.386]	[0.468]	NA	NA
k63_602842	k63_602842@1	336	2528	False	20%	NA	IV-D	4.0	['RecD_0_IVD']	[1]	['5.20e-78']	[0.751]	[0.751]	-1	NA
k63_117124	k63_117124@1	1907	2536	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[5]	['7.70e-06']	[0.414]	[0.926]	NA	NA
k63_652096	k63_652096@1	26527	27339	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[25]	['1.50e-05']	[0.339]	[0.32]	NA	NA
k63_663172	k63_663172@1	2015	4177	False	14%	0%	I-A	1.0	['Cas3_0_I']	[3]	['1.10e-08']	[0.333]	[0.676]	-1	NA
k63_219874	k63_219874@1	1042	1791	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['7.30e-07']	[0.408]	[0.359]	NA	NA
k63_511563	k63_511563@1	1401	2735	False	0%	0%	I-C	1.0	['HEAT_CxxC_PDDEXK_0_CAS-I-C']	[2]	['1.30e-06']	[0.51]	[0.302]	NA	NA
k63_171863	k63_171863@1	87	1424	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[2]	['6.00e-92']	[0.65]	[0.963]	NA	NA
k63_216024	k63_216024@1	840	1661	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[2]	['1.40e-03']	[0.35]	[0.926]	NA	NA
k63_1308232	k63_1308232@1	230	1558	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[1]	['7.10e-76']	[0.65]	[0.916]	NA	NA
k63_1559850	k63_1559850@1	1346	1975	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['2.00e-05']	[0.519]	[0.384]	NA	NA
k63_316765	k63_316765@1	2540	3136	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[2]	['2.80e-04']	[0.312]	[0.308]	NA	NA
k63_1097765	k63_1097765@1	8987	9775	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[9]	['1.80e-08']	[0.487]	[0.433]	NA	NA
k63_1075261	k63_1075261@1	2265	2840	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['8.20e-07']	[0.547]	[0.349]	NA	NA
k63_269	k63_269@1	922	2169	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['1.30e-08']	[0.353]	[0.423]	NA	NA
