Contig	Start	End	Strand	Pos
k63_1392841	2	820	1	1
k63_1392841	826	1320	1	2
k63_1392841	1533	1712	-1	3
k63_214395	273	1442	1	1
k63_214412	350	1552	-1	1
k63_214412	1537	3069	-1	2
k63_1178697	1	1020	1	1
k63_1178697	1122	2504	1	2
k63_1178697	2664	3404	1	3
k63_750180	1	1296	-1	1
k63_857314	1	255	-1	1
k63_857314	387	1202	-1	2
k63_857314	1402	3285	1	3
k63_857314	3529	3843	1	4
k63_857314	4098	5096	1	5
k63_269	1	87	-1	1
k63_269	224	448	-1	2
k63_269	922	2169	-1	3
k63_269	2401	3318	-1	4
k63_269	3476	4192	-1	5
k63_269	4873	5472	-1	6
k63_269	5472	5639	-1	7
k63_269	5639	5749	-1	8
k63_269	6253	7269	1	9
k63_269	7352	7489	1	10
k63_857347	306	1667	-1	1
k63_857347	1673	3637	-1	2
k63_857347	3855	4499	1	3
k63_857347	4545	6368	-1	4
k63_857347	6528	7916	-1	5
k63_857347	8171	8356	1	6
k63_857347	8313	9179	1	7
k63_857347	9172	9717	1	8
k63_643544	3	410	-1	1
k63_643544	407	865	-1	2
k63_643544	869	1492	-1	3
k63_643544	1574	2605	-1	4
k63_643544	2630	3328	-1	5
k63_428956	152	706	1	1
k63_428956	727	1842	-1	2
k63_428956	2075	3478	1	3
k63_428956	3501	4790	1	4
k63_214665	3	1232	-1	1
k63_214665	1246	2517	-1	2
k63_214665	3312	5768	-1	3
k63_214665	5761	6903	-1	4
k63_1286042	3	863	-1	1
k63_1286042	1539	1727	1	2
k63_1286042	1877	2953	1	3
k63_1286042	3063	4100	1	4
k63_1286042	4256	4576	-1	5
k63_1286042	4777	5532	-1	6
k63_1286042	5799	6911	1	7
k63_1286042	7035	8174	1	8
k63_1286042	8371	9576	1	9
k63_1286042	9662	9880	1	10
k63_214745	2	316	-1	1
k63_214745	1562	2374	-1	2
k63_1286144	1	492	1	1
k63_1286144	1163	1543	-1	2
k63_1286144	1805	2461	-1	3
k63_1286144	2667	4142	-1	4
k63_1286144	4366	5793	1	5
k63_750717	3	659	1	1
k63_750717	640	1074	1	2
k63_750717	1337	1528	-1	3
k63_750717	1658	3970	1	4
k63_214840	1	432	-1	1
k63_214840	507	3143	-1	2
k63_214840	3243	4409	-1	3
k63_214840	4438	5601	-1	4
k63_214840	5695	6489	-1	5
k63_214840	6659	7435	-1	6
k63_214840	7721	9010	1	7
k63_214840	9041	10501	-1	8
k63_214840	10498	10599	-1	9
k63_1500706	174	1928	-1	1
k63_1500706	2055	3095	-1	2
k63_857832	3	2147	-1	1
k63_857832	2270	3907	-1	2
k63_857832	4022	4537	1	3
k63_322379	2	70	-1	1
k63_322379	185	1366	-1	2
k63_322379	1508	2641	1	3
k63_322379	2726	3307	1	4
k63_215072	1	2361	1	1
k63_215072	2348	2632	-1	2
k63_215072	2646	2756	-1	3
k63_1082	2	1021	-1	1
