Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_1_CAS-I-II-III-IV-V-VI	k63_117124_5	210	94	7.7e-06	24.8	1907	2536	k63_117124	5	0.4142857142857143	0.925531914893617	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_216024_2	274	94	0.0014	17.5	840	1661	k63_216024	2	0.35036496350364965	0.925531914893617	-1
AbiEii_0_CAS-III	k63_1005727_2	374	284	0.03	12.1	785	1906	k63_1005727	2	0.19786096256684493	0.25	-1
AbiEii_0_CAS-III	k63_105424_5	481	284	0.0019	16.0	2131	3573	k63_105424	5	0.2806652806652807	0.397887323943662	-1
AbiEii_0_CAS-III	k63_1073034_13	311	284	1.9e-05	22.6	11013	11945	k63_1073034	13	0.45980707395498394	0.3767605633802817	-1
AbiEii_0_CAS-III	k63_1074463_6	181	284	0.044	11.5	4133	4675	k63_1074463	6	0.3701657458563536	0.22887323943661972	1
AbiEii_0_CAS-III	k63_1075261_3	192	284	8.2e-07	27.0	2265	2840	k63_1075261	3	0.546875	0.3485915492957746	1
AbiEii_0_CAS-III	k63_1078058_5	437	284	8.5e-07	27.0	2916	4226	k63_1078058	5	0.2791762013729977	0.3626760563380282	-1
AbiEii_0_CAS-III	k63_1090982_1	159	284	0.012	13.3	1	477	k63_1090982	1	0.3081761006289308	0.16549295774647887	-1
AbiEii_0_CAS-III	k63_1097765_4	256	284	2.7e-06	25.3	3750	4517	k63_1097765	4	0.29296875	0.25704225352112675	1
AbiEii_0_CAS-III	k63_1097765_5	237	284	0.024	12.4	4523	5233	k63_1097765	5	0.2109704641350211	0.18661971830985916	1
AbiEii_0_CAS-III	k63_1097765_9	263	284	1.8e-08	32.5	8987	9775	k63_1097765	9	0.4866920152091255	0.43309859154929575	1
AbiEii_0_CAS-III	k63_11039_3	316	284	4.5e-05	21.3	3768	4715	k63_11039	3	0.4177215189873418	0.4084507042253521	1
AbiEii_0_CAS-III	k63_1142056_4	403	284	3.9e-05	21.5	2444	3652	k63_1142056	4	0.141439205955335	0.2007042253521127	-1
AbiEii_0_CAS-III	k63_115621_2	376	284	4.3e-10	37.8	2345	3472	k63_115621	2	0.324468085106383	0.39436619718309857	1
AbiEii_0_CAS-III	k63_115742_1	650	284	0.028	12.2	243	2192	k63_115742	1	0.08	0.176056338028169	1
AbiEii_0_CAS-III	k63_1169971_3	264	284	0.00047	18.0	2026	2817	k63_1169971	3	0.2196969696969697	0.2007042253521127	1
AbiEii_0_CAS-III	k63_1169971_6	234	284	0.00028	18.8	4630	5331	k63_1169971	6	0.358974358974359	0.28169014084507044	-1
AbiEii_0_CAS-III	k63_1185243_2	381	284	0.034	11.9	1347	2489	k63_1185243	2	0.08661417322834646	0.11267605633802817	-1
AbiEii_0_CAS-III	k63_118596_9	418	284	0.00028	18.7	8043	9296	k63_118596	9	0.07655502392344497	0.1056338028169014	1
AbiEii_0_CAS-III	k63_118701_6	359	284	0.0042	14.9	5678	6754	k63_118701	6	0.3203342618384401	0.39436619718309857	-1
AbiEii_0_CAS-III	k63_1194635_2	479	284	0.00076	17.3	1054	2490	k63_1194635	2	0.14822546972860126	0.24647887323943662	1
AbiEii_0_CAS-III	k63_1210694_4	260	284	0.0063	14.3	2010	2789	k63_1210694	4	0.38076923076923075	0.3415492957746479	-1
AbiEii_0_CAS-III	k63_121765_1	202	284	0.034	11.9	3	608	k63_121765	1	0.29207920792079206	0.20422535211267606	-1
AbiEii_0_CAS-III	k63_1234820_1	686	284	7.9e-09	33.6	204	2261	k63_1234820	1	0.38629737609329445	0.46830985915492956	-1
AbiEii_0_CAS-III	k63_1237934_1	393	284	4.9e-08	31.1	3	1181	k63_1237934	1	0.16793893129770993	0.22887323943661972	-1
AbiEii_0_CAS-III	k63_126569_2	447	284	6.1e-11	40.6	1212	2552	k63_126569	2	0.3534675615212528	0.5387323943661971	1
AbiEii_0_CAS-III	k63_1293895_1	877	284	0.0055	14.5	193	2823	k63_1293895	1	0.1653363740022805	0.397887323943662	1
AbiEii_0_CAS-III	k63_1352655_3	410	284	2.7e-06	25.3	1115	2344	k63_1352655	3	0.3048780487804878	0.4119718309859155	-1
AbiEii_0_CAS-III	k63_135290_3	579	284	0.00059	17.7	817	2553	k63_135290	3	0.12607944732297063	0.23943661971830985	-1
AbiEii_0_CAS-III	k63_1382451_1	436	284	0.00027	18.8	247	1554	k63_1382451	1	0.22018348623853212	0.3380281690140845	-1
AbiEii_0_CAS-III	k63_1402396_6	353	284	1.8e-05	22.6	4652	5710	k63_1402396	6	0.3031161473087819	0.3591549295774648	-1
AbiEii_0_CAS-III	k63_147335_9	229	284	0.0018	16.1	12661	13347	k63_147335	9	0.31877729257641924	0.2535211267605634	1
AbiEii_0_CAS-III	k63_1517190_5	268	284	0.0008	17.2	5088	5891	k63_1517190	5	0.26119402985074625	0.24295774647887325	1
AbiEii_0_CAS-III	k63_1551128_1	1201	284	2.1e-06	25.7	285	3887	k63_1551128	1	0.08159866777685262	0.23591549295774647	-1
AbiEii_0_CAS-III	k63_1559850_3	210	284	2e-05	22.5	1346	1975	k63_1559850	3	0.5190476190476191	0.38380281690140844	1
AbiEii_0_CAS-III	k63_1570678_2	419	284	2.8e-08	31.8	517	1773	k63_1570678	2	0.2386634844868735	0.34507042253521125	-1
AbiEii_0_CAS-III	k63_1592234_12	334	284	0.048	11.4	15344	16345	k63_1592234	12	0.23652694610778444	0.27816901408450706	-1
AbiEii_0_CAS-III	k63_16534_1	1164	284	0.033	11.9	223	3714	k63_16534	1	0.01632302405498282	0.06690140845070422	-1
