Contig	Start	End	Strand	Pos
k63_749966	190	1023	1	1
k63_749966	895	1554	-1	2
k63_749966	1557	2369	-1	3
k63_750007	2	124	1	1
k63_750007	188	571	-1	2
k63_750007	658	963	-1	3
k63_750007	1077	1271	-1	4
k63_750007	1331	1585	1	5
k63_428577	1	225	-1	1
k63_428577	350	4654	-1	2
k63_1178584	2	1045	1	1
k63_1178584	1577	3652	1	2
k63_1392862	147	428	1	1
k63_1392862	477	1298	1	2
k63_1392862	1262	2464	-1	3
k63_1392862	2621	3049	1	4
k63_1392930	19	1290	-1	1
k63_1392930	1493	1897	-1	2
k63_964329	3	293	1	1
k63_964329	392	1642	-1	2
k63_964329	1639	3051	-1	3
k63_428667	3	842	1	1
k63_428667	976	1959	1	2
k63_428667	1956	2273	1	3
k63_428667	2344	3081	1	4
k63_428667	3078	3791	1	5
k63_428667	3785	4606	1	6
k63_428667	4695	5309	1	7
k63_428667	5438	6433	1	8
k63_428667	6441	7586	-1	9
k63_428667	7626	8309	-1	10
k63_428667	8499	9782	-1	11
k63_428667	9810	10565	-1	12
k63_428667	10727	10996	1	13
k63_428667	11009	11452	-1	14
k63_428667	11476	12654	-1	15
k63_428667	12724	13059	-1	16
k63_428667	13071	13310	-1	17
k63_428667	13310	14938	-1	18
k63_107353	3	1142	-1	1
k63_107353	1177	2121	-1	2
k63_321807	214	603	1	1
k63_321807	767	2605	1	2
k63_428885	734	1219	1	1
k63_428885	1216	2196	1	2
k63_428885	2193	2537	1	3
k63_428885	2537	4291	1	4
k63_428885	4260	5768	1	5
k63_428885	5765	6079	1	6
k63_1393312	2	175	1	1
k63_1393312	244	852	1	2
k63_1393312	856	1398	1	3
k63_1393312	1395	2198	1	4
k63_1393312	2212	3753	1	5
k63_1393312	3918	4502	1	6
k63_1393312	4499	4972	1	7
k63_1393312	5047	5502	1	8
k63_1393312	5499	5933	1	9
k63_964650	1	162	1	1
k63_964650	167	1357	1	2
k63_964650	1369	2145	1	3
k63_964650	2210	2611	1	4
k63_1286094	2	601	-1	1
k63_1286094	598	1308	-1	2
k63_1286094	1302	1970	-1	3
k63_1286094	1972	2217	-1	4
k63_1286094	2240	3004	-1	5
k63_1286094	3215	3970	-1	6
k63_1286094	4092	4412	1	7
k63_1286094	4420	5094	-1	8
k63_1286094	5153	5707	-1	9
k63_1286094	5927	6382	1	10
k63_429132	3	809	-1	1
k63_429132	806	1525	-1	2
k63_1072000	28	1323	1	1
k63_1072000	1437	1808	-1	2
k63_1072000	1819	2142	-1	3
k63_1072000	2135	2518	-1	4
k63_1072000	2551	2733	-1	5
k63_1179090	2	733	-1	1
k63_1179090	864	1343	1	2
k63_1179090	1340	2215	1	3
k63_1179090	2232	2960	1	4
k63_1179090	2965	3885	-1	5
k63_1179090	3882	4847	-1	6
k63_1179090	4844	5797	-1	7
k63_1179090	5794	6813	-1	8
k63_1179090	6834	8501	-1	9
k63_1179090	8560	9195	-1	10
k63_682	192	881	1	1
k63_682	990	1580	1	2
k63_1072163	2	1114	-1	1
k63_1072163	1118	2281	-1	2
k63_1072163	2344	2595	-1	3
k63_750735	1	219	1	1
k63_750735	381	908	-1	2
k63_750735	941	2026	-1	3
k63_750735	2033	3136	-1	4
k63_750735	3123	3848	-1	5
k63_750735	3849	4088	-1	6
k63_750735	4085	4276	-1	7
k63_322247	1	264	-1	1
k63_322247	499	939	-1	2
k63_322247	1344	2084	-1	3
k63_322247	2149	3303	-1	4
k63_322247	3342	4637	-1	5
k63_322249	161	976	-1	1
k63_322249	973	2271	-1	2
k63_322249	2258	3226	-1	3
k63_322249	3241	3468	-1	4
k63_827	1	726	1	1
k63_827	735	1526	-1	2
k63_827	1900	3147	-1	3
k63_827	3152	4561	-1	4
k63_322366	335	673	1	1
k63_322366	690	1133	-1	2
k63_322366	1130	2293	-1	3
k63_322366	2293	3369	-1	4
k63_322366	3386	3622	-1	5
k63_537106	75	1379	-1	1
k63_537106	1389	1925	-1	2
k63_215103	84	3728	-1	1
k63_215103	3856	4617	1	2
k63_215103	4820	5875	1	3
k63_215103	5917	6657	1	4
k63_215103	6654	8009	1	5
k63_215103	8250	8537	1	6
k63_1179802	2	199	-1	1
k63_1179802	196	720	-1	2
k63_1179802	717	1562	-1	3
k63_1179802	1576	2274	-1	4
k63_858297	1	216	1	1
k63_858297	220	1470	1	2
k63_858297	1463	1636	1	3
k63_215411	41	148	-1	1
k63_215411	232	1221	-1	2
k63_215411	1225	2460	-1	3
k63_322708	3	1202	-1	1
k63_322708	1227	1880	-1	2
k63_322708	1885	2031	-1	3
k63_1505	226	2436	1	1
k63_537686	168	914	1	1
k63_537686	937	1602	-1	2
k63_537686	1899	2306	-1	3
k63_537686	2309	2611	-1	4
k63_537686	2733	3710	-1	5
k63_537686	3707	4756	-1	6
k63_537686	4791	4976	-1	7
k63_537686	5054	5599	-1	8
k63_537686	5606	6157	-1	9
k63_537686	6311	6754	1	10
k63_537686	6788	8863	-1	11
k63_537686	9113	10117	1	12
k63_1287186	26	637	1	1
k63_1287186	630	1646	1	2
k63_1287186	1643	2695	1	3
k63_1287186	2692	3156	1	4
k63_1287186	3153	3863	1	5
k63_1287186	3860	4480	1	6
k63_1287186	4498	4719	1	7
k63_858665	2	769	-1	1
k63_858665	766	1419	-1	2
k63_858665	1443	3773	-1	3
k63_858665	3767	4897	-1	4
k63_858665	4894	5901	-1	5
k63_858665	5898	6359	-1	6
k63_858665	6305	6466	-1	7
k63_858665	6463	7584	-1	8
k63_858665	7677	8264	1	9
k63_858665	8285	8599	-1	10
k63_1287498	1	579	1	1
k63_1287498	589	1410	-1	2
k63_1287498	1427	1543	-1	3
k63_966023	1	2145	-1	1
k63_1502056	85	1185	-1	1
k63_1502056	1280	1876	-1	2
k63_430603	72	1946	-1	1
k63_430603	1959	2873	-1	2
k63_1287771	72	1190	-1	1
k63_1287771	1380	2339	-1	2
k63_1287771	2380	4227	-1	3
k63_1287771	4415	4795	1	4
k63_1502134	3	989	1	1
k63_1502134	1135	2439	1	2
k63_1502134	2463	2846	1	3
k63_1502134	2848	3669	-1	4
k63_1180912	1	1098	-1	1
k63_1180912	1088	1834	-1	2
k63_1180912	1818	3548	-1	3
k63_1395274	1	66	-1	1
k63_1395274	242	805	1	2
k63_1395274	868	1590	1	3
k63_1395274	1587	2072	-1	4
k63_324054	3	980	1	1
k63_324054	977	2221	-1	2
k63_324054	2462	2521	1	3
k63_539085	238	726	1	1
k63_539085	748	1488	1	2
k63_539085	1485	2117	-1	3
k63_539085	2270	2611	1	4
k63_1074144	2	1273	1	1
k63_1074144	1270	2805	1	2
k63_1074144	2921	5176	1	3
k63_431527	76	1710	-1	1
k63_431527	1713	2597	-1	2
k63_431527	2594	3535	-1	3
k63_431527	3554	4336	-1	4
k63_431567	36	833	-1	1
k63_431567	1032	1670	-1	2
k63_967218	2	103	-1	1
k63_967218	125	448	-1	2
k63_967218	761	1039	1	3
k63_967218	1154	1984	1	4
k63_967218	1990	2877	1	5
k63_860105	1	744	1	1
k63_860105	787	2346	1	2
k63_860105	2327	3127	1	3
k63_860105	3124	3516	1	4
k63_646658	2	199	-1	1
k63_646658	338	1213	1	2
k63_646658	1300	1656	-1	3
k63_109870	140	2137	1	1
k63_431758	136	570	1	1
k63_431758	695	1309	1	2
k63_431758	1321	2994	1	3
k63_431758	3006	3713	1	4
k63_431758	3862	4980	1	5
k63_1503405	115	249	1	1
k63_1503405	309	740	-1	2
k63_1503405	817	1440	1	3
k63_1503405	1442	2164	-1	4
k63_1503405	2386	3345	1	5
k63_967573	2	1285	-1	1
k63_967573	1327	1929	-1	2
k63_967573	1893	2603	-1	3
k63_217265	322	1506	1	1
k63_860527	1	1737	1	1
k63_431941	1	2256	1	1
k63_431941	2859	3803	-1	2
