Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_1_CAS-I-II-III-IV-V-VI	k141_9692_2	239	94	1.7e-07	29.5	732	1448	k141_9692	2	0.4435146443514644	0.9787234042553191	1
AbiEii_0_CAS-III	k141_10875_2	261	284	0.00032	18.0	535	1317	k141_10875	2	0.31800766283524906	0.28169014084507044	-1
AbiEii_0_CAS-III	k141_11120_1	665	284	0.00041	17.6	1	1995	k141_11120	1	0.09172932330827067	0.1443661971830986	1
AbiEii_0_CAS-III	k141_11340_3	257	284	0.00014	19.2	1716	2486	k141_11340	3	0.0933852140077821	0.08450704225352113	1
AbiEii_0_CAS-III	k141_2606_2	442	284	0.00067	16.9	73	1398	k141_2606	2	0.06108597285067873	0.0880281690140845	-1
AbiEii_0_CAS-III	k141_2617_2	560	284	6.1e-08	30.2	411	2090	k141_2617	2	0.24285714285714285	0.4154929577464789	-1
AbiEii_0_CAS-III	k141_2980_4	251	284	3.4e-08	31.0	4000	4752	k141_2980	4	0.44223107569721115	0.36971830985915494	-1
AbiEii_0_CAS-III	k141_3109_3	316	284	0.0062	13.8	898	1845	k141_3109	3	0.1518987341772152	0.16901408450704225	1
AbiEii_0_CAS-III	k141_3465_7	195	284	0.00023	18.5	2764	3348	k141_3465	7	0.1282051282051282	0.0880281690140845	1
AbiEii_0_CAS-III	k141_4241_6	381	284	0.00039	17.7	7296	8438	k141_4241	6	0.2230971128608924	0.30633802816901406	1
AbiEii_0_CAS-III	k141_5555_3	532	284	3.1e-06	24.6	2086	3681	k141_5555	3	0.18984962406015038	0.2711267605633803	1
AbiEii_0_CAS-III	k141_5849_3	669	284	0.0023	15.1	1509	3515	k141_5849	3	0.06427503736920777	0.14788732394366197	-1
AbiEii_0_CAS-III	k141_6089_4	287	284	5.3e-11	40.2	2523	3383	k141_6089	4	0.3554006968641115	0.3415492957746479	1
AbiEii_0_CAS-III	k141_689_1	271	284	0.0022	15.2	44	856	k141_689	1	0.1992619926199262	0.176056338028169	-1
AbiEii_0_CAS-III	k141_702_2	218	284	2.2e-05	21.8	1915	2568	k141_702	2	0.41743119266055045	0.31338028169014087	-1
AbiEii_0_CAS-III	k141_703_1	496	284	0.00024	18.4	2	1489	k141_703	1	0.1592741935483871	0.2711267605633803	1
AbiEii_0_CAS-III	k141_7136_8	341	284	0.024	11.8	5784	6806	k141_7136	8	0.12023460410557185	0.1443661971830986	1
AbiEii_0_CAS-III	k141_7578_2	226	284	0.00092	16.5	682	1359	k141_7578	2	0.26548672566371684	0.20422535211267606	1
AbiEii_0_CAS-III	k141_8197_2	601	284	0.0041	14.3	306	2108	k141_8197	2	0.1464226289517471	0.2992957746478873	1
