Contig	Start	End	Strand	Pos
k141_10	2	211	-1	1
k141_10	231	1265	-1	2
k141_10	1314	1697	-1	3
k141_25	1	546	1	1
k141_25	784	1302	1	2
k141_25	1299	1856	1	3
k141_25	1853	2545	1	4
k141_25	2751	4079	1	5
k141_34	2	235	-1	1
k141_34	260	772	-1	2
k141_34	885	1688	1	3
k141_34	1795	2169	-1	4
k141_43	280	651	1	1
k141_43	780	1250	1	2
k141_43	1345	2364	1	3
k141_57	2	76	-1	1
k141_57	189	893	1	2
k141_57	900	1355	-1	3
k141_57	1486	1779	1	4
k141_57	1892	2734	-1	5
k141_61	2	1492	-1	1
k141_61	1554	1865	-1	2
k141_61	1928	2296	-1	3
k141_61	2337	2435	1	4
k141_73	3	269	-1	1
k141_73	531	2171	1	2
k141_126	2	586	-1	1
k141_126	568	1035	-1	2
k141_126	1070	1894	-1	3
k141_126	1891	2307	-1	4
k141_133	1	405	1	1
k141_133	402	1814	1	2
k141_133	1873	2556	1	3
k141_133	2598	3236	1	4
k141_133	3182	3331	-1	5
k141_139	2	1447	1	1
k141_139	1447	2490	1	2
k141_151	3	317	1	1
k141_151	358	1215	-1	2
k141_151	1274	2158	-1	3
k141_151	2298	2690	1	4
k141_151	2758	3279	1	5
k141_151	3318	3746	-1	6
k141_151	3820	4029	-1	7
k141_151	4127	4465	-1	8
k141_151	4629	5933	-1	9
k141_151	5990	6508	-1	10
k141_151	6661	6858	1	11
k141_151	6858	7520	1	12
k141_151	7599	8543	-1	13
k141_154	2	970	1	1
k141_154	967	2034	1	2
k141_154	2031	2807	1	3
k141_154	2807	3610	1	4
k141_154	3667	4869	1	5
k141_154	5026	6372	1	6
k141_156	2	433	-1	1
k141_156	528	1706	1	2
k141_156	1782	2573	1	3
k141_156	2577	3827	-1	4
k141_156	3888	4073	-1	5
k141_172	2	1216	-1	1
k141_172	1935	3563	-1	2
k141_175	64	486	-1	1
k141_175	781	1431	1	2
k141_175	1463	1903	1	3
k141_175	1937	2188	1	4
k141_175	2185	2937	1	5
k141_175	3029	3460	1	6
k141_175	3492	3848	1	7
k141_175	3841	4062	1	8
k141_204	66	1994	1	1
k141_204	2030	2302	1	2
k141_217	24	1628	1	1
k141_217	1633	1851	1	2
k141_217	2518	3906	-1	3
k141_225	2	1144	1	1
k141_225	1155	2372	1	2
k141_225	2389	2940	-1	3
k141_232	227	1240	-1	1
k141_232	1237	1971	-1	2
k141_233	25	309	1	1
k141_233	225	830	-1	2
k141_233	892	1617	-1	3
k141_233	1842	1985	1	4
k141_241	1	912	-1	1
k141_241	1059	2189	1	2
k141_243	2	1975	1	1
k141_243	2057	2794	1	2
k141_249	90	1382	-1	1
k141_249	1379	2107	-1	2
k141_255	2	676	-1	1
k141_255	771	1706	-1	2
k141_255	1835	2260	1	3
k141_255	2621	2914	-1	4
k141_303	3	1523	1	1
k141_303	1534	1983	1	2
k141_303	2024	2392	-1	3
k141_304	2	94	1	1
k141_304	91	906	1	2
k141_304	903	1526	1	3
k141_304	1546	2244	1	4
k141_304	2292	2864	1	5
k141_304	3017	3481	1	6
k141_304	3500	3838	1	7
k141_304	4031	4696	1	8
k141_304	4783	5424	1	9
k141_304	5421	6530	1	10
k141_304	6527	6994	1	11
k141_304	7065	7523	-1	12
k141_304	7725	7982	1	13
k141_307	2	889	-1	1
k141_307	886	1236	-1	2
k141_307	1246	1668	-1	3
k141_317	2	778	-1	1
k141_317	850	1329	1	2
k141_317	1322	1537	1	3
k141_317	1566	2006	-1	4
k141_332	1	309	1	1
k141_332	321	782	1	2
k141_332	857	1333	1	3
k141_332	1444	3024	1	4
k141_339	3	1328	-1	1
k141_339	1339	1668	-1	2
k141_364	3	368	1	1
k141_364	378	1703	-1	2
k141_364	1700	3364	-1	3
k141_364	3435	3977	-1	4
k141_367	2	208	-1	1
k141_367	272	559	-1	2
k141_367	736	2133	-1	3
k141_367	2326	2751	1	4
k141_367	2748	3317	-1	5
k141_367	3465	3701	1	6
k141_367	3840	5042	1	7
k141_368	2	769	1	1
k141_368	1005	1400	-1	2
k141_368	1425	2105	1	3
k141_389	3	1262	1	1
k141_389	1279	2337	-1	2
k141_389	2514	3302	1	3
k141_389	3328	4614	1	4
k141_389	4669	5487	-1	5
k141_390	2	676	1	1
k141_390	676	1527	1	2
k141_390	1655	2110	1	3
k141_404	1	891	1	1
k141_404	896	2068	1	2
k141_405	3	590	1	1
k141_405	587	1771	1	2
k141_405	1867	2361	1	3
k141_408	1	420	-1	1
k141_408	442	1338	-1	2
k141_408	1485	2249	1	3
k141_408	2271	2414	-1	4
k141_414	2	97	1	1
k141_414	253	1470	1	2
k141_421	2	724	1	1
k141_421	808	1632	1	2
k141_421	2029	2211	1	3
k141_421	2227	2454	1	4
k141_424	2	385	1	1
k141_424	466	867	-1	2
k141_424	903	1541	1	3
k141_424	1538	1693	-1	4
k141_424	1822	2136	1	5
k141_438	1	588	-1	1
k141_438	590	2587	-1	2
k141_438	2577	3887	-1	3
k141_438	4121	4738	1	4
k141_446	3	311	-1	1
k141_446	308	934	-1	2
k141_446	1082	1498	-1	3
k141_446	1575	1925	1	4
k141_446	1918	2142	1	5
k141_446	2224	2958	-1	6
k141_446	3448	3870	1	7
k141_446	3974	4546	1	8
k141_456	3	1013	-1	1
k141_456	1010	1744	-1	2
k141_456	1882	2508	-1	3
k141_468	1	507	-1	1
k141_468	599	1612	-1	2
k141_469	1	63	-1	1
k141_469	185	1597	1	2
k141_469	1670	1858	1	3
k141_485	1	786	-1	1
k141_485	884	1849	1	2
k141_522	2	571	-1	1
k141_522	678	2015	1	2
k141_522	2064	2297	1	3
k141_522	2308	3462	1	4
k141_522	3536	4093	1	5
k141_522	4110	5006	1	6
k141_526	2	160	-1	1
k141_526	1001	1993	1	2
k141_532	3	809	1	1
k141_532	1054	1260	-1	2
k141_532	1576	2310	1	3
k141_533	1	621	1	1
k141_533	704	1900	1	2
k141_533	1857	2546	1	3
k141_533	2758	3639	1	4
k141_533	3755	5128	1	5
k141_533	5252	5842	-1	6
k141_533	5876	6478	1	7
k141_562	2	67	-1	1
k141_562	258	728	-1	2
k141_562	810	1154	-1	3
k141_562	1164	2132	-1	4
k141_566	2	568	-1	1
k141_566	628	1287	1	2
k141_566	1284	2252	-1	3
k141_566	2305	2766	-1	4
k141_566	2809	4047	-1	5
k141_566	4142	4534	-1	6
k141_566	4662	5180	-1	7
k141_566	5329	5736	1	8
k141_566	5865	7991	1	9
k141_566	8001	8729	-1	10
k141_566	8710	9153	-1	11
k141_566	9141	9785	-1	12
k141_566	9869	10489	1	13
k141_566	10545	11819	1	14
k141_566	11819	12244	1	15
k141_573	1	378	1	1
k141_573	390	1037	1	2
k141_573	1034	1948	1	3
k141_573	2009	2071	1	4
k141_582	1	1233	1	1
k141_582	1327	1521	1	2
k141_583	1	1140	-1	1
k141_583	1228	2076	1	2
k141_583	2207	2443	-1	3
k141_583	2624	3421	-1	4
k141_583	3528	4148	1	5
k141_583	4145	4270	-1	6
k141_605	2	457	1	1
k141_605	669	1046	-1	2
k141_605	1186	1692	1	3
k141_606	3	1022	1	1
k141_606	1461	4070	1	2
k141_606	4157	4300	1	3
k141_606	4398	5726	1	4
k141_606	5803	7437	1	5
k141_606	7567	9111	1	6
k141_606	9178	9972	1	7
k141_606	10016	11254	1	8
k141_606	11292	11903	1	9
k141_614	1	120	-1	1
k141_614	205	501	-1	2
k141_614	629	1042	-1	3
k141_614	1039	1704	-1	4
k141_614	1777	1917	1	5
k141_657	2	526	1	1
k141_657	611	1540	1	2
k141_657	1552	2727	1	3
