Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
k63_846035	k63_846035@1	30252	35763	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[24, 28]	['2.20e-04', '6.50e-06']	[0.401, 0.489]	[0.306, 0.465]	NA	NA
k63_349497	k63_349497@1	1173	1967	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['1.20e-05']	[0.4]	[0.359]	NA	NA
k63_1249636	k63_1249636@1	4208	5062	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[6]	['1.70e-06']	[0.4]	[0.377]	NA	NA
k63_231206	k63_231206@1	5096	5866	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[7]	['3.70e-05']	[0.42]	[0.37]	NA	NA
k63_543575	k63_543575@1	8302	9159	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[8]	['3.80e-07']	[0.304]	[0.329]	NA	NA
k63_1486111	k63_1486111@1	5305	6030	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4]	['3.20e-05']	[0.372]	[0.303]	NA	NA
k63_311621	k63_311621@1	14777	15094	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[16]	['8.10e-20']	[0.868]	[0.856]	NA	NA
k63_632678	k63_632678@1	600	1178	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2]	['7.30e-14']	[0.813]	[0.956]	NA	NA
k63_345900	k63_345900@1	9526	10023	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[12]	['6.00e-06']	[0.584]	[0.936]	NA	NA
k63_1298658	k63_1298658@1	832	1599	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['7.40e-09']	[0.457]	[0.391]	NA	NA
k63_1051134	k63_1051134@1	7587	12603	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[10, 12, 13]	['3.90e-08', '3.80e-08', '1.20e-07']	[0.51, 0.449, 0.649]	[0.44, 0.447, 0.56]	NA	NA
k63_745205	k63_745205@1	1198	2073	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[2]	['9.80e-03']	[0.315]	[0.819]	NA	NA
k63_1249636	k63_1249636@2	15237	16040	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[15]	['3.30e-04']	[0.388]	[0.745]	NA	NA
k63_938291	k63_938291@1	2765	3853	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['6.40e-04']	[0.333]	[0.412]	NA	NA
k63_1352459	k63_1352459@1	27954	28928	False	0%	0%	I-A	0.0	['WYL_3_CAS-I-II-III-IV-V-VI']	[28]	['5.00e-31']	[0.637]	[0.959]	NA	NA
