Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_1_CAS-I-II-III-IV-V-VI	k141_2285_9	184	94	4.6e-19	66.7	7916	8467	k141_2285	9	0.5	0.9893617021276596	1
2OG_1_CAS-I-II-III-IV-V-VI	k141_2950_2	220	94	1.8e-17	61.6	1207	1866	k141_2950	2	0.4	0.9787234042553191	1
AbiEii_0_CAS-III	k141_1021_12	256	284	0.00011	19.6	11265	12032	k141_1021	12	0.2734375	0.24647887323943662	1
AbiEii_0_CAS-III	k141_1128_7	252	284	2.1e-05	22.0	4497	5252	k141_1128	7	0.5476190476190477	0.47183098591549294	-1
AbiEii_0_CAS-III	k141_1178_28	617	284	5.7e-10	37.0	28232	30082	k141_1178	28	0.34035656401944897	0.43661971830985913	-1
AbiEii_0_CAS-III	k141_1283_3	352	284	0.022	12.1	2300	3355	k141_1283	3	0.2471590909090909	0.29225352112676056	-1
AbiEii_0_CAS-III	k141_1345_2	245	284	2.6e-05	21.7	159	893	k141_1345	2	0.2897959183673469	0.23591549295774647	-1
AbiEii_0_CAS-III	k141_1415_9	409	284	0.0032	14.8	8288	9514	k141_1415	9	0.4034229828850856	0.40492957746478875	-1
AbiEii_0_CAS-III	k141_1458_3	226	284	3.4e-05	21.3	1764	2441	k141_1458	3	0.4778761061946903	0.35563380281690143	-1
AbiEii_0_CAS-III	k141_1527_9	351	284	6.2e-05	20.5	8198	9250	k141_1527	9	0.4045584045584046	0.5140845070422535	-1
AbiEii_0_CAS-III	k141_1564_12	335	284	0.00011	19.6	10867	11871	k141_1564	12	0.2955223880597015	0.33098591549295775	1
AbiEii_0_CAS-III	k141_1583_1	170	284	0.001	16.5	1	510	k141_1583	1	0.3352941176470588	0.1936619718309859	-1
AbiEii_0_CAS-III	k141_1758_7	420	284	0.00079	16.8	2829	4088	k141_1758	7	0.1880952380952381	0.29225352112676056	-1
AbiEii_0_CAS-III	k141_1768_4	236	284	1.8e-06	25.5	1183	1890	k141_1768	4	0.6059322033898306	0.4894366197183099	-1
AbiEii_0_CAS-III	k141_1768_5	259	284	0.00029	18.2	2141	2917	k141_1768	5	0.30115830115830117	0.2605633802816901	-1
AbiEii_0_CAS-III	k141_1802_3	370	284	0.00032	18.1	2759	3868	k141_1802	3	0.06756756756756757	0.0880281690140845	-1
AbiEii_0_CAS-III	k141_1814_3	234	284	0.024	12.0	3073	3774	k141_1814	3	0.11965811965811966	0.09507042253521127	-1
AbiEii_0_CAS-III	k141_1831_36	351	284	0.037	11.4	32417	33469	k141_1831	36	0.2222222222222222	0.2711267605633803	-1
