Contig	Start	End	Strand	Pos
k141_9	2	577	-1	1
k141_9	669	1307	-1	2
k141_9	1530	2081	1	3
k141_9	2086	2988	-1	4
k141_27	1	1380	-1	1
k141_27	1377	2393	-1	2
k141_27	2595	3059	-1	3
k141_49	3	416	-1	1
k141_49	498	1655	-1	2
k141_49	1839	2297	1	3
k141_49	2319	2861	-1	4
k141_49	2866	4539	-1	5
k141_49	4695	5342	-1	6
k141_49	5680	7029	1	7
k141_49	7136	7246	-1	8
k141_50	1	2010	-1	1
k141_50	2018	2536	-1	2
k141_65	3	1055	1	1
k141_65	1052	4786	1	2
k141_65	5119	6957	-1	3
k141_65	7006	7086	-1	4
k141_83	2	1078	-1	1
k141_83	1294	2283	-1	2
k141_83	2443	3489	1	3
k141_83	3605	3964	1	4
k141_83	4474	4929	1	5
k141_83	5012	6406	1	6
k141_83	6403	6591	1	7
k141_83	6588	6818	1	8
k141_83	6815	7555	-1	9
k141_83	7560	9185	-1	10
k141_83	9412	10914	-1	11
k141_83	11143	12129	1	12
k141_86	2	535	1	1
k141_86	737	1513	1	2
k141_86	1598	2524	1	3
k141_86	2521	3531	1	4
k141_86	3528	4880	1	5
k141_86	4877	5635	-1	6
k141_92	2	397	-1	1
k141_92	408	986	-1	2
k141_92	1061	2041	-1	3
k141_99	3	950	-1	1
k141_99	1004	2119	-1	2
k141_99	2119	3750	-1	3
k141_99	3758	4756	-1	4
k141_99	4918	5337	-1	5
k141_99	5334	5993	-1	6
k141_99	5998	6558	-1	7
k141_99	6658	7113	-1	8
k141_99	7165	8028	-1	9
k141_99	8119	8649	-1	10
k141_99	8777	9064	1	11
k141_99	9151	11199	1	12
k141_99	11255	12037	1	13
k141_99	12059	14563	-1	14
k141_99	14752	15327	1	15
k141_99	15324	15767	-1	16
k141_104	3	635	1	1
k141_104	632	2518	1	2
k141_104	2528	4159	1	3
k141_104	4244	6619	1	4
k141_104	6648	7616	-1	5
k141_104	7626	8948	-1	6
k141_104	8945	9991	-1	7
k141_104	10255	10443	1	8
k141_105	2	388	1	1
k141_105	392	1108	-1	2
k141_105	1190	2623	1	3
k141_105	2700	3818	1	4
k141_105	3862	5271	1	5
k141_105	5338	6147	1	6
k141_105	6442	6921	1	7
k141_105	7057	7293	1	8
k141_105	7306	8115	1	9
k141_105	8100	9074	-1	10
k141_105	9252	10463	1	11
k141_105	10550	11104	1	12
k141_105	11118	11522	1	13
k141_105	11560	12120	1	14
k141_105	12125	14473	-1	15
k141_105	14550	15557	-1	16
k141_105	15629	16324	-1	17
k141_105	16397	17416	-1	18
k141_105	17540	18202	1	19
k141_105	18260	19108	-1	20
k141_105	19124	20035	-1	21
k141_105	20085	20318	-1	22
k141_115	1	714	1	1
k141_115	811	1704	1	2
k141_115	1705	2400	-1	3
k141_115	2439	4883	-1	4
k141_115	4935	5267	-1	5
k141_133	2	79	1	1
k141_133	156	383	1	2
k141_133	530	730	1	3
k141_133	745	1110	1	4
k141_133	1170	1907	-1	5
k141_133	2040	3104	1	6
k141_133	3153	4304	-1	7
k141_133	4304	5302	-1	8
k141_133	5299	5706	-1	9
k141_133	5703	6074	-1	10
k141_133	6058	6939	-1	11
k141_133	7177	8271	1	12
k141_133	8353	10368	1	13
k141_133	10376	11470	1	14
k141_133	11467	13158	1	15
k141_133	13155	14138	1	16
k141_133	14193	14957	1	17
k141_133	14963	15136	-1	18
k141_136	1	369	-1	1
k141_136	800	2206	-1	2
k141_136	2321	2629	1	3
k141_136	2725	3657	1	4
k141_139	2	160	-1	1
k141_139	157	864	-1	2
k141_139	924	1577	-1	3
k141_139	1691	3886	1	4
k141_139	3933	4301	-1	5
k141_139	4504	5829	1	6
k141_139	5826	6596	1	7
k141_139	6603	7058	-1	8
k141_139	7055	7600	-1	9
k141_139	7602	8711	-1	10
k141_139	8976	9332	1	11
k141_139	9344	10915	1	12
k141_139	10951	11487	-1	13
k141_139	11593	12522	1	14
k141_139	12666	13703	1	15
k141_139	13804	14772	1	16
k141_139	14765	15304	1	17
k141_139	15301	17247	1	18
k141_139	17244	18389	1	19
k141_139	18465	19079	1	20
k141_139	19086	20015	1	21
k141_139	20047	20853	-1	22
k141_139	20850	21434	-1	23
k141_139	21568	21681	1	24
k141_144	3	617	1	1
k141_144	617	1936	1	2
k141_144	1933	3210	1	3
k141_144	3191	4711	1	4
k141_144	4784	4876	1	5
k141_149	3	944	-1	1
k141_149	962	1714	-1	2
k141_149	1971	2330	-1	3
k141_151	3	596	-1	1
k141_151	604	1194	-1	2
k141_151	1342	3132	1	3
k141_151	3129	3806	1	4
k141_151	3799	4236	1	5
k141_151	4319	5107	1	6
k141_151	5109	5348	1	7
k141_151	5353	6393	1	8
k141_151	6390	7307	1	9
k141_151	7298	8131	-1	10
k141_151	8128	8559	-1	11
k141_151	8569	8643	-1	12
k141_156	1	426	1	1
k141_156	500	2701	1	2
k141_156	2725	3918	1	3
k141_156	4167	5486	1	4
k141_156	5476	5889	1	5
k141_159	2	262	1	1
k141_159	252	851	1	2
k141_159	848	1999	1	3
k141_159	2006	2653	1	4
k141_159	2809	4578	1	5
k141_159	4628	5842	1	6
k141_159	5927	6421	1	7
k141_159	6450	6962	-1	8
k141_159	7259	7441	1	9
k141_159	7542	7820	-1	10
k141_161	369	3116	-1	1
k141_161	3232	3813	1	2
k141_161	3810	4826	1	3
k141_161	4858	6495	-1	4
k141_161	6485	7006	-1	5
k141_161	7042	8100	1	6
k141_161	8571	9734	-1	7
k141_161	9845	11008	-1	8
k141_161	11223	12251	1	9
k141_161	12256	13308	1	10
k141_161	13305	15023	1	11
k141_161	15084	16091	1	12
k141_161	16084	17076	1	13
k141_161	17421	18488	1	14
k141_161	18567	19844	-1	15
k141_161	19976	21310	-1	16
k141_161	21303	21815	-1	17
k141_161	21812	22240	-1	18
k141_161	22344	23507	1	19
k141_161	23528	24256	1	20
k141_161	24328	24696	1	21
k141_163	210	1772	1	1
k141_163	1783	5028	1	2
k141_163	5147	5830	-1	3
k141_163	5989	6702	-1	4
k141_163	6838	7725	1	5
k141_163	7786	8814	1	6
k141_163	8811	9620	1	7
k141_163	9617	10483	1	8
k141_163	10476	10868	1	9
k141_165	2	316	-1	1
k141_165	395	790	1	2
k141_165	787	1230	1	3
k141_165	1269	2321	1	4
k141_165	2402	2866	1	5
k141_165	2863	3840	-1	6
k141_165	3996	4613	1	7
k141_165	4617	5330	-1	8
k141_165	5474	5893	-1	9
k141_190	2	688	-1	1
k141_190	775	1497	1	2
k141_190	1576	2412	1	3
k141_190	2428	3357	-1	4
k141_190	3354	3908	-1	5
k141_190	3905	5206	-1	6
k141_190	5206	5775	-1	7
k141_190	5834	6817	-1	8
k141_190	6939	10574	1	9
k141_190	10612	11733	-1	10
k141_190	11787	12878	-1	11
k141_190	13048	13584	1	12
k141_190	13601	14248	1	13
k141_190	14245	15390	1	14
k141_190	15466	15957	-1	15
k141_190	16299	17867	1	16
k141_190	18156	19748	1	17
k141_190	19876	20415	-1	18
k141_190	20646	20825	1	19
k141_190	20895	21389	-1	20
k141_190	21724	22407	-1	21
k141_197	28	2298	-1	1
k141_197	2494	2829	-1	2
k141_197	3082	3420	-1	3
k141_197	3413	3763	-1	4
k141_197	3926	4489	-1	5
k141_197	4927	5727	1	6
k141_197	6059	7435	-1	7
k141_197	7425	7907	-1	8
k141_197	8268	10688	1	9
k141_197	10685	11692	1	10
k141_197	11841	13814	1	11
k141_197	13870	14646	1	12
k141_197	14727	17468	1	13
k141_197	17585	19219	-1	14
k141_197	19239	20933	-1	15
k141_197	20946	21641	-1	16
k141_197	21641	22696	-1	17
k141_197	22758	23228	-1	18
k141_197	23787	25688	-1	19
k141_197	25964	26695	-1	20
k141_197	26692	27348	-1	21
k141_197	27372	27635	-1	22
k141_197	27702	30056	-1	23
k141_197	30443	31102	-1	24
k141_197	31368	31490	-1	25
k141_197	31490	32290	-1	26
k141_197	32436	32951	-1	27
k141_197	33275	34840	1	28
k141_197	34873	35058	1	29
k141_198	1	99	-1	1
k141_198	96	1196	-1	2
k141_198	1243	2361	-1	3
k141_198	2476	3876	-1	4
k141_198	4531	4794	-1	5
k141_198	4949	5725	-1	6
k141_198	5790	6239	-1	7
k141_199	97	783	-1	1
k141_199	940	2031	1	2
k141_199	2040	2540	1	3
k141_199	2554	3084	-1	4
k141_203	2	1039	-1	1
k141_203	1039	2301	-1	2
k141_203	2458	2691	-1	3
k141_203	2884	3621	-1	4
k141_203	3686	4615	-1	5
k141_203	4697	6145	-1	6
k141_203	6401	6931	1	7
k141_203	6998	8878	-1	8
k141_203	8980	9750	-1	9
k141_203	9890	10102	-1	10
k141_203	10114	10680	-1	11
k141_203	10671	11282	-1	12
k141_221	3	581	-1	1
k141_221	578	961	-1	2
k141_221	954	1742	-1	3
k141_221	1756	2922	-1	4
k141_221	3025	3993	-1	5
k141_221	3990	4811	-1	6
k141_221	4811	5488	-1	7
k141_221	5670	6098	1	8
k141_221	6102	7055	-1	9
k141_221	7230	8018	-1	10
k141_221	8025	9254	-1	11
k141_221	9286	9792	-1	12
k141_221	9857	10372	1	13
k141_221	10382	11254	-1	14
k141_221	11376	12695	1	15
k141_221	12905	13240	1	16
k141_221	13522	14544	1	17
k141_221	14534	15034	1	18
k141_221	15077	15991	1	19
k141_221	15984	17516	1	20
k141_221	17605	18786	1	21
k141_221	18860	19264	1	22
k141_221	19313	19621	1	23
k141_221	19545	20279	-1	24
k141_221	20276	20854	-1	25
k141_227	3	1694	-1	1
k141_227	1694	3568	-1	2
k141_227	3735	4730	1	3
k141_227	4834	5820	-1	4
k141_227	5932	6849	-1	5
k141_237	2	3490	1	1
k141_246	1	1290	1	1
k141_246	1326	1922	-1	2
k141_246	2286	2834	1	3
k141_246	2827	4299	1	4
k141_258	1	375	-1	1
k141_258	440	1405	-1	2
k141_258	1402	2394	-1	3
