Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	k141_100302_1	66	284	0.0042	13.3	1	198	k141_100302	1	0.696969696969697	0.15140845070422534	-1
AbiEii_0_CAS-III	k141_100302_2	259	284	2.4e-06	24.0	188	964	k141_100302	2	0.2548262548262548	0.21830985915492956	-1
AbiEii_0_CAS-III	k141_102247_3	254	284	1.8e-07	27.6	1548	2309	k141_102247	3	0.421259842519685	0.35563380281690143	1
AbiEii_0_CAS-III	k141_113917_1	293	284	0.0018	14.5	2	880	k141_113917	1	0.3037542662116041	0.2852112676056338	1
AbiEii_0_CAS-III	k141_113917_2	335	284	0.00017	17.9	877	1881	k141_113917	2	0.373134328358209	0.43661971830985913	1
AbiEii_0_CAS-III	k141_115645_4	398	284	7.3e-05	19.1	2485	3678	k141_115645	4	0.35175879396984927	0.5035211267605634	-1
AbiEii_0_CAS-III	k141_16432_7	369	284	0.0032	13.7	3266	4372	k141_16432	7	0.19241192411924118	0.2535211267605634	-1
AbiEii_0_CAS-III	k141_168568_5	364	284	0.014	11.6	5060	6151	k141_168568	5	0.17307692307692307	0.21830985915492956	-1
AbiEii_0_CAS-III	k141_176628_8	338	284	4.9e-05	19.6	6340	7353	k141_176628	8	0.20710059171597633	0.24647887323943662	1
AbiEii_0_CAS-III	k141_191639_4	555	284	0.0017	14.6	3808	5472	k141_191639	4	0.21081081081081082	0.3380281690140845	-1
AbiEii_0_CAS-III	k141_192499_1	392	284	0.0057	12.9	2	1177	k141_192499	1	0.06377551020408163	0.0880281690140845	-1
AbiEii_0_CAS-III	k141_196174_1	241	284	3.9e-05	20.0	1	723	k141_196174	1	0.33195020746887965	0.28169014084507044	1
AbiEii_0_CAS-III	k141_211350_4	416	284	0.0059	12.8	1883	3130	k141_211350	4	0.07211538461538461	0.09859154929577464	1
AbiEii_0_CAS-III	k141_255111_2	261	284	4.3e-06	23.1	878	1660	k141_255111	2	0.5172413793103449	0.47183098591549294	1
AbiEii_0_CAS-III	k141_255111_3	238	284	6e-05	19.4	1660	2373	k141_255111	3	0.5462184873949579	0.44366197183098594	1
AbiEii_0_CAS-III	k141_274205_3	230	284	0.0001	18.6	1109	1798	k141_274205	3	0.5565217391304348	0.4788732394366197	-1
AbiEii_0_CAS-III	k141_306750_6	372	284	0.00083	15.6	5320	6435	k141_306750	6	0.17204301075268819	0.22535211267605634	1
AbiEii_0_CAS-III	k141_308533_2	249	284	4.4e-10	36.2	863	1609	k141_308533	2	0.6706827309236948	0.573943661971831	1
