Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_0_CAS-I-II-III-IV-V-VI	k141_2532_122	210	205	0.0084	12.8	119663	120292	k141_2532	122	0.44761904761904764	0.47317073170731705	-1
2OG_1_CAS-I-II-III-IV-V-VI	k141_2532_122	210	94	1.3e-23	81.2	119663	120292	k141_2532	122	0.5333333333333333	0.9787234042553191	-1
2OG_1_CAS-I-II-III-IV-V-VI	k141_2812_69	323	94	2.2e-05	22.7	72330	73298	k141_2812	69	0.3157894736842105	0.851063829787234	1
AbiEii_0_CAS-III	k141_1349_36	512	284	0.00072	16.8	37016	38551	k141_1349	36	0.119140625	0.21830985915492956	1
AbiEii_0_CAS-III	k141_1353_4	139	284	0.014	12.6	1962	2378	k141_1353	4	0.33093525179856115	0.15140845070422534	-1
AbiEii_0_CAS-III	k141_1785_100	609	284	0.0013	15.9	115475	117301	k141_1785	100	0.16420361247947454	0.3380281690140845	-1
AbiEii_0_CAS-III	k141_1785_252	543	284	0.0092	13.2	268430	270058	k141_1785	252	0.16022099447513813	0.3028169014084507	1
AbiEii_0_CAS-III	k141_1860_136	426	284	0.027	11.6	150469	151746	k141_1860	136	0.04929577464788732	0.07394366197183098	1
AbiEii_0_CAS-III	k141_2110_12	232	284	5.6e-05	20.4	12901	13596	k141_2110	12	0.5689655172413793	0.4507042253521127	1
AbiEii_0_CAS-III	k141_2110_18	221	284	2.4e-05	21.7	25905	26567	k141_2110	18	0.6108597285067874	0.4612676056338028	1
AbiEii_0_CAS-III	k141_2532_143	298	284	3.3e-11	40.9	141554	142447	k141_2532	143	0.5268456375838926	0.5070422535211268	1
AbiEii_0_CAS-III	k141_2532_214	874	284	0.0015	15.8	220744	223365	k141_2532	214	0.14302059496567507	0.4471830985915493	1
AbiEii_0_CAS-III	k141_2532_59	730	284	0.00098	16.4	61637	63826	k141_2532	59	0.16164383561643836	0.4154929577464789	1
AbiEii_0_CAS-III	k141_2812_174	194	284	0.01	13.0	190974	191555	k141_2812	174	0.10309278350515463	0.07042253521126761	1
AbiEii_0_CAS-III	k141_2812_188	554	284	0.00015	19.1	202977	204638	k141_2812	188	0.08664259927797834	0.16549295774647887	1
AbiEii_0_CAS-III	k141_3119_111	336	284	0.012	12.7	108070	109077	k141_3119	111	0.17559523809523808	0.2147887323943662	1
AbiEii_0_CAS-III	k141_3119_180	232	284	5e-05	20.6	183838	184533	k141_3119	180	0.6637931034482759	0.545774647887324	-1
AbiEii_0_CAS-III	k141_3119_51	199	284	0.035	11.3	52441	53037	k141_3119	51	0.12060301507537688	0.08098591549295775	-1
AbiEii_0_CAS-III	k141_3119_85	251	284	8.6e-07	26.4	84272	85024	k141_3119	85	0.32669322709163345	0.2746478873239437	-1
AbiEii_0_CAS-III	k141_3362_120	325	284	0.0002	18.6	110001	110975	k141_3362	120	0.2123076923076923	0.23943661971830985	1
AbiEii_0_CAS-III	k141_3362_151	299	284	0.0013	16.0	143680	144576	k141_3362	151	0.2140468227424749	0.21830985915492956	-1
AbiEii_0_CAS-III	k141_3362_189	624	284	0.00043	17.5	178871	180742	k141_3362	189	0.25801282051282054	0.38380281690140844	-1
AbiEii_0_CAS-III	k141_3362_193	247	284	0.0048	14.1	183209	183949	k141_3362	193	0.2388663967611336	0.1936619718309859	-1
AbiEii_0_CAS-III	k141_3362_50	219	284	0.0086	13.3	45693	46349	k141_3362	50	0.1780821917808219	0.13380281690140844	-1
AbiEii_0_CAS-III	k141_3616_32	417	284	1.1e-05	22.7	34760	36010	k141_3616	32	0.18705035971223022	0.25704225352112675	-1
AbiEii_0_CAS-III	k141_3616_54	591	284	0.011	12.9	58524	60296	k141_3616	54	0.1404399323181049	0.29225352112676056	1
AbiEii_0_CAS-III	k141_3695_35	234	284	0.0006	17.1	44446	45147	k141_3695	35	0.41025641025641024	0.323943661971831	-1
AbiEii_0_CAS-III	k141_3695_56	341	284	0.0044	14.2	69709	70731	k141_3695	56	0.07917888563049853	0.08450704225352113	-1
AbiEii_0_CAS-III	k141_573_35	639	284	0.00012	19.4	43453	45369	k141_573	35	0.37245696400625977	0.6971830985915493	-1
AbiEii_0_CAS-III	k141_610_49	226	284	0.0063	13.7	56630	57307	k141_610	49	0.2920353982300885	0.22183098591549297	-1
AbiEii_0_CAS-III	k141_610_69	236	284	0.00023	18.4	77471	78178	k141_610	69	0.3771186440677966	0.29577464788732394	1
AbiEii_0_CAS-III	k141_980_100	223	284	0.018	12.2	114507	115175	k141_980	100	0.43946188340807174	0.3415492957746479	-1
AbiEii_0_CAS-III	k141_980_128	735	284	7.8e-05	20.0	141091	143295	k141_980	128	0.15374149659863945	0.3908450704225352	1
AbiEii_0_CAS-III	k141_980_30	564	284	1.6e-05	22.2	33480	35171	k141_980	30	0.2783687943262411	0.28169014084507044	1
AbiEii_1_CAS-III-A	k141_1785_136	260	335	0.0011	15.8	154655	155434	k141_1785	136	0.35384615384615387	0.2716417910447761	-1
AbiEii_1_CAS-III-A	k141_2532_214	874	335	0.022	11.5	220744	223365	k141_2532	214	0.13272311212814644	0.33432835820895523	1
AbiEii_1_CAS-III-A	k141_3616_32	417	335	0.02	11.7	34760	36010	k141_3616	32	0.20863309352517986	0.2537313432835821	-1
Cas10d_1_CAS-I-D	k141_1353_6	408	886	0.0021	13.8	3968	5191	k141_1353	6	0.11029411764705882	0.05191873589164785	1
Cas10d_1_CAS-I-D	k141_3719_35	122	886	0.0021	13.8	42190	42555	k141_3719	35	0.5573770491803278	0.07562076749435666	1
Cas10d_8_CAS-I-D	k141_2532_46	162	899	0.0086	11.8	47900	48385	k141_2532	46	0.5	0.09010011123470522	-1
Cas11b_0_CAS-I-B	k141_1785_215	551	170	0.43	8.0	230649	232301	k141_1785	215	0.23774954627949182	0.5117647058823529	1
Cas11b_2_CAS-I-B	k141_424_22	115	100	0.0063	14.2	27709	28053	k141_424	22	0.4260869565217391	0.48	1
Cas12f2_1_CAS-V-F	k141_3119_131	365	422	4.4	3.8	133624	134718	k141_3119	131	0.1589041095890411	0.08293838862559241	1
Cas12f7_0_CAS-V-F	k141_3119_131	365	566	0.14	8.5	133624	134718	k141_3119	131	0.17534246575342466	0.11130742049469965	1
Cas12m_0_V-M	k141_3119_173	167	577	5.2	2.9	178105	178605	k141_3119	173	0.4550898203592814	0.13518197573656845	-1
Cas12m_0_V-M	k141_3362_180	483	577	0.033	10.2	169333	170781	k141_3362	180	0.14906832298136646	0.12131715771230503	1
Cas2_5_CAS-I-II-III-IV-V-VI	k141_3695_196	401	116	0.037	11.9	237155	238357	k141_3695	196	0.2892768079800499	0.646551724137931	1
Cas3HD_0_CAS-I	k141_3362_156	477	203	1.5e-05	22.6	148385	149815	k141_3362	156	0.09853249475890985	0.27586206896551724	-1
Cas3HD_0_CAS-I	k141_3362_208	524	203	6.4e-09	33.5	195391	196962	k141_3362	208	0.19083969465648856	0.645320197044335	1
Cas3HD_0_CAS-I	k141_719_6	679	203	8.2e-06	23.4	5735	7771	k141_719	6	0.22827687776141384	0.729064039408867	-1
Cas3HD_1_CAS-I	k141_3362_156	477	191	1.7e-05	22.4	148385	149815	k141_3362	156	0.1509433962264151	0.3717277486910995	-1
Cas3HD_2_CAS-I	k141_3362_156	477	231	0.00015	19.0	148385	149815	k141_3362	156	0.1530398322851153	0.30735930735930733	-1
Cas3_0_CAS-I	k141_1349_53	723	353	1.7e-11	41.5	57384	59552	k141_1349	53	0.3084370677731674	0.6147308781869688	-1
Cas3_0_CAS-I	k141_1785_157	587	353	2.2e-05	21.4	173222	174982	k141_1785	157	0.3730834752981261	0.6260623229461756	-1
Cas3_0_CAS-I	k141_1785_166	828	353	0.00053	16.8	184131	186614	k141_1785	166	0.2717391304347826	0.45892351274787535	1
Cas3_0_CAS-I	k141_3719_35	122	353	0.0054	13.5	42190	42555	k141_3719	35	0.6475409836065574	0.21529745042492918	1
Cas3_0_CAS-I	k141_635_27	631	353	2.1e-07	28.0	30889	32781	k141_635	27	0.32805071315372425	0.5977337110481586	1
Cas3_0_CAS-I	k141_635_46	320	353	0.00038	17.3	49553	50512	k141_635	46	0.3125	0.2804532577903683	-1
Cas3_0_CAS-I	k141_904_40	1167	353	1.1e-10	38.7	38413	41913	k141_904	40	0.32390745501285345	0.7252124645892352	-1
Cas3_0_CAS-I	k141_904_47	821	353	5.7e-08	29.8	46477	48939	k141_904	47	0.4445797807551766	0.8923512747875354	-1
Cas3_0_CAS-I-D	k141_635_27	631	626	6.7e-05	18.8	30889	32781	k141_635	27	0.23613312202852615	0.2364217252396166	1
Cas3_0_CAS-I-D	k141_904_47	821	626	0.0033	13.3	46477	48939	k141_904	47	0.11084043848964677	0.14217252396166133	-1
Cas3_0_CAS-I-U	k141_904_47	821	843	0.018	10.5	46477	48939	k141_904	47	0.09744214372716199	0.099644128113879	-1
Cas3_0_I	k141_1349_53	723	358	1.3e-10	38.5	57384	59552	k141_1349	53	0.3029045643153527	0.6005586592178771	-1
Cas3_0_I	k141_1785_157	587	358	0.00039	17.2	173222	174982	k141_1785	157	0.3730834752981261	0.6312849162011173	-1
Cas3_0_I	k141_635_27	631	358	4.6e-07	26.8	30889	32781	k141_635	27	0.3201267828843106	0.5893854748603352	1
Cas3_0_I	k141_635_46	320	358	0.0017	15.1	49553	50512	k141_635	46	0.34375	0.3128491620111732	-1
Cas3_0_I	k141_904_40	1167	358	1.3e-08	31.9	38413	41913	k141_904	40	0.2236503856041131	0.6145251396648045	-1
Cas3_0_I	k141_904_47	821	358	2.3e-09	34.4	46477	48939	k141_904	47	0.38855054811205847	0.8770949720670391	-1
Cas3_0_ID	k141_1785_157	587	357	0.0054	13.4	173222	174982	k141_1785	157	0.10902896081771721	0.16246498599439776	-1
Cas3_0_ID	k141_3362_197	734	357	3.5e-06	23.9	186352	188553	k141_3362	197	0.21389645776566757	0.42857142857142855	1
Cas3_0_ID	k141_904_47	821	357	6.2e-06	23.1	46477	48939	k141_904	47	0.20341047503045068	0.49859943977591037	-1
Cas3_0_IU	k141_2812_241	397	864	0.0055	12.2	259510	260700	k141_2812	241	0.09571788413098237	0.04398148148148148	-1
Cas3_0_IU	k141_904_47	821	864	0.0014	14.2	46477	48939	k141_904	47	0.17783191230207065	0.1701388888888889	-1
Cas3_1_CAS-I	k141_1349_53	723	745	2.9e-06	23.5	57384	59552	k141_1349	53	0.24481327800829875	0.22550335570469798	-1
Cas3_1_CAS-I	k141_2652_26	471	745	0.019	10.9	20913	22325	k141_2652	26	0.28874734607218683	0.17852348993288591	-1
Cas3_1_CAS-I	k141_904_47	821	745	0.00027	16.9	46477	48939	k141_904	47	0.09866017052375152	0.10738255033557047	-1
Cas3_1_CAS-I-D	k141_1785_157	587	353	0.00082	16.1	173222	174982	k141_1785	157	0.12947189097103917	0.19830028328611898	-1
Cas3_1_CAS-I-D	k141_3362_197	734	353	6.6e-08	29.6	186352	188553	k141_3362	197	0.22888283378746593	0.46458923512747874	1
Cas3_1_CAS-I-D	k141_635_27	631	353	0.0023	14.6	30889	32781	k141_635	27	0.07131537242472266	0.1274787535410765	1
