Contig	Start	End	Strand	Pos
k141_17	2	358	-1	1
k141_17	685	1590	1	2
k141_17	1620	2003	1	3
k141_126	3	179	-1	1
k141_126	433	936	1	2
k141_126	976	1908	-1	3
k141_605	2	154	-1	1
k141_605	274	1254	-1	2
k141_605	1254	1904	-1	3
k141_758	3	665	-1	1
k141_758	995	1285	1	2
k141_758	1319	2518	1	3
k141_1155	3	182	-1	1
k141_1155	360	1034	1	2
k141_1155	1039	2247	-1	3
k141_1235	3	629	-1	1
k141_1235	653	1249	-1	2
k141_1235	1434	2066	-1	3
k141_1235	2069	2257	-1	4
k141_1338	1	459	-1	1
k141_1338	467	1765	-1	2
k141_1338	1840	2181	-1	3
k141_1382	3	1229	-1	1
k141_1382	1226	2284	-1	2
k141_1955	3	263	-1	1
k141_1955	250	960	-1	2
k141_1955	957	1922	-1	3
k141_2177	2	754	-1	1
k141_2177	788	1264	1	2
k141_2177	1251	1739	1	3
k141_2202	10	825	-1	1
k141_2202	963	2318	-1	2
k141_2322	1	1419	-1	1
k141_2322	1572	2465	-1	2
k141_2322	2604	3386	-1	3
k141_2322	3480	3947	-1	4
k141_2322	4060	4245	-1	5
k141_2362	1	312	1	1
k141_2362	342	875	-1	2
k141_2362	930	1736	-1	3
k141_2362	1786	2190	1	4
k141_2553	2	475	1	1
k141_2553	452	1516	-1	2
k141_2676	3	1994	-1	1
k141_2676	2106	2960	-1	2
k141_2676	2957	3283	-1	3
k141_2676	3280	4236	-1	4
k141_2676	4267	4563	-1	5
k141_2837	2	490	-1	1
k141_2837	741	1163	-1	2
k141_2837	1160	1801	-1	3
k141_2862	281	928	1	1
k141_2862	969	1913	1	2
k141_3157	2	175	1	1
k141_3157	216	788	-1	2
k141_3157	1013	1573	-1	3
k141_3373	20	643	-1	1
k141_3373	807	1952	1	2
k141_3753	2	286	1	1
k141_3753	283	1347	-1	2
k141_3753	1482	1853	-1	3
k141_3849	3	1466	1	1
k141_3849	1565	1756	1	2
k141_3910	2	166	1	1
k141_3910	296	1126	-1	2
k141_3910	1123	2655	-1	3
k141_3910	2671	2877	1	4
k141_3938	1	141	-1	1
k141_3938	138	932	-1	2
k141_3938	967	1542	-1	3
k141_4177	3	1151	-1	1
k141_4177	1598	2302	-1	2
k141_4177	2302	3102	-1	3
k141_4177	3133	3672	-1	4
k141_4177	3733	5007	-1	5
k141_4177	5019	5375	-1	6
k141_4763	163	1314	-1	1
k141_4763	1327	1986	-1	2
k141_4780	3	248	-1	1
k141_4780	411	1412	1	2
k141_4780	1482	2171	1	3
k141_4961	1	465	-1	1
k141_4961	462	1835	-1	2
k141_4961	1983	2549	-1	3
k141_4961	2738	3475	-1	4
k141_4961	3582	4760	-1	5
k141_4961	4826	6487	-1	6
k141_4970	2	505	-1	1
k141_4970	502	1500	-1	2
k141_4995	1	1149	1	1
k141_4995	1253	2803	1	2
k141_5155	3	287	1	1
k141_5155	344	1747	1	2
k141_5155	1747	1923	1	3
k141_5167	85	615	-1	1
k141_5167	698	1801	-1	2
k141_5308	2	1654	1	1
k141_5499	1	1713	1	1
k141_5593	3	890	-1	1
k141_5593	891	1658	-1	2
k141_5962	3	362	-1	1
k141_5962	359	898	-1	2
k141_5962	1026	1616	1	3
k141_5962	1617	3518	-1	4
k141_5962	3632	4657	-1	5
k141_6290	3	1724	1	1
k141_6290	1885	2013	1	2
k141_6547	2	607	-1	1
k141_6547	832	1893	-1	2
k141_6547	1890	2858	-1	3
k141_6547	2911	3861	-1	4
k141_6641	1	591	1	1
k141_6641	632	1039	1	2
k141_6641	1108	1455	1	3
k141_6641	1485	1688	1	4
k141_6912	214	1101	-1	1
k141_6912	1115	1753	-1	2
k141_6912	1825	2628	-1	3
k141_6912	2625	2831	-1	4
k141_6912	2907	3923	-1	5
k141_6912	4053	4544	-1	6
k141_6912	4641	6398	-1	7
k141_6912	6701	7270	1	8
k141_6912	7267	7680	1	9
k141_6912	7670	7930	1	10
k141_7426	2	136	1	1
k141_7426	94	1587	1	2
k141_7426	1674	3359	1	3
k141_7426	3384	5177	-1	4
k141_7426	5278	6075	-1	5
k141_7426	6150	6416	-1	6
k141_7426	6413	7063	-1	7
k141_7426	7139	7534	-1	8
k141_7426	7572	7829	-1	9
k141_7606	3	1979	1	1
k141_7606	2067	2528	1	2
k141_7606	2685	3080	1	3
k141_7606	3111	3407	1	4
k141_7608	2	658	1	1
k141_7608	666	1937	1	2
k141_7608	1966	2718	1	3
k141_7822	2	466	1	1
k141_7822	463	894	1	2
k141_7822	887	1648	1	3
k141_7822	1665	3212	-1	4
k141_7822	3423	5132	1	5
k141_7822	5160	5429	-1	6
k141_7822	5459	5854	-1	7
k141_7895	1	504	-1	1
k141_7895	648	1268	1	2
k141_7895	1265	1843	1	3
k141_8105	3	551	-1	1
k141_8105	572	1285	-1	2
k141_8105	1299	2084	-1	3
k141_8108	3	299	-1	1
k141_8108	323	751	-1	2
k141_8108	768	1373	-1	3
k141_8108	1664	2248	1	4
k141_8241	1	1476	1	1
k141_8241	1473	1697	-1	2
k141_8519	2	1309	1	1
k141_8519	1339	1914	1	2
k141_8585	2	880	1	1
k141_8585	959	2092	-1	2
k141_8585	2127	2372	-1	3
k141_8816	3	458	1	1
k141_8816	645	1508	1	2
k141_8816	1508	2305	1	3
k141_8816	2337	4247	1	4
k141_8816	4244	4624	1	5
k141_8833	568	1905	-1	1
k141_9008	1	1524	-1	1
k141_9270	2	241	1	1
k141_9270	225	2033	1	2
k141_11014	3	266	-1	1
k141_11014	263	730	-1	2
k141_11014	727	933	-1	3
k141_11014	930	1715	-1	4
k141_11014	1721	2389	-1	5
k141_11014	2391	3017	-1	6
k141_11014	3034	4287	-1	7
k141_11196	2	1480	-1	1
k141_11196	1573	2388	-1	2
k141_11196	2391	3161	1	3
k141_11324	1	594	1	1
k141_11324	645	1643	1	2
k141_11526	1	504	1	1
k141_11526	557	973	-1	2
k141_11526	1047	1814	-1	3
k141_11596	2	178	1	1
k141_11596	186	785	-1	2
k141_11596	808	1470	-1	3
k141_11596	1590	2132	1	4
k141_11596	2169	2690	-1	5
k141_11596	2942	3940	1	6
k141_11596	3976	4362	1	7
k141_11596	4399	5076	-1	8
k141_11596	5109	5642	-1	9
k141_11596	5667	6125	-1	10
k141_11866	1	309	-1	1
k141_11866	317	1606	-1	2
k141_11866	1610	2071	-1	3
k141_12022	38	235	-1	1
k141_12022	232	1194	-1	2
k141_12022	1293	1964	-1	3
k141_12200	1	1413	-1	1
k141_12200	1856	2623	1	2
k141_12200	2778	3410	1	3
k141_12200	3429	4730	-1	4
k141_12200	4983	5174	1	5
k141_12305	3	1139	-1	1
k141_12305	1303	3213	1	2
k141_12305	3226	4926	-1	3
k141_12305	4994	5971	-1	4
k141_12305	6072	7010	-1	5
k141_12305	7176	7259	1	6
k141_12488	2	289	-1	1
k141_12488	734	3649	1	2
k141_12488	3699	3992	1	3
k141_12590	2	595	1	1
k141_12590	626	1513	-1	2
k141_13227	2	391	1	1
k141_13227	480	1313	1	2
k141_13227	1310	2110	1	3
k141_13227	2327	2899	-1	4
k141_13295	2	478	-1	1
k141_13295	789	3065	-1	2
k141_13295	3152	3874	1	3
k141_13958	17	763	1	1
k141_13958	793	1506	1	2
k141_13958	1592	3607	1	3
k141_14919	1	606	1	1
k141_14919	650	1792	1	2
k141_15576	264	1280	-1	1
k141_15576	1454	2584	-1	2
k141_15576	2611	3690	-1	3
k141_16052	2	1426	1	1
k141_16052	1435	1743	1	2
k141_16052	1771	3618	1	3
k141_16327	1	774	-1	1
k141_16327	799	1578	-1	2
k141_16402	2	1294	-1	1
k141_16402	1599	2729	1	2
k141_16488	3	365	-1	1
k141_16488	395	844	-1	2
k141_16488	841	1083	-1	3
k141_16488	1161	1958	-1	4
k141_16638	3	449	-1	1
k141_16638	461	835	-1	2
k141_16638	835	1638	-1	3
k141_16713	2	1546	1	1
k141_16713	1546	1617	1	2
k141_16953	1	150	1	1
k141_16953	246	1001	1	2
k141_16953	1010	1201	1	3
k141_16953	1235	1642	1	4
k141_17066	2	145	-1	1
k141_17066	145	705	-1	2
k141_17066	737	1447	-1	3
k141_17066	1587	2501	-1	4
k141_17066	2582	3325	-1	5
k141_17066	3626	4456	1	6
k141_17066	4518	5273	1	7
k141_17152	2	304	-1	1
k141_17152	450	1550	-1	2
k141_17249	3	617	-1	1
k141_17249	663	1208	-1	2
k141_17249	1217	2695	-1	3
k141_17249	2709	3071	-1	4
k141_17310	25	1731	1	1
k141_17310	1851	2711	1	2
k141_17409	158	1084	-1	1
k141_17409	1272	1610	1	2
k141_17409	1663	1935	-1	3
k141_17409	1932	2258	-1	4
k141_17524	3	614	-1	1
k141_17524	680	1633	1	2
k141_17524	1719	3500	1	3
k141_17547	166	1197	-1	1
k141_17547	1274	2059	-1	2
k141_17572	252	764	1	1
k141_17572	918	1559	1	2
k141_17764	3	1751	1	1
k141_17836	2	1165	-1	1
k141_17836	1432	2106	1	2
k141_17836	2096	3706	-1	3
k141_18250	29	1639	1	1
k141_18423	1	666	-1	1
k141_18423	659	1012	-1	2
k141_18423	1038	2468	-1	3
k141_18587	2	1507	-1	1
k141_19003	1	510	1	1
k141_19003	497	1570	1	2
k141_19003	1567	2487	1	3
k141_19003	2555	3703	1	4
k141_19003	3820	4509	1	5
k141_19047	2	964	1	1
k141_19047	1186	2340	1	2
k141_19047	2392	3273	1	3
k141_19047	3273	4130	1	4
k141_19047	4127	4429	1	5
k141_19323	28	1929	1	1
k141_19323	1933	2412	1	2
k141_19639	2	1258	-1	1
k141_19639	1516	2274	-1	2
k141_19757	2	835	1	1
k141_19757	860	2335	1	2
k141_19757	2332	3147	1	3
k141_19757	3383	3643	1	4
k141_19869	3	1043	-1	1
k141_19869	1060	1635	-1	2
k141_19880	8	1666	-1	1
k141_20037	1	1515	1	1
k141_20037	1676	2110	1	2
k141_20037	2227	2424	1	3
k141_20037	2446	2802	1	4
k141_20037	2896	3939	1	5
k141_20037	4006	5502	1	6
k141_20510	2	1048	-1	1
k141_20510	1288	1587	1	2
k141_20510	1620	2339	1	3
k141_20510	2336	2689	1	4
k141_20715	3	1217	-1	1
k141_20715	1244	2347	-1	2
k141_20715	2567	4021	-1	3
k141_20715	4342	4476	1	4
k141_20715	4624	5001	1	5
k141_20715	4998	5309	1	6
k141_20887	2	349	1	1
k141_20887	349	1017	1	2
k141_20887	1039	2214	-1	3
k141_20887	2226	2366	-1	4
k141_20918	1	420	-1	1
k141_20918	435	2033	-1	2
