Contig	Start	End	Strand	Pos
k63_351115	243	1082	-1	1
k63_351115	1218	3728	-1	2
k63_351115	3742	3888	1	3
k63_351115	3985	4143	1	4
k63_351115	4397	5341	-1	5
k63_351115	5334	6296	-1	6
k63_117135	2	1480	-1	1
k63_117135	1488	4190	-1	2
k63_351535	109	1473	1	1
k63_351535	1499	2779	1	2
k63_936519	1	159	1	1
k63_936519	224	886	1	2
k63_936519	962	1996	1	3
k63_1287207	2	1594	-1	1
k63_1287207	1563	1742	-1	2
k63_1287207	1986	2252	-1	3
k63_1287207	2257	2607	-1	4
k63_1287207	2567	2812	-1	5
k63_1287207	2969	3337	1	6
k63_1287207	3334	3612	1	7
k63_1287207	3649	3762	1	8
k63_487	422	1165	-1	1
k63_487	1268	1969	-1	2
k63_487	1998	3092	-1	3
k63_1053492	234	1142	1	1
k63_1053492	1308	2240	1	2
k63_1053492	2269	3351	1	3
k63_1053492	3348	4157	-1	4
k63_1287479	108	524	1	1
k63_1287479	915	2003	1	2
k63_1287479	2122	2511	-1	3
k63_1287479	3015	3536	-1	4
k63_1170370	3	113	-1	1
k63_1170370	411	575	-1	2
k63_1170370	780	2237	-1	3
k63_1170370	2272	4818	-1	4
k63_1170370	4950	5783	-1	5
k63_837	1	222	-1	1
k63_837	394	1434	-1	2
k63_837	1790	5422	1	3
k63_915	51	1178	1	1
k63_915	1656	2741	1	2
k63_915	2938	3414	1	3
k63_915	3609	5321	1	4
k63_915	5394	5726	1	5
k63_1639008	159	1682	-1	1
k63_1639008	1740	2549	-1	2
k63_117675	179	469	-1	1
k63_117675	580	2046	-1	2
k63_117675	2591	2701	-1	3
k63_117675	2754	5222	-1	4
k63_117675	5704	6609	-1	5
k63_117675	6725	7921	1	6
k63_117737	3	158	-1	1
k63_117737	201	1190	-1	2
k63_117737	1452	2216	1	3
k63_117869	2	241	1	1
k63_117869	802	1419	-1	2
k63_117869	1560	1916	1	3
k63_117869	1952	3055	-1	4
k63_1404396	35	1297	1	1
k63_1404396	1363	1728	1	2
k63_1404396	1793	2059	1	3
k63_1393	1	2961	1	1
k63_1393	3224	3946	-1	2
k63_1393	4114	6765	-1	3
k63_1393	6824	7387	-1	4
k63_1393	7356	8276	-1	5
k63_1393	8310	8504	-1	6
k63_1393	8509	11988	-1	7
k63_1170882	91	1095	-1	1
k63_1170882	1199	3004	-1	2
k63_1170882	3027	5525	-1	3
k63_1170882	5899	5982	1	4
k63_1639300	106	417	1	1
k63_1639300	464	1483	1	2
k63_1639300	1528	1749	1	3
k63_118090	1	882	1	1
k63_118090	909	1988	1	2
k63_118094	210	2693	1	1
k63_118094	2747	4207	1	2
k63_1288293	2	79	1	1
k63_1288293	284	877	1	2
k63_1288293	877	1476	1	3
k63_1288293	1620	2345	1	4
k63_1288293	2392	3156	1	5
k63_1288293	3174	3857	1	6
k63_1288293	3854	5449	1	7
k63_1288293	5519	6082	1	8
k63_1288293	6089	7153	1	9
k63_938036	3	1283	-1	1
k63_353273	304	1563	-1	1
k63_1170999	543	2084	1	1
k63_1170999	2141	2929	1	2
k63_1522447	347	2104	1	1
k63_1522447	2334	2540	-1	2
k63_1522447	2834	3808	1	3
k63_1616	322	1422	1	1
k63_1616	1424	2290	1	2
k63_1616	2294	3364	1	3
k63_118284	3	785	-1	1
k63_118284	792	1949	-1	2
k63_1522559	3	413	-1	1
k63_1522559	819	2864	1	2
k63_1522559	3019	3228	-1	3
k63_821805	1	243	1	1
k63_821805	240	1163	1	2
k63_821805	1163	2074	1	3
k63_821805	2133	3137	1	4
k63_821805	3144	3245	1	5
k63_1171215	60	1670	-1	1
k63_1171215	1715	3217	-1	2
k63_1171215	3306	4541	-1	3
k63_1522789	397	1212	1	1
k63_1522789	1215	2384	1	2
k63_353687	71	271	1	1
k63_353687	713	1015	1	2
k63_353687	1060	1524	1	3
k63_353687	1515	3590	1	4
k63_353687	3698	4018	1	5
k63_353687	4015	4266	1	6
k63_353687	4272	4415	1	7
k63_353687	4515	5576	1	8
k63_353687	5683	5850	1	9
k63_938368	3	83	-1	1
k63_938368	172	1194	-1	2
k63_938368	1246	2733	-1	3
k63_938368	3337	3885	1	4
k63_938368	3882	4292	1	5
k63_1523067	1	1302	-1	1
k63_1640310	414	899	1	1
k63_1640310	1009	1197	1	2
k63_1640310	1282	2145	-1	3
k63_1640310	2511	3944	-1	4
k63_1640310	3998	5017	-1	5
k63_1405179	286	546	1	1
k63_1405179	617	2209	1	2
k63_1640320	480	1568	1	1
k63_1640320	1813	2154	1	2
k63_1640320	2297	2455	-1	3
k63_1640320	2531	3973	-1	4
k63_1640320	4049	6268	-1	5
k63_1640320	6687	7697	-1	6
k63_938931	382	1419	1	1
k63_938931	1413	2474	1	2
k63_938931	2567	4033	1	3
k63_938931	4130	5278	1	4
k63_938931	5278	5772	1	5
k63_938931	5850	7070	1	6
k63_938931	7164	7460	-1	7
k63_938931	8094	8273	-1	8
k63_938951	560	2947	1	1
k63_938951	2982	4727	1	2
k63_938951	4776	6524	1	3
k63_938951	6667	7389	1	4
k63_938951	7402	7905	1	5
k63_1289127	3	221	-1	1
k63_1289127	678	1136	-1	2
k63_1289127	1587	3308	-1	3
k63_1289127	3335	4126	1	4
k63_1289127	4152	6821	1	5
k63_1289127	6882	8327	1	6
k63_1289127	8487	8999	1	7
k63_1289127	9171	9545	-1	8
k63_1289127	9728	10303	-1	9
k63_1289127	10296	11606	-1	10
k63_1289127	11990	13291	-1	11
k63_1289127	13380	14426	-1	12
k63_1289127	14755	16125	-1	13
k63_1289127	16282	16980	-1	14
k63_822770	238	1521	1	1
k63_822770	1543	1716	1	2
k63_472007	164	1645	1	1
k63_472007	2083	4479	1	2
k63_472007	4508	5806	1	3
k63_472007	5767	5841	1	4
k63_1055496	2	1555	1	1
k63_822821	79	777	1	1
k63_822821	938	1687	-1	2
k63_1171729	237	512	1	1
k63_1171729	545	778	1	2
k63_1171729	1032	3668	-1	3
k63_1171729	3665	4756	-1	4
k63_119254	631	1887	1	1
k63_119254	1884	2489	-1	2
k63_119254	2946	4289	-1	3
k63_119254	4322	6892	-1	4
k63_119254	6902	8818	-1	5
k63_119254	9041	10354	-1	6
k63_2806	75	1115	1	1
k63_2806	1136	1747	1	2
k63_939225	110	976	-1	1
k63_939225	1024	2748	-1	2
k63_939225	3413	4291	-1	3
k63_939225	4571	5914	-1	4
k63_939225	5933	8449	-1	5
k63_587923	2	217	-1	1
k63_587923	457	2007	-1	2
k63_587923	2310	4397	-1	3
k63_587923	5569	5820	-1	4
k63_1640728	3	1286	1	1
k63_1640728	1277	2332	1	2
k63_1640728	2438	2782	1	3
k63_939652	2	229	1	1
k63_939652	386	1009	1	2
k63_939652	1088	2179	1	3
k63_939652	2070	2393	-1	4
k63_1405686	2	760	-1	1
k63_1405686	828	1646	-1	2
k63_1405686	1701	2069	-1	3
k63_1405686	2828	3619	1	4
k63_1524163	234	1076	-1	1
k63_1524163	1076	3292	-1	2
k63_1524163	3521	4282	1	3
k63_1524163	4387	5454	1	4
k63_1524163	5483	6706	1	5
k63_1524163	6658	7764	-1	6
k63_1524163	8000	9151	1	7
k63_1524163	9253	9642	1	8
k63_1524163	9687	10274	1	9
k63_1524163	10243	10944	1	10
k63_1056146	1	909	-1	1
k63_1056146	1565	2440	-1	2
k63_1056146	2473	3159	-1	3
k63_236743	3	173	-1	1
k63_236743	184	486	-1	2
k63_236743	708	914	-1	3
k63_236743	1261	1455	-1	4
k63_236743	1693	2070	-1	5
k63_236743	2142	3653	-1	6
k63_236743	4349	5905	1	7
k63_236743	6047	7294	-1	8
k63_236743	7937	8866	-1	9
k63_236743	8922	10493	-1	10
k63_473154	120	3485	1	1
k63_473154	3530	4648	1	2
k63_473154	4663	4830	1	3
k63_1641319	2	142	1	1
k63_1641319	390	2207	1	2
k63_1641319	2309	3172	1	3
k63_1641319	3232	3732	1	4
k63_1641319	3742	4428	-1	5
k63_1641319	4896	5207	-1	6
k63_1641319	5222	5500	-1	7
k63_1641319	5762	6706	-1	8
k63_1641319	7410	7880	1	9
k63_823851	2	157	1	1
k63_823851	296	1600	1	2
k63_823851	1944	3662	1	3
k63_823851	3725	5974	-1	4
k63_823851	5981	7774	-1	5
k63_355487	2	64	-1	1
k63_355487	199	3600	1	2
k63_355487	3610	5052	1	3
k63_355487	5354	6289	1	4
k63_355487	6434	7948	1	5
k63_355487	7981	9579	-1	6
k63_1290299	613	1701	1	1
k63_1290299	1771	2778	1	2
k63_120227	755	3361	-1	1
k63_120227	3416	3868	-1	2
k63_120227	3959	4174	-1	3
k63_120227	4183	4371	-1	4
k63_120227	4470	5813	-1	5
k63_120227	5810	7411	-1	6
k63_120227	7416	8204	-1	7
k63_120227	8201	9148	-1	8
k63_236819	1	1566	1	1
k63_236819	1609	3063	1	2
k63_236819	3156	3407	1	3
k63_236819	3708	5183	-1	4
k63_236819	5543	5668	-1	5
k63_1172222	45	998	-1	1
k63_1172222	1066	2760	-1	2
k63_120383	44	346	-1	1
k63_120383	470	2008	-1	2
k63_120383	2018	2146	-1	3
k63_1406016	2	1603	1	1
k63_1406016	1636	3087	1	2
k63_1406016	3103	4926	-1	3
k63_1406016	5017	6480	-1	4
k63_1406016	6531	9371	-1	5
k63_1406016	9515	10993	1	6
k63_355831	63	728	1	1
k63_355831	1017	1316	-1	2
k63_355831	1368	1637	-1	3
k63_355831	1610	1849	-1	4
k63_355831	1976	2296	-1	5
k63_355831	2341	2811	-1	6
k63_355831	2921	4012	1	7
k63_355843	2	130	-1	1
k63_355843	407	1651	1	2
k63_355843	1618	1995	-1	3
k63_355843	2052	2912	1	4
k63_355843	2940	5213	1	5
k63_940390	69	305	1	1
k63_940390	653	2812	1	2
k63_355845	345	2105	1	1
k63_355845	2210	2953	1	2
k63_355845	2950	3375	1	3
k63_355845	3379	3732	1	4
k63_355845	3742	4809	-1	5
k63_355845	4815	5585	-1	6
k63_355845	5621	5992	-1	7
k63_355845	6102	6563	-1	8
k63_355845	6583	6663	-1	9
k63_1056764	198	317	-1	1
k63_1056764	479	703	1	2
k63_1056764	700	1107	1	3
k63_1056764	1348	1866	1	4
k63_1056764	1977	2381	-1	5
k63_1056764	2408	3142	-1	6
k63_1056764	3191	3772	-1	7
k63_1056764	3903	4364	-1	8
k63_1056764	4429	5553	-1	9
k63_1056764	5864	6046	1	10
k63_1056764	5962	6495	-1	11
k63_1641747	381	671	1	1
k63_1641747	1427	2398	1	2
k63_1641747	2649	3791	-1	3
k63_1641747	3846	4325	-1	4
k63_1641747	4370	4465	-1	5
k63_1641747	4520	5980	-1	6
