Contig	Start	End	Strand	Pos
k83_2143	2	181	1	1
k83_2143	182	949	1	2
k83_2143	966	1412	1	3
k83_2143	1465	1644	1	4
k83_2341	3	305	-1	1
k83_2341	368	1354	1	2
k83_2341	1359	1577	1	3
k83_4943	1	156	1	1
k83_4943	178	504	1	2
k83_4943	501	1085	1	3
k83_4943	1088	1927	1	4
k83_4943	1935	2333	1	5
k83_4943	2327	2596	1	6
k83_4943	2603	4336	1	7
k83_4943	4358	4783	1	8
k83_7945	2	112	1	1
k83_7945	90	554	1	2
k83_7945	559	1560	1	3
k83_7945	1564	2028	-1	4
k83_7945	2143	3156	1	5
k83_7945	3164	4351	1	6
k83_7945	4341	5102	1	7
k83_7945	5105	5974	1	8
k83_7945	5974	6660	1	9
k83_7945	6635	7288	-1	10
k83_7945	7298	8557	-1	11
k83_7945	8597	9625	-1	12
k83_7945	9629	10114	-1	13
k83_7945	10118	11989	-1	14
k83_10187	3	1787	-1	1
k83_10192	2	154	1	1
k83_10192	164	961	1	2
k83_10192	1319	2323	1	3
k83_10881	3	986	-1	1
k83_10881	1072	1494	-1	2
k83_10881	1514	2941	-1	3
k83_10881	2979	3845	-1	4
k83_10881	3860	5401	-1	5
k83_10881	5426	5962	-1	6
k83_10881	5970	6440	-1	7
k83_10881	6482	6637	-1	8
k83_12234	1	579	1	1
k83_12234	642	1727	1	2
k83_12234	1727	2896	1	3
k83_12234	2913	3704	-1	4
k83_12234	3740	5578	-1	5
k83_12234	5580	6467	-1	6
k83_12234	6460	6678	-1	7
k83_12234	6690	7337	-1	8
k83_12234	7386	7907	-1	9
k83_12234	7970	8713	-1	10
k83_12949	72	1169	-1	1
k83_12949	1182	1631	-1	2
k83_12949	1634	1837	-1	3
k83_14324	1	822	1	1
k83_14324	815	2233	-1	2
k83_14324	2296	2520	-1	3
k83_14324	2630	3241	1	4
k83_14324	3241	4143	1	5
k83_14324	4133	4306	-1	6
k83_14324	4350	4649	-1	7
k83_14324	4689	5879	1	8
k83_14324	5891	5962	1	9
k83_15835	3	143	-1	1
k83_15835	140	826	-1	2
k83_15835	865	1719	1	3
k83_15835	1721	2497	1	4
k83_15835	2487	3059	-1	5
k83_15952	1	477	-1	1
k83_15952	479	790	-1	2
k83_15952	807	1049	-1	3
k83_15952	1053	1829	-1	4
k83_15952	1826	2737	-1	5
k83_15952	2785	3069	-1	6
k83_15952	3066	3191	-1	7
k83_17215	3	791	-1	1
k83_17215	794	1654	-1	2
k83_17215	1660	2676	-1	3
k83_21699	3	983	1	1
k83_21699	976	1653	1	2
k83_21699	1721	2323	1	3
k83_21699	2340	2630	1	4
k83_25603	3	1226	-1	1
k83_25603	1245	1454	-1	2
k83_25603	1451	1783	-1	3
k83_25603	1811	1945	-1	4
k83_25603	2189	2593	1	5
k83_27417	2	913	-1	1
k83_27417	900	2036	-1	2
k83_27417	2195	3007	-1	3
k83_27417	3012	3743	-1	4
k83_27417	3813	4241	1	5
k83_27417	4238	5791	-1	6
k83_30135	42	1025	-1	1
k83_30135	1086	1448	-1	2
k83_30135	1459	1656	-1	3
k83_30135	1709	2206	-1	4
k83_30135	2310	4217	-1	5
k83_30946	1	111	1	1
k83_30946	95	625	-1	2
k83_30946	597	1184	-1	3
k83_31463	1	315	1	1
k83_31463	766	1647	1	2
k83_31463	1788	3143	-1	3
k83_31463	3219	4022	1	4
k83_31463	4027	4689	-1	5
k83_31463	4698	6248	-1	6
k83_31463	6259	7038	-1	7
k83_35208	1	852	1	1
k83_35208	854	1495	1	2
k83_35208	1504	2808	1	3
k83_35208	2801	3865	1	4
k83_35208	3930	4520	1	5
k83_35208	4542	5174	1	6
k83_35208	5185	5925	1	7
k83_35208	5926	6696	1	8
k83_35208	6693	7079	1	9
k83_35208	7085	7411	1	10
k83_35208	7413	7745	1	11
k83_35208	7758	7955	1	12
k83_35208	7961	8185	1	13
k83_35208	8182	8898	1	14
k83_35208	9022	9621	1	15
k83_35208	9637	10938	1	16
k83_35208	10938	11642	1	17
k83_35208	11645	11824	1	18
k83_40213	2	802	1	1
k83_40213	819	1895	1	2
k83_40213	1900	2970	1	3
k83_40213	3018	3971	1	4
k83_40257	1	138	1	1
k83_40257	206	952	-1	2
k83_40257	1048	1902	-1	3
k83_40257	2040	2336	1	4
k83_42559	2	1273	-1	1
k83_42559	1263	2630	-1	2
k83_42559	2721	2891	1	3
k83_43099	1	1017	-1	1
k83_43099	1025	1252	-1	2
k83_43099	1245	1841	-1	3
k83_43099	1846	2559	-1	4
k83_43099	2692	3558	1	5
k83_43099	3577	4188	1	6
