Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_1_CAS-I-II-III-IV-V-VI	k63_1007227_2	316	94	0.00029	19.2	1141	2088	k63_1007227	2	0.19936708860759494	0.5957446808510638	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1093395_14	267	94	1.6e-05	23.3	14384	15184	k63_1093395	14	0.38202247191011235	0.925531914893617	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1272108_4	294	94	0.00028	19.3	2603	3484	k63_1272108	4	0.35374149659863946	0.8617021276595744	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_33860_1	237	94	5e-06	24.9	3	713	k63_33860	1	0.679324894514768	0.776595744680851	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_33860_2	283	94	0.003	16.0	839	1687	k63_33860	2	0.45936395759717313	0.7340425531914894	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_459539_1	233	94	0.0023	16.3	3	701	k63_459539	1	0.4678111587982833	0.8617021276595744	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_986596_2	275	94	0.00035	19.0	232	1056	k63_986596	2	0.6036363636363636	0.8297872340425532	1
AbiEii_0_CAS-III	k63_1040501_6	213	284	1.5e-06	25.7	3625	4263	k63_1040501	6	0.3333333333333333	0.2535211267605634	1
AbiEii_0_CAS-III	k63_1046610_10	205	284	3.7e-07	27.7	7968	8582	k63_1046610	10	0.6731707317073171	0.4788732394366197	1
AbiEii_0_CAS-III	k63_1076330_1	247	284	0.00046	17.6	3	743	k63_1076330	1	0.2834008097165992	0.2323943661971831	1
AbiEii_0_CAS-III	k63_1081694_2	214	284	2.3e-06	25.1	1022	1663	k63_1081694	2	0.5233644859813084	0.397887323943662	1
AbiEii_0_CAS-III	k63_1081694_5	169	284	1.2e-07	29.4	2966	3472	k63_1081694	5	0.5088757396449705	0.2887323943661972	1
AbiEii_0_CAS-III	k63_1100917_4	439	284	1.4e-05	22.5	2726	4042	k63_1100917	4	0.11617312072892938	0.1795774647887324	-1
AbiEii_0_CAS-III	k63_1111737_16	359	284	0.0058	14.0	14190	15266	k63_1111737	16	0.12534818941504178	0.15492957746478872	-1
AbiEii_0_CAS-III	k63_112359_4	746	284	0.0013	16.1	1463	3700	k63_112359	4	0.03753351206434316	0.09507042253521127	1
AbiEii_0_CAS-III	k63_1124980_16	587	284	1.6e-06	25.6	13974	15734	k63_1124980	16	0.29471890971039183	0.31338028169014087	-1
AbiEii_0_CAS-III	k63_1124980_18	314	284	2.7e-06	24.9	16562	17503	k63_1124980	18	0.18471337579617833	0.2007042253521127	-1
AbiEii_0_CAS-III	k63_1180439_7	264	284	0.0018	15.6	6146	6937	k63_1180439	7	0.22727272727272727	0.20774647887323944	1
AbiEii_0_CAS-III	k63_1180439_8	245	284	0.00096	16.5	6934	7668	k63_1180439	8	0.43673469387755104	0.3626760563380282	1
AbiEii_0_CAS-III	k63_1201535_4	371	284	7.2e-06	23.5	4248	5360	k63_1201535	4	0.32075471698113206	0.4084507042253521	1
AbiEii_0_CAS-III	k63_1223634_2	580	284	0.023	12.0	435	2174	k63_1223634	2	0.039655172413793106	0.08098591549295775	1
AbiEii_0_CAS-III	k63_125426_4	257	284	0.00082	16.7	3210	3980	k63_125426	4	0.3735408560311284	0.3204225352112676	-1
AbiEii_0_CAS-III	k63_125426_5	272	284	6.2e-08	30.3	3977	4792	k63_125426	5	0.5882352941176471	0.545774647887324	-1
AbiEii_0_CAS-III	k63_127839_3	297	284	6e-06	23.7	3596	4486	k63_127839	3	0.2760942760942761	0.2711267605633803	-1
AbiEii_0_CAS-III	k63_1310748_4	161	284	0.0011	16.3	4622	5104	k63_1310748	4	0.4472049689440994	0.2323943661971831	-1
AbiEii_0_CAS-III	k63_1313125_2	270	284	0.00076	16.9	216	1025	k63_1313125	2	0.12962962962962962	0.12323943661971831	1
AbiEii_0_CAS-III	k63_1329466_6	223	284	0.00017	19.0	7073	7741	k63_1329466	6	0.13901345291479822	0.09859154929577464	1
AbiEii_0_CAS-III	k63_1434930_4	260	284	1.1e-05	22.9	2088	2867	k63_1434930	4	0.5692307692307692	0.4964788732394366	-1
AbiEii_0_CAS-III	k63_1446631_7	1175	284	5.6e-05	20.6	12965	16489	k63_1446631	7	0.0374468085106383	0.1443661971830986	-1
AbiEii_0_CAS-III	k63_1522293_1	162	284	0.019	12.2	17	502	k63_1522293	1	0.21604938271604937	0.11971830985915492	-1
AbiEii_0_CAS-III	k63_1525862_4	79	284	0.00063	17.1	1503	1739	k63_1525862	4	0.27848101265822783	0.07746478873239436	1
AbiEii_0_CAS-III	k63_1536824_4	345	284	0.0039	14.5	3695	4729	k63_1536824	4	0.34492753623188405	0.4014084507042254	-1
AbiEii_0_CAS-III	k63_171643_3	370	284	1.9e-05	22.1	1471	2580	k63_171643	3	0.3945945945945946	0.5246478873239436	1
AbiEii_0_CAS-III	k63_177120_3	324	284	5.3e-06	23.9	1569	2540	k63_177120	3	0.25308641975308643	0.27816901408450706	-1
AbiEii_0_CAS-III	k63_177120_5	310	284	0.0077	13.6	3439	4368	k63_177120	5	0.1967741935483871	0.20422535211267606	-1
AbiEii_0_CAS-III	k63_20269_1	76	284	5.5e-05	20.6	1	228	k63_20269	1	0.35526315789473684	0.09507042253521127	-1
AbiEii_0_CAS-III	k63_20269_4	635	284	2.6e-06	24.9	2100	4004	k63_20269	4	0.2866141732283465	0.3873239436619718	-1
AbiEii_0_CAS-III	k63_234039_10	629	284	0.0013	16.1	8922	10808	k63_234039	10	0.15580286168521462	0.33098591549295775	-1
AbiEii_0_CAS-III	k63_234039_12	234	284	1.9e-05	22.1	11699	12400	k63_234039	12	0.46153846153846156	0.35563380281690143	-1
AbiEii_0_CAS-III	k63_24783_20	394	284	5.5e-06	23.9	10591	11772	k63_24783	20	0.3147208121827411	0.3767605633802817	-1
AbiEii_0_CAS-III	k63_262940_6	248	284	3.2e-06	24.7	4400	5143	k63_262940	6	0.35080645161290325	0.3028169014084507	1
AbiEii_0_CAS-III	k63_269756_3	263	284	2.4e-05	21.8	672	1460	k63_269756	3	0.2509505703422053	0.22183098591549297	-1
AbiEii_0_CAS-III	k63_318850_13	390	284	2.7e-06	24.9	12347	13516	k63_318850	13	0.34615384615384615	0.4612676056338028	1
AbiEii_0_CAS-III	k63_318850_3	309	284	0.00025	18.4	1465	2391	k63_318850	3	0.2588996763754045	0.2711267605633803	1
AbiEii_0_CAS-III	k63_320404_2	252	284	2.3e-05	21.8	1201	1956	k63_320404	2	0.24206349206349206	0.2112676056338028	-1
AbiEii_0_CAS-III	k63_430859_9	447	284	0.00039	17.8	6040	7380	k63_430859	9	0.1476510067114094	0.23591549295774647	1
AbiEii_0_CAS-III	k63_443739_5	595	284	0.0025	15.2	3474	5258	k63_443739	5	0.16302521008403362	0.3345070422535211	-1
AbiEii_0_CAS-III	k63_450213_4	243	284	0.00092	16.6	2967	3695	k63_450213	4	0.41975308641975306	0.3485915492957746	-1
AbiEii_0_CAS-III	k63_464916_12	226	284	0.00044	17.6	10793	11470	k63_464916	12	0.39823008849557523	0.29225352112676056	-1
AbiEii_0_CAS-III	k63_559426_5	745	284	1.3e-07	29.2	5169	7403	k63_559426	5	0.1261744966442953	0.3028169014084507	-1
AbiEii_0_CAS-III	k63_637108_5	239	284	4.1e-07	27.6	4027	4743	k63_637108	5	0.4560669456066946	0.3591549295774648	-1
