Contig	Start	End	Strand	Pos
k63_321476	19	1239	1	1
k63_321476	1236	2282	1	2
k63_321476	2329	3291	1	3
k63_321476	3291	3773	1	4
k63_321476	3770	5203	1	5
k63_1285684	2	97	-1	1
k63_1285684	146	982	-1	2
k63_1285684	979	1473	-1	3
k63_1285684	1475	2371	-1	4
k63_1285684	2368	3765	-1	5
k63_1285684	3762	4952	-1	6
k63_1285684	4968	5345	-1	7
k63_1285684	5397	5846	-1	8
k63_1285684	5988	7166	1	9
k63_536569	3	197	1	1
k63_536569	227	646	1	2
k63_536569	576	1388	-1	3
k63_536569	1385	2632	-1	4
k63_536569	2752	3315	1	5
k63_964668	2	253	1	1
k63_964668	250	1710	1	2
k63_964668	1827	2990	1	3
k63_964668	3130	4695	1	4
k63_964668	4692	5864	1	5
k63_964668	5861	7126	1	6
k63_964668	7142	7993	1	7
k63_964668	8134	9357	1	8
k63_964668	9719	10117	-1	9
k63_964668	10114	10428	-1	10
k63_964668	10617	12626	-1	11
k63_964668	12668	12991	-1	12
k63_964668	13357	14676	1	13
k63_964668	14686	15792	1	14
k63_964668	15839	18805	1	15
k63_964668	18862	19437	1	16
k63_964668	19462	20307	-1	17
k63_964668	20346	21320	-1	18
k63_964668	21388	23919	1	19
k63_964668	23903	24517	-1	20
k63_964668	24517	24651	-1	21
k63_215019	1	837	1	1
k63_215019	806	1333	-1	2
k63_215019	1412	1882	-1	3
k63_215019	2125	3057	1	4
k63_215019	3183	3476	1	5
k63_215019	3427	3618	-1	6
k63_1072398	2	688	1	1
k63_1072398	896	1294	-1	2
k63_1072398	1538	2590	1	3
k63_1072398	2771	4186	1	4
k63_1072398	4274	5125	1	5
k63_1072398	5153	5659	1	6
k63_322540	1	1203	1	1
k63_322540	1203	2825	1	2
k63_322540	2803	3498	-1	3
k63_322540	3563	3742	-1	4
k63_322668	28	795	-1	1
k63_322668	792	1673	-1	2
k63_322668	1673	2707	-1	3
k63_1287000	113	883	-1	1
k63_1287000	876	1664	-1	2
k63_1287000	1927	2169	1	3
k63_1287000	2373	2705	-1	4
k63_1750	2	1756	-1	1
k63_1180217	3	260	-1	1
k63_1180217	322	2403	-1	2
k63_1180217	2444	2914	-1	3
k63_1180217	2917	3288	-1	4
k63_1180217	3428	7330	-1	5
k63_1180217	7362	10949	-1	6
k63_1180217	11219	12196	-1	7
k63_1180217	12197	12592	-1	8
k63_1180217	12594	13295	-1	9
k63_1180217	13537	14235	-1	10
k63_1180217	14334	14762	-1	11
k63_1180217	14900	15715	-1	12
k63_1180217	15722	16021	-1	13
k63_1180217	16207	16572	-1	14
k63_1180217	16562	17218	-1	15
k63_1180217	17562	18737	1	16
k63_1180217	18719	20161	-1	17
k63_1180217	20216	21028	-1	18
k63_1180217	21160	22098	-1	19
k63_1180217	22144	23256	-1	20
k63_1180217	23376	24059	-1	21
k63_430234	56	1759	1	1
k63_430234	1809	2093	1	2
k63_430234	2090	2509	1	3
k63_430234	2581	2781	-1	4
k63_430234	2985	3953	1	5
k63_430234	4001	4264	-1	6
k63_430234	4389	4706	1	7
k63_1180439	2	850	-1	1
k63_1180439	916	1371	-1	2
k63_1180439	1658	2998	1	3
k63_1180439	2911	3078	-1	4
k63_1180439	3139	4275	1	5
k63_1180439	4272	6149	1	6
k63_1180439	6146	6937	1	7
k63_1180439	6934	7668	1	8
k63_1180439	7679	8512	-1	9
k63_1180439	8484	9488	-1	10
k63_1180439	9494	9997	-1	11
k63_430661	1	396	1	1
k63_430661	458	823	1	2
k63_430661	814	1314	1	3
k63_430661	1292	2035	1	4
k63_430661	2032	3213	1	5
k63_430661	3210	4247	1	6
k63_430661	4262	4801	1	7
k63_430661	4798	5328	1	8
k63_430661	5342	5641	1	9
k63_430661	5645	8026	1	10
k63_430661	8045	8338	1	11
k63_1502181	1	1173	-1	1
k63_1502181	1170	1727	-1	2
k63_323645	1	2253	1	1
k63_323645	2250	2966	1	2
k63_752182	1	177	1	1
k63_752182	187	795	1	2
k63_752182	792	2105	1	3
k63_752182	2184	2831	1	4
k63_752182	3385	3876	1	5
k63_752182	3960	4670	1	6
k63_752182	4850	5077	-1	7
k63_752182	5218	6486	1	8
k63_752182	6511	6690	-1	9
k63_752182	6705	6935	-1	10
k63_430859	115	519	-1	1
k63_430859	669	860	1	2
k63_430859	1048	1215	1	3
k63_430859	1306	2268	-1	4
k63_430859	2249	2788	-1	5
k63_430859	2785	4161	-1	6
k63_430859	4375	5310	-1	7
k63_430859	5355	5876	1	8
k63_430859	6040	7380	1	9
k63_430859	7377	7988	1	10
k63_430859	8088	8330	-1	11
k63_430859	8338	8610	-1	12
k63_430859	8931	9038	1	13
k63_430859	9163	10632	1	14
k63_216381	3	467	1	1
k63_216381	547	2442	1	2
k63_1073696	68	1228	-1	1
k63_1073696	1301	1813	-1	2
k63_1073696	1832	1999	-1	3
k63_1073696	2094	2180	1	4
k63_1288047	1	258	-1	1
k63_1288047	320	1036	1	2
k63_1288047	1052	1927	-1	3
k63_1288047	2192	2860	1	4
k63_1288047	2954	3109	-1	5
k63_1502421	1	93	1	1
k63_1502421	201	533	1	2
k63_1502421	774	968	-1	3
k63_1502421	1094	1861	-1	4
k63_1502421	1877	2305	-1	5
k63_1502421	2435	2731	1	6
k63_1502421	2714	2875	-1	7
k63_1073734	1	1155	1	1
k63_1073734	1158	2669	1	2
k63_1073734	2709	3797	1	3
k63_1073734	3833	4042	1	4
k63_646098	122	358	1	1
k63_646098	355	735	1	2
k63_646098	802	1482	-1	3
k63_646098	1686	2588	1	4
k63_646098	2602	3009	-1	5
k63_1502696	1	1536	1	1
k63_1502696	1537	1827	-1	2
k63_646291	196	1080	1	1
k63_646291	1088	1663	1	2
k63_1074086	2	1819	-1	1
k63_1074086	1900	2220	1	2
k63_1074086	2383	3006	1	3
k63_1074086	2979	4004	-1	4
k63_1074086	4001	5092	-1	5
k63_1074086	5110	5409	-1	6
k63_1074086	5616	6407	1	7
k63_646539	47	187	1	1
k63_646539	298	957	-1	2
k63_646539	1513	2628	1	3
k63_1288658	3	302	1	1
k63_1288658	295	999	1	2
k63_1288658	983	2236	1	3
k63_1288658	2546	3364	-1	4
k63_752944	1	1128	1	1
k63_752944	1207	2049	1	2
k63_752944	2069	2710	-1	3
k63_1182112	3	131	1	1
k63_1182112	166	1203	-1	2
k63_1182112	1405	3819	1	3
k63_1182112	4038	5189	1	4
k63_1182112	5227	6138	1	5
k63_1182112	6135	6428	1	6
k63_1503787	1	294	-1	1
k63_1503787	483	1559	1	2
k63_1503787	1622	2659	-1	3
k63_1503787	2764	4392	1	4
k63_110331	1	204	1	1
k63_110331	204	1010	1	2
k63_110331	1219	1677	1	3
k63_647265	79	1725	-1	1
k63_647265	1753	2082	-1	2
k63_647265	2476	2775	1	3
k63_647265	2866	2991	1	4
k63_1075000	2	619	1	1
k63_1075000	687	1391	-1	2
k63_1075000	1394	1639	-1	3
k63_1075000	1750	2274	-1	4
k63_1075000	2445	3455	1	5
k63_1075000	3443	4789	-1	6
k63_1075000	4797	5138	-1	7
k63_647372	1	156	1	1
k63_647372	237	605	-1	2
k63_647372	608	847	-1	3
k63_647372	1001	2059	-1	4
k63_647372	2111	3250	-1	5
k63_647372	3400	4191	-1	6
k63_647372	4250	4933	-1	7
k63_647372	4957	6129	-1	8
k63_647372	6290	7495	-1	9
k63_647372	7492	7758	-1	10
k63_647372	7762	7887	-1	11
k63_647372	7979	9079	1	12
