Contig	Start	End	Strand	Pos
k141_1660	1	216	1	1
k141_1660	216	1241	1	2
k141_1660	1201	1695	1	3
k141_1660	1704	2105	1	4
k141_1942	1	1134	1	1
k141_1942	1127	1639	-1	2
k141_2445	3	1769	1	1
k141_2445	1766	2191	1	2
k141_3383	3	770	1	1
k141_3383	783	1697	1	2
k141_3383	1740	3143	1	3
k141_4366	3	791	1	1
k141_4366	788	1444	1	2
k141_4366	1441	4656	-1	3
k141_4366	4649	5848	-1	4
k141_4366	5972	6325	1	5
k141_4614	3	1088	1	1
k141_4614	1091	1582	-1	2
k141_4614	1613	1933	-1	3
k141_7656	1	390	-1	1
k141_7656	471	605	1	2
k141_7656	609	962	1	3
k141_7656	962	1222	1	4
k141_7656	1222	2916	1	5
k141_7656	2916	3770	1	6
k141_7656	3770	4438	1	7
k141_7656	4441	5256	1	8
k141_7656	5258	6418	1	9
k141_7656	6415	6501	1	10
k141_7939	1	540	-1	1
k141_7939	630	1079	-1	2
k141_7939	1224	1709	-1	3
k141_7939	1780	2037	-1	4
k141_7939	2037	2924	-1	5
k141_7939	3014	3994	1	6
k141_7939	3991	4455	1	7
k141_7939	4452	5264	1	8
k141_9221	1	261	1	1
k141_9221	271	747	-1	2
k141_9221	756	1598	-1	3
k141_9221	1601	2056	-1	4
k141_9221	2133	2657	1	5
k141_9221	2666	3967	1	6
k141_9221	3975	4760	1	7
k141_9221	4737	5816	-1	8
k141_9221	5823	6380	-1	9
k141_9221	6388	7152	-1	10
k141_9221	7209	8141	-1	11
k141_9221	8179	8943	-1	12
k141_9221	8943	10016	-1	13
k141_9221	9991	10791	-1	14
k141_9221	10839	11069	1	15
k141_9221	11052	12362	-1	16
k141_9221	12364	13044	-1	17
k141_9221	13037	13474	-1	18
k141_9221	13565	14449	1	19
k141_9221	14456	15007	-1	20
k141_9221	15004	16854	-1	21
k141_9221	16841	17260	-1	22
k141_9221	17261	18016	-1	23
k141_9221	18018	20168	-1	24
k141_9221	20192	21409	1	25
k141_9221	21412	22353	-1	26
k141_9221	22401	22658	1	27
k141_9351	3	266	-1	1
k141_9351	276	1067	-1	2
k141_9351	1150	1464	-1	3
k141_9351	1490	1978	-1	4
k141_9581	3	893	1	1
k141_9581	890	1210	-1	2
k141_9581	1290	1583	-1	3
k141_10990	3	1232	-1	1
k141_10990	1339	2358	-1	2
k141_10990	2355	2921	-1	3
k141_10990	2918	3406	-1	4
k141_11112	1	66	1	1
k141_11112	180	1631	1	2
k141_12394	1	225	-1	1
k141_12394	379	1044	1	2
k141_12394	1109	1723	1	3
k141_12632	1	525	1	1
k141_12632	553	1569	1	2
k141_12632	1574	2188	1	3
k141_12632	2210	2773	1	4
k141_12632	2773	3555	1	5
k141_12632	3564	4730	1	6
