Contig	Start	End	Strand	Pos
k63_37376	32	2341	1	1
k63_37376	2341	2838	1	2
k63_37376	2847	3047	1	3
k63_29073	109	1149	1	1
k63_29073	1146	2171	1	2
k63_29073	2187	2357	1	3
k63_12475	3	605	-1	1
k63_12475	666	1367	-1	2
k63_12475	1478	2140	1	3
k63_12475	2129	2842	-1	4
k63_12475	2891	3517	-1	5
k63_12475	3567	4379	-1	6
k63_12475	4409	5764	-1	7
k63_12475	5935	7158	1	8
k63_49872	1	843	-1	1
k63_49872	845	1489	-1	2
k63_49872	1504	1905	-1	3
k63_33260	1	471	1	1
k63_33260	488	1123	1	2
k63_33260	1415	2260	-1	3
k63_33260	2486	3955	1	4
k63_33260	3965	4660	1	5
k63_33260	4740	5720	-1	6
k63_33260	5917	6672	1	7
k63_33260	6769	7107	1	8
k63_54018	3	542	-1	1
k63_54018	544	1365	-1	2
k63_54018	1545	2573	1	3
k63_54018	2683	3657	1	4
k63_54018	3662	4402	1	5
k63_54018	4468	5427	-1	6
k63_54018	5441	6445	-1	7
k63_54018	6508	7035	-1	8
k63_20841	1	507	-1	1
k63_20841	656	1708	1	2
k63_24991	3	404	-1	1
k63_24991	504	1082	1	2
k63_24991	1104	1502	-1	3
k63_24991	1502	1966	-1	4
k63_24991	2025	3116	-1	5
k63_49912	3	1721	-1	1
k63_49912	1754	3526	-1	2
k63_49912	3551	3760	-1	3
k63_25008	1	450	-1	1
k63_25008	602	1042	1	2
k63_25008	1057	1599	-1	3
k63_25008	1752	1970	1	4
k63_58198	3	1001	1	1
k63_58198	1122	1883	1	2
k63_58198	1897	2439	1	3
k63_58198	2516	3394	1	4
k63_58198	3366	3824	1	5
k63_58198	3940	4857	1	6
k63_58198	4860	5507	1	7
k63_58198	5802	6167	-1	8
k63_16744	1	456	1	1
k63_16744	493	672	-1	2
k63_16744	795	1706	1	3
k63_16744	1712	1852	1	4
k63_58211	52	912	-1	1
k63_58211	1059	3299	1	2
k63_58211	3372	4004	-1	3
k63_29149	3	305	-1	1
k63_29149	305	1117	-1	2
k63_29149	1118	1996	-1	3
k63_29149	2085	2252	-1	4
k63_29149	2270	2506	-1	5
k63_29149	2790	3464	-1	6
k63_29149	3564	4760	1	7
k63_29149	4762	5217	1	8
k63_29149	5248	6162	1	9
k63_29149	6159	6758	1	10
k63_29149	6758	7942	1	11
k63_29149	7939	8295	-1	12
k63_8407	3	1052	1	1
k63_8407	1186	1704	1	2
k63_8407	1750	1959	1	3
k63_12545	3	1001	-1	1
k63_12545	1069	2355	-1	2
k63_12545	2510	2836	-1	3
k63_4256	185	685	1	1
k63_4256	721	1482	-1	2
k63_4256	1578	2054	1	3
k63_54067	3	899	1	1
k63_54067	914	1291	1	2
k63_54067	1353	1622	1	3
k63_25028	1	1347	1	1
k63_25028	1370	1552	1	2
k63_25028	1525	2427	1	3
k63_25028	2424	3059	1	4
k63_25028	3052	3504	1	5
k63_25028	3504	4091	1	6
k63_25028	4104	5279	1	7
k63_29158	2	439	1	1
k63_29158	551	1141	1	2
k63_29158	1163	1756	1	3
k63_29158	1766	2857	1	4
k63_58235	39	323	-1	1
k63_58235	362	610	-1	2
k63_58235	627	842	-1	3
k63_58235	844	1542	-1	4
k63_58235	1539	1922	-1	5
k63_58235	1996	2310	-1	6
k63_16764	1	1503	1	1
k63_16764	1530	1895	1	2
k63_16764	1903	2490	1	3
k63_16764	2497	3072	1	4
k63_16764	3122	3571	-1	5
k63_16764	3575	4207	-1	6
k63_16764	4301	5074	-1	7
k63_16764	5074	6330	-1	8
k63_16764	6330	6926	-1	9
k63_16764	7216	7608	-1	10
k63_16764	7622	8053	-1	11
k63_25039	3	149	-1	1
k63_25039	191	799	1	2
k63_25039	799	1017	1	3
k63_25039	965	2242	-1	4
k63_25039	2308	3102	-1	5
k63_25039	3264	4646	1	6
k63_25039	4815	5063	1	7
k63_25039	5084	5617	1	8
k63_25039	5621	6361	1	9
k63_25039	6390	6746	1	10
k63_25039	6873	8207	1	11
k63_25039	8207	8395	1	12
k63_37541	1	762	1	1
k63_37541	834	1355	1	2
k63_37541	1348	2661	1	3
k63_37541	2761	3654	1	4
k63_29182	3	1088	-1	1
k63_29182	1091	1396	-1	2
k63_29182	1474	2451	-1	3
k63_179	3	803	-1	1
k63_179	796	1557	-1	2
k63_179	1599	1973	-1	3
k63_54084	2	778	1	1
k63_54084	760	1350	1	2
k63_54084	1443	1964	1	3
k63_54084	1984	3504	1	4
k63_54084	3514	4743	1	5
k63_54084	4755	5702	1	6
k63_54084	5781	6194	-1	7
k63_54084	6377	6787	-1	8
k63_54084	6796	7431	-1	9
k63_54084	7435	8100	-1	10
k63_20928	49	1089	-1	1
k63_20928	1224	1598	1	2
k63_20928	1585	2376	-1	3
k63_49993	3	314	1	1
k63_49993	311	2200	-1	2
k63_49993	2327	4261	1	3
k63_49993	4244	4495	-1	4
k63_49993	4638	6380	1	5
k63_49993	6459	6836	1	6
k63_49993	6860	8227	1	7
k63_49993	8193	9248	1	8
k63_49993	9250	9675	-1	9
k63_49993	9772	10332	-1	10
k63_49993	10329	10568	-1	11
k63_49993	10708	10989	1	12
k63_49993	10990	11781	-1	13
k63_37564	1	510	1	1
k63_37564	577	1338	-1	2
k63_37564	1451	3874	-1	3
k63_37564	3867	4973	-1	4
k63_37564	5019	6122	-1	5
k63_37564	6148	7608	-1	6
k63_37564	7888	8508	-1	7
k63_58252	197	559	-1	1
k63_58252	637	1986	-1	2
k63_58252	1988	2839	-1	3
k63_58252	2916	4925	-1	4
k63_58252	4969	5592	-1	5
k63_58252	5691	5993	1	6
k63_58252	6242	7285	1	7
k63_58252	7301	7813	1	8
k63_58252	7810	9123	1	9
k63_58252	9837	10253	-1	10
k63_58252	10314	10796	-1	11
k63_29199	3	923	1	1
k63_29199	920	1870	1	2
k63_29199	1936	2499	1	3
k63_29199	2510	2977	1	4
k63_29199	2967	3479	1	5
k63_29199	3492	4496	1	6
k63_29199	4500	5777	1	7
k63_29199	5839	6972	-1	8
k63_29199	6985	8085	-1	9
k63_29199	8105	8767	1	10
k63_29199	8784	9278	1	11
k63_8464	106	342	1	1
k63_8464	393	719	-1	2
k63_8464	772	2499	-1	3
k63_50022	2	724	-1	1
k63_50022	727	1185	-1	2
k63_50022	1198	1488	-1	3
k63_50022	1541	1627	-1	4
k63_58272	1	1092	1	1
k63_58272	1209	2084	1	2
k63_45903	239	694	1	1
k63_45903	727	2220	1	2
k63_45903	2249	2683	1	3
k63_245	3	197	1	1
k63_245	249	2105	-1	2
k63_4332	3	95	-1	1
k63_4332	104	742	-1	2
k63_4332	803	1561	-1	3
k63_33424	1	825	-1	1
k63_33424	926	1195	-1	2
k63_33424	1188	1442	-1	3
k63_33424	1795	2121	-1	4
k63_33424	2124	2378	-1	5
k63_25095	3	431	-1	1
k63_25095	502	1860	-1	2
k63_25095	1960	2496	-1	3
k63_8493	1	567	-1	1
k63_8493	714	1106	1	2
k63_8493	1103	2500	-1	3
k63_8493	2588	4114	-1	4
k63_8493	4213	5064	1	5
k63_8493	5106	5429	-1	6
k63_8493	6080	6511	-1	7
k63_8493	6526	6789	-1	8
k63_58296	3	845	-1	1
k63_58296	1049	1711	1	2
k63_58296	1727	2068	-1	3
k63_58296	2238	2378	1	4
k63_20999	1	1305	1	1
k63_20999	1343	2971	1	2
k63_20999	3158	3388	1	3
k63_20999	3389	3679	1	4
k63_20999	3844	4290	1	5
k63_54150	1	1308	-1	1
k63_54150	1482	2198	-1	2
k63_54150	2201	2947	-1	3
k63_54150	2944	3942	-1	4
k63_54150	3939	4817	-1	5
k63_54150	4879	6003	-1	6
k63_54150	6292	7185	-1	7
k63_54150	7310	8101	1	8
k63_54150	8117	9823	1	9
k63_54150	9833	10159	1	10
k63_54150	10191	10994	-1	11
k63_54150	10987	11238	-1	12
k63_16863	2	934	1	1
k63_16863	913	1806	1	2
k63_16863	1809	2816	1	3
k63_16863	2813	3730	1	4
k63_16863	3733	4728	1	5
k63_16863	4736	4936	1	6
k63_8511	1	693	1	1
k63_8511	690	2051	1	2
k63_8511	2119	2628	1	3
k63_8511	2636	4150	-1	4
k63_8511	4278	4949	1	5
k63_8511	5011	5133	-1	6
k63_8511	5239	7716	-1	7
k63_8511	7713	8396	-1	8
k63_8511	8491	9099	1	9
k63_8511	9148	9732	-1	10
k63_8511	9947	10231	1	11
k63_8511	10232	10777	-1	12
