Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_0_CAS-I-II-III-IV-V-VI	k63_17235_2	229	205	1.8e-05	20.6	2315	3001	k63_17235	2	0.44541484716157204	0.5073170731707317	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_17235_2	229	94	3.4e-17	59.7	2315	3001	k63_17235	2	0.4104803493449782	0.9787234042553191	1
AbiEii_0_CAS-III	k63_13420_2	226	284	2.4e-05	20.7	1041	1718	k63_13420	2	0.3141592920353982	0.24647887323943662	1
AbiEii_0_CAS-III	k63_13970_11	242	284	1.7e-05	21.2	6101	6826	k63_13970	11	0.4793388429752066	0.397887323943662	1
AbiEii_0_CAS-III	k63_13970_6	271	284	0.0071	12.6	2513	3325	k63_13970	6	0.1992619926199262	0.18661971830985916	-1
AbiEii_0_CAS-III	k63_14898_3	559	284	0.0047	13.2	1111	2787	k63_14898	3	0.11627906976744186	0.2605633802816901	1
AbiEii_0_CAS-III	k63_18838_2	308	284	4.2e-10	36.3	244	1167	k63_18838	2	0.36688311688311687	0.3732394366197183	1
AbiEii_0_CAS-III	k63_21076_3	451	284	0.00018	17.9	554	1906	k63_21076	3	0.11751662971175167	0.17253521126760563	-1
AbiEii_0_CAS-III	k63_21556_2	257	284	0.00082	15.7	1332	2102	k63_21556	2	0.2918287937743191	0.25	1
AbiEii_0_CAS-III	k63_21556_3	227	284	1.8e-05	21.1	2133	2813	k63_21556	3	0.5330396475770925	0.397887323943662	1
AbiEii_0_CAS-III	k63_22697_2	338	284	1e-05	22.0	1247	2260	k63_22697	2	0.3816568047337278	0.4471830985915493	-1
AbiEii_0_CAS-III	k63_22796_4	227	284	0.0062	12.8	3094	3774	k63_22796	4	0.3392070484581498	0.2676056338028169	1
AbiEii_0_CAS-III	k63_25165_2	255	284	2.8e-08	30.3	263	1027	k63_25165	2	0.4666666666666667	0.4154929577464789	-1
AbiEii_0_CAS-III	k63_25817_3	218	284	0.00018	17.8	985	1638	k63_25817	3	0.16972477064220184	0.1267605633802817	-1
AbiEii_0_CAS-III	k63_26624_4	361	284	0.00023	17.5	2977	4059	k63_26624	4	0.2742382271468144	0.34507042253521125	-1
AbiEii_0_CAS-III	k63_29636_8	234	284	7.2e-05	19.2	7310	8011	k63_29636	8	0.358974358974359	0.29577464788732394	1
AbiEii_0_CAS-III	k63_29668_4	256	284	7.2e-05	19.2	2399	3166	k63_29668	4	0.21484375	0.18661971830985916	1
AbiEii_0_CAS-III	k63_33753_1	1138	284	1.7e-05	21.2	217	3630	k63_33753	1	0.05799648506151142	0.22887323943661972	-1
AbiEii_0_CAS-III	k63_34659_2	366	284	4.7e-06	23.1	1611	2708	k63_34659	2	0.3770491803278688	0.4788732394366197	-1
AbiEii_0_CAS-III	k63_37564_4	369	284	0.00017	18.0	3867	4973	k63_37564	4	0.3902439024390244	0.4894366197183099	-1
AbiEii_0_CAS-III	k63_43355_3	600	284	8e-05	19.0	1389	3188	k63_43355	3	0.14	0.29225352112676056	-1
AbiEii_0_CAS-III	k63_43533_2	258	284	1.7e-05	21.3	524	1297	k63_43533	2	0.3992248062015504	0.3591549295774648	-1
AbiEii_0_CAS-III	k63_46892_2	255	284	8.5e-08	28.8	238	1002	k63_46892	2	0.44313725490196076	0.3873239436619718	-1
AbiEii_0_CAS-III	k63_47431_1	310	284	8.2e-07	25.6	3	932	k63_47431	1	0.3064516129032258	0.2746478873239437	-1
AbiEii_0_CAS-III	k63_4786_4	498	284	0.0084	12.4	2142	3635	k63_4786	4	0.05823293172690763	0.10211267605633803	1
AbiEii_0_CAS-III	k63_4928_2	338	284	0.0081	12.4	448	1461	k63_4928	2	0.06804733727810651	0.08098591549295775	1
AbiEii_0_CAS-III	k63_4964_11	532	284	2e-06	24.3	6430	8025	k63_4964	11	0.40601503759398494	0.47183098591549294	-1
AbiEii_0_CAS-III	k63_49993_2	630	284	3.7e-07	26.7	311	2200	k63_49993	2	0.1349206349206349	0.2007042253521127	-1
AbiEii_0_CAS-III	k63_51933_2	507	284	0.0047	13.2	566	2086	k63_51933	2	0.11242603550295859	0.20774647887323944	-1
AbiEii_0_CAS-III	k63_54150_2	239	284	3e-06	23.7	1482	2198	k63_54150	2	0.3807531380753138	0.31338028169014087	-1
AbiEii_0_CAS-III	k63_54150_3	249	284	3.2e-05	20.3	2201	2947	k63_54150	3	0.40963855421686746	0.3274647887323944	-1
AbiEii_0_CAS-III	k63_57152_6	636	284	1.6e-07	27.8	4339	6246	k63_57152	6	0.3411949685534591	0.43661971830985913	-1
AbiEii_0_CAS-III	k63_58536_2	222	284	0.00015	18.1	982	1647	k63_58536	2	0.6306306306306306	0.4894366197183099	1
AbiEii_0_CAS-III	k63_59386_2	424	284	0.0004	16.7	529	1800	k63_59386	2	0.09669811320754718	0.13380281690140844	1
AbiEii_1_CAS-III-A	k63_18838_2	308	335	0.0044	12.9	244	1167	k63_18838	2	0.38961038961038963	0.3582089552238806	1
