Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_1_CAS-I-II-III-IV-V-VI	k63_1072830_4	261	94	0.00096	17.4	1521	2303	k63_1072830	4	0.3946360153256705	0.9042553191489362	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1074571_3	263	94	0.0032	15.7	3253	4041	k63_1074571	3	0.29277566539923955	0.6276595744680851	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1112073_4	284	94	0.00031	18.9	1375	2226	k63_1112073	4	0.3415492957746479	0.7659574468085106	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1121111_3	287	94	0.0063	14.7	2046	2906	k63_1121111	3	0.36585365853658536	0.8829787234042553	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1286759_11	273	94	0.0015	16.7	9763	10581	k63_1286759	11	0.3882783882783883	0.851063829787234	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1289341_12	285	94	0.00047	18.3	8204	9058	k63_1289341	12	0.3894736842105263	0.8829787234042553	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_140843_7	270	94	9.3e-05	20.6	9176	9985	k63_140843	7	0.4	0.8617021276595744	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_1439840_6	290	94	0.013	13.7	6248	7117	k63_1439840	6	0.25862068965517243	0.6276595744680851	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_333507_2	273	94	0.017	13.3	419	1237	k63_333507	2	0.3626373626373626	0.8191489361702128	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_337736_5	270	94	0.00013	20.1	3499	4308	k63_337736	5	0.3814814814814815	0.851063829787234	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_386744_2	273	94	0.00053	18.2	1489	2307	k63_386744	2	0.3772893772893773	0.8404255319148937	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_431000_4	268	94	0.018	13.3	2358	3161	k63_431000	4	0.3283582089552239	0.7127659574468085	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_481463_3	279	94	3.6e-06	25.1	2526	3362	k63_481463	3	0.4229390681003584	0.9468085106382979	1
2OG_1_CAS-I-II-III-IV-V-VI	k63_652988_10	247	94	0.0021	16.3	7943	8683	k63_652988	10	0.43724696356275305	0.8723404255319149	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_861354_1	228	94	0.0077	14.5	1	684	k63_861354	1	0.4166666666666667	0.6914893617021277	-1
2OG_1_CAS-I-II-III-IV-V-VI	k63_900839_1	235	94	0.00016	19.9	14	718	k63_900839	1	0.42127659574468085	0.9042553191489362	-1
