Contig	Start	End	Strand	Pos
k63_535744	1	384	-1	1
k63_535744	783	1949	-1	2
k63_535744	2032	3249	-1	3
k63_535744	3665	4861	-1	4
k63_535744	5425	8145	1	5
k63_535744	8358	8861	1	6
k63_535744	8861	9568	1	7
k63_535964	1	696	-1	1
k63_535964	699	1676	-1	2
k63_1071555	3	1022	-1	1
k63_1071555	1012	2052	-1	2
k63_1071555	2413	5493	-1	3
k63_1071555	6121	6357	-1	4
k63_1071555	6710	7054	1	5
k63_1071555	7085	7795	1	6
k63_1071555	7896	10529	-1	7
k63_643336	1	111	1	1
k63_643336	459	2633	1	2
k63_643336	3092	4840	1	3
k63_643336	4865	8059	1	4
k63_643336	8049	10040	1	5
k63_643336	10223	11152	-1	6
k63_1071774	100	609	1	1
k63_1071774	759	1574	1	2
k63_536493	3	269	-1	1
k63_536493	409	1800	-1	2
k63_536493	1904	2080	1	3
k63_750504	2	148	1	1
k63_750504	311	1021	1	2
k63_750504	1034	1750	1	3
k63_750507	3	527	-1	1
k63_750507	616	1731	1	2
k63_506	3	143	-1	1
k63_506	177	935	-1	2
k63_506	969	1757	-1	3
k63_506	1964	2722	1	4
k63_506	2732	3544	1	5
k63_506	3566	4465	1	6
k63_506	4513	4695	-1	7
k63_506	4773	5486	-1	8
k63_506	5888	7804	1	9
k63_506	7801	8625	1	10
k63_506	8609	9022	1	11
k63_506	9149	10219	1	12
k63_506	10244	10834	1	13
k63_506	10870	11310	1	14
k63_506	11361	12302	-1	15
k63_506	12447	13286	1	16
k63_506	13356	13577	1	17
k63_506	13619	14491	-1	18
k63_506	14858	16273	1	19
k63_506	16344	17942	1	20
k63_1071930	76	1980	1	1
k63_1071930	2258	2509	1	2
k63_1393331	3	2999	-1	1
k63_1393331	3407	3787	1	2
k63_1393331	3941	4678	1	3
k63_1393331	4728	5348	1	4
k63_1393331	5348	5929	1	5
k63_1393331	5990	7063	1	6
k63_1393331	7341	9125	1	7
k63_1393331	9165	10664	1	8
k63_1393331	10725	10922	1	9
k63_1393331	10925	11719	1	10
k63_1393331	11796	12512	1	11
k63_1393331	12731	14089	1	12
k63_1393331	14207	16801	1	13
k63_1393342	1	1014	-1	1
k63_1393342	1633	3252	1	2
k63_1393342	3320	4138	-1	3
k63_322098	2	1354	1	1
k63_322098	1474	3141	1	2
k63_107620	1	330	-1	1
k63_107620	355	561	-1	2
k63_107620	815	1024	-1	3
k63_107620	1146	1970	-1	4
k63_107620	2268	2933	1	5
k63_107620	3046	4290	1	6
k63_107620	4538	5386	1	7
k63_107620	5488	5967	1	8
k63_107620	6071	6301	1	9
k63_107620	6336	8639	1	10
k63_107620	8766	8984	1	11
k63_107620	8981	9250	1	12
k63_107620	9247	9753	1	13
k63_322191	1	387	1	1
k63_322191	855	1406	1	2
k63_322191	1765	2337	1	3
k63_322191	2337	3062	1	4
k63_322191	3128	3586	1	5
k63_322191	3777	4811	1	6
k63_644035	2	910	1	1
k63_644035	1122	1748	1	2
k63_644035	1980	2930	1	3
k63_644035	3108	3227	-1	4
k63_857792	1	804	1	1
k63_857792	1117	1842	1	2
k63_857792	1963	2580	1	3
k63_107738	1	186	1	1
k63_107738	193	1710	1	2
k63_107738	1988	2140	1	3
k63_322333	1	591	1	1
k63_322333	880	2229	1	2
k63_964896	2	172	-1	1
k63_964896	280	1674	-1	2
k63_964896	1872	2021	1	3
k63_1072309	3	698	-1	1
k63_1072309	1022	1870	-1	2
k63_1072309	1889	2854	-1	3
k63_1072309	3172	3966	1	4
k63_644311	117	2315	1	1
k63_1393612	3	1079	-1	1
k63_1393612	1757	3160	1	2
k63_1393612	3391	4749	1	3
k63_1393612	4851	5780	1	4
k63_1393612	5935	7818	1	5
k63_1393612	8161	9081	1	6
k63_1393612	9086	10681	1	7
k63_1393612	10852	11622	1	8
k63_1393612	11662	13467	1	9
k63_1393612	13533	14846	-1	10
k63_1393612	14859	15866	-1	11
k63_1393612	15866	18469	-1	12
k63_215071	86	2008	1	1
k63_215071	2249	3376	1	2
k63_1184	2	1006	-1	1
k63_1184	1049	3055	-1	2
k63_1184	3093	3269	-1	3
k63_429585	47	1879	-1	1
k63_429585	2026	2424	-1	2
k63_429585	2421	2708	-1	3
k63_429585	2722	4110	-1	4
k63_429585	4196	4567	-1	5
k63_1179713	2	2932	-1	1
k63_1179713	3518	4264	1	2
k63_1179713	4269	5288	-1	3
k63_1179713	5298	6716	-1	4
k63_1179713	6797	7210	-1	5
k63_1179713	7234	8181	-1	6
k63_1179713	8194	9651	-1	7
k63_1179713	9660	10739	-1	8
k63_1179713	10759	11607	-1	9
k63_1179713	11604	11948	-1	10
k63_1179713	11961	13031	-1	11
k63_1179713	13324	14166	-1	12
k63_1179713	14329	14724	-1	13
k63_1179713	14855	15421	-1	14
k63_1179713	15708	16406	-1	15
k63_1179713	16502	16924	-1	16
k63_1179713	17022	17588	-1	17
k63_1179713	17620	18114	-1	18
k63_644552	145	2175	-1	1
k63_644552	2327	3151	1	2
k63_644552	3213	4961	1	3
k63_644552	4970	5155	1	4
k63_1072531	3	905	-1	1
k63_1072531	1064	3787	-1	2
k63_1072531	3828	4547	-1	3
k63_1072531	4662	6353	-1	4
k63_1072531	6395	7585	-1	5
k63_1072531	7689	8519	-1	6
k63_1072531	8695	9246	-1	7
k63_1072531	9723	10316	-1	8
k63_1072531	10581	11492	-1	9
k63_1072531	11786	12841	1	10
k63_1072531	13014	13415	-1	11
