Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_1_CAS-I-II-III-IV-V-VI	k83_1610047_2	251	94	2.1e-06	25.8	449	1201	k83_1610047	2	0.36254980079681276	0.9468085106382979	1
2OG_1_CAS-I-II-III-IV-V-VI	k83_2548610_3	547	94	0.00034	18.8	948	2588	k83_2548610	3	0.15539305301645337	0.5851063829787234	-1
AbiEii_0_CAS-III	k83_1233560_3	510	284	0.0044	14.0	972	2501	k83_1233560	3	0.15490196078431373	0.20774647887323944	1
AbiEii_0_CAS-III	k83_1349890_3	231	284	9e-05	19.6	1654	2346	k83_1349890	3	0.23809523809523808	0.19014084507042253	-1
AbiEii_0_CAS-III	k83_1398157_10	506	284	0.00032	17.8	7086	8603	k83_1398157	10	0.28063241106719367	0.3415492957746479	-1
AbiEii_0_CAS-III	k83_1486187_4	576	284	0.028	11.4	1973	3700	k83_1486187	4	0.13020833333333334	0.2676056338028169	-1
AbiEii_0_CAS-III	k83_149998_5	141	284	2.2e-06	24.9	4702	5124	k83_149998	5	0.41134751773049644	0.20774647887323944	1
AbiEii_0_CAS-III	k83_1576665_3	246	284	8.7e-07	26.2	1036	1773	k83_1576665	3	0.36585365853658536	0.30985915492957744	1
AbiEii_0_CAS-III	k83_16989_1	226	284	3.4e-05	21.0	3	680	k83_16989	1	0.4247787610619469	0.30985915492957744	-1
AbiEii_0_CAS-III	k83_1747603_2	233	284	0.00054	17.0	561	1259	k83_1747603	2	0.44635193133047213	0.352112676056338	1
AbiEii_0_CAS-III	k83_1866536_7	262	284	0.0025	14.9	2823	3608	k83_1866536	7	0.38549618320610685	0.3485915492957746	-1
AbiEii_0_CAS-III	k83_1886473_7	363	284	4.1e-05	20.7	4975	6063	k83_1886473	7	0.162534435261708	0.20422535211267606	1
AbiEii_0_CAS-III	k83_1985838_4	303	284	0.0042	14.1	2581	3489	k83_1985838	4	0.40924092409240925	0.397887323943662	1
AbiEii_0_CAS-III	k83_2214505_5	59	284	0.024	11.6	2687	2863	k83_2214505	5	0.2542372881355932	0.0528169014084507	1
AbiEii_0_CAS-III	k83_2232578_2	325	284	0.00013	19.1	566	1540	k83_2232578	2	0.22153846153846155	0.25	-1
AbiEii_0_CAS-III	k83_2288509_2	245	284	3.8e-05	20.8	260	994	k83_2288509	2	0.49387755102040815	0.4225352112676056	-1
AbiEii_0_CAS-III	k83_2540839_3	220	284	0.02	11.9	842	1501	k83_2540839	3	0.10454545454545454	0.08098591549295775	-1
AbiEii_0_CAS-III	k83_2695943_2	207	284	0.011	12.8	1140	1760	k83_2695943	2	0.22705314009661837	0.1619718309859155	1
AbiEii_0_CAS-III	k83_2726067_1	64	284	2.8e-05	21.3	2	193	k83_2726067	1	0.625	0.14084507042253522	-1
AbiEii_0_CAS-III	k83_2758150_2	323	284	0.00011	19.3	1229	2197	k83_2758150	2	0.18575851393188855	0.20774647887323944	1
AbiEii_0_CAS-III	k83_2889994_2	245	284	0.0065	13.5	1262	1996	k83_2889994	2	0.3673469387755102	0.29577464788732394	1
AbiEii_0_CAS-III	k83_3122196_1	263	284	0.0033	14.5	3	791	k83_3122196	1	0.07984790874524715	0.07394366197183098	-1
AbiEii_0_CAS-III	k83_3195849_1	126	284	0.003	14.6	3	380	k83_3195849	1	0.15079365079365079	0.06690140845070422	-1
AbiEii_0_CAS-III	k83_3257760_3	250	284	0.0013	15.8	1161	1910	k83_3257760	3	0.32	0.2112676056338028	-1
AbiEii_0_CAS-III	k83_3387286_4	560	284	0.00029	17.9	2702	4381	k83_3387286	4	0.1375	0.2852112676056338	-1
AbiEii_0_CAS-III	k83_3518015_2	211	284	0.016	12.2	1079	1711	k83_3518015	2	0.24170616113744076	0.1795774647887324	-1
AbiEii_0_CAS-III	k83_3660397_1	569	284	0.018	12.1	3	1709	k83_3660397	1	0.28646748681898065	0.4295774647887324	-1
AbiEii_0_CAS-III	k83_3726820_3	225	284	0.00026	18.1	2001	2675	k83_3726820	3	0.3333333333333333	0.25	-1
AbiEii_0_CAS-III	k83_3787554_1	291	284	2.2e-05	21.6	152	1024	k83_3787554	1	0.29553264604810997	0.2852112676056338	-1
AbiEii_0_CAS-III	k83_449358_3	264	284	9.6e-08	29.4	1336	2127	k83_449358	3	0.3560606060606061	0.31338028169014087	1
AbiEii_0_CAS-III	k83_65994_2	608	284	3.1e-11	40.8	352	2175	k83_65994	2	0.29769736842105265	0.3767605633802817	1
AbiEii_0_CAS-III	k83_685980_3	277	284	0.00043	17.4	1797	2627	k83_685980	3	0.2563176895306859	0.24647887323943662	1
AbiEii_0_CAS-III	k83_888297_1	216	284	0.00018	18.6	1	648	k83_888297	1	0.3333333333333333	0.24295774647887325	-1
AbiEii_0_CAS-III	k83_917405_1	242	284	6e-05	20.2	41	766	k83_917405	1	0.24380165289256198	0.19014084507042253	-1
AbiEii_1_CAS-III-A	k83_1866536_7	262	335	0.0029	14.2	2823	3608	k83_1866536	7	0.2786259541984733	0.2298507462686567	-1
AbiEii_1_CAS-III-A	k83_65994_2	608	335	0.006	13.2	352	2175	k83_65994	2	0.17927631578947367	0.24776119402985075	1
AbiEii_2_CAS-III-C	k83_149998_5	141	440	0.013	12.2	4702	5124	k83_149998	5	0.2978723404255319	0.09545454545454546	1
AbiEii_2_CAS-III-C	k83_3787554_1	291	440	0.00012	18.8	152	1024	k83_3787554	1	0.40893470790378006	0.26590909090909093	-1
AbiEii_2_CAS-III-C	k83_449358_3	264	440	0.016	11.9	1336	2127	k83_449358	3	0.2916666666666667	0.17272727272727273	1
Cas10-like_2_IVC	k83_2657916_4	153	578	0.0077	12.0	2122	2580	k83_2657916	4	0.46405228758169936	0.12283737024221453	1
Cas10_1_CAS-III	k83_2267000_3	532	654	0.00077	15.6	2178	3773	k83_2267000	3	0.08646616541353383	0.0779816513761468	-1
Cas10_1_CAS-III	k83_3398103_5	166	654	0.041	9.9	2820	3317	k83_3398103	5	0.3855421686746988	0.08409785932721713	1
Cas11_2_IVC	k83_2402900_4	97	154	0.0091	13.1	2233	2523	k83_2402900	4	0.5773195876288659	0.3116883116883117	-1
Cas12c_0_CAS-V-C	k83_394098_1	321	1272	0.014	10.4	3	965	k83_394098	1	0.21495327102803738	0.05581761006289308	-1
Cas12e_1_CAS-V-E	k83_1093092_3	81	986	0.014	10.6	1610	1852	k83_1093092	3	0.5308641975308642	0.0436105476673428	-1
Cas12f2_1_CAS-V-F	k83_1547178_2	79	422	0.0011	15.6	1662	1898	k83_1547178	2	0.5316455696202531	0.0924170616113744	1
Cas12f2_1_CAS-V-F	k83_1554286_3	57	422	0.0077	12.8	1227	1397	k83_1554286	3	0.5789473684210527	0.06635071090047394	1
Cas12f3_0_CAS-V-F	k83_901225_2	734	496	0.036	10.4	1150	3351	k83_901225	2	0.11035422343324251	0.16733870967741934	-1
Cas12m_0_V-M	k83_1554286_5	127	577	0.05	9.4	2392	2772	k83_1554286	5	0.5511811023622047	0.12305025996533796	-1
Cas1_0_CAS-I-II-III-IV-V-VI	k83_738674_4	139	317	0.0054	13.3	1324	1740	k83_738674	4	0.39568345323741005	0.17350157728706625	-1
Cas1_0_I-II-III-V	k83_738674_4	139	315	0.005	13.2	1324	1740	k83_738674	4	0.37410071942446044	0.17777777777777778	-1
Cas1_1_CAS-I-II-III-IV-V-VI	k83_738674_4	139	261	0.011	12.5	1324	1740	k83_738674	4	0.4244604316546763	0.23371647509578544	-1
Cas1_7_CAS-I-II-III-IV-V-VI	k83_738674_4	139	328	0.0028	14.2	1324	1740	k83_738674	4	0.39568345323741005	0.1798780487804878	-1
Cas1_8_CAS-I-II-III-IV-V-VI	k83_738674_4	139	283	0.0037	13.9	1324	1740	k83_738674	4	0.4244604316546763	0.21201413427561838	-1
Cas3HD_0_CAS-I	k83_2267000_3	532	203	3.3e-05	21.3	2178	3773	k83_2267000	3	0.2706766917293233	0.8029556650246306	-1
Cas3HD_0_CAS-I	k83_2889994_4	405	203	0.0046	14.2	3308	4522	k83_2889994	4	0.19012345679012346	0.3842364532019704	-1
Cas3HD_0_CAS-I	k83_3398103_5	166	203	0.12	9.6	2820	3317	k83_3398103	5	0.2710843373493976	0.2660098522167488	1
Cas3HD_0_CAS-I	k83_3614201_1	260	203	0.00065	17.0	1	780	k83_3614201	1	0.28846153846153844	0.43842364532019706	1
Cas3HD_0_CAS-I	k83_451969_1	127	203	0.0071	13.6	45	425	k83_451969	1	0.6220472440944882	0.4433497536945813	1
Cas3HD_0_CAS-I	k83_811483_3	871	203	0.0014	16.0	957	3569	k83_811483	3	0.05855338691159587	0.24630541871921183	1
Cas3HD_0_CAS-I	k83_978169_3	380	203	0.00013	19.3	2401	3540	k83_978169	3	0.4052631578947368	0.7438423645320197	1
Cas3_0_CAS-I	k83_1578467_1	1113	353	2.1e-10	37.7	2	3340	k83_1578467	1	0.18957771787960467	0.6118980169971672	-1
Cas3_0_CAS-I	k83_1827349_3	355	353	0.00012	18.7	2971	4035	k83_1827349	3	0.19154929577464788	0.19263456090651557	1
Cas3_0_CAS-I	k83_1844630_2	426	353	1.1e-05	22.2	212	1489	k83_1844630	2	0.5446009389671361	0.660056657223796	-1
Cas3_0_CAS-I	k83_2027163_1	296	353	0.029	10.9	3	890	k83_2027163	1	0.3716216216216216	0.3087818696883853	-1
Cas3_0_CAS-I	k83_551760_2	359	353	1.3e-07	28.5	769	1845	k83_551760	2	0.26740947075208915	0.2776203966005666	-1
Cas3_0_CAS-I	k83_751546_1	543	353	2.8e-08	30.7	3	1631	k83_751546	1	0.2523020257826888	0.3626062322946176	1
Cas3_0_CAS-I-D	k83_1844630_2	426	626	7.7e-08	28.4	212	1489	k83_1844630	2	0.4953051643192488	0.31150159744408945	-1
Cas3_0_CAS-I-D	k83_551760_2	359	626	1.3e-05	21.0	769	1845	k83_551760	2	0.1977715877437326	0.10862619808306709	-1
Cas3_0_I	k83_1578467_1	1113	358	2.6e-08	30.7	2	3340	k83_1578467	1	0.21473495058400718	0.6089385474860335	-1
Cas3_0_I	k83_1827349_3	355	358	0.00085	15.9	2971	4035	k83_1827349	3	0.18309859154929578	0.18156424581005587	1
Cas3_0_I	k83_1844630_2	426	358	2.8e-05	20.8	212	1489	k83_1844630	2	0.47417840375586856	0.5810055865921788	-1
Cas3_0_I	k83_2027163_1	296	358	0.017	11.7	3	890	k83_2027163	1	0.3716216216216216	0.30446927374301674	-1
Cas3_0_I	k83_551760_2	359	358	3.7e-09	33.6	769	1845	k83_551760	2	0.28133704735376047	0.2877094972067039	-1
Cas3_0_I	k83_751546_1	543	358	1.8e-08	31.3	3	1631	k83_751546	1	0.26703499079189685	0.40782122905027934	1
Cas3_0_ID	k83_751546_1	543	357	0.00087	15.9	3	1631	k83_751546	1	0.18047882136279927	0.2661064425770308	1
Cas3_1_CAS-I	k83_1477585_2	666	745	0.017	10.9	424	2421	k83_1477585	2	0.16216216216216217	0.1476510067114094	1
Cas3_1_CAS-I	k83_1827349_3	355	745	0.014	11.1	2971	4035	k83_1827349	3	0.18591549295774648	0.08993288590604027	1
Cas3_1_CAS-I	k83_1844630_2	426	745	0.0015	14.3	212	1489	k83_1844630	2	0.38497652582159625	0.2389261744966443	-1
Cas3_1_CAS-I	k83_551760_2	359	745	3.6e-05	19.7	769	1845	k83_551760	2	0.15598885793871867	0.08053691275167785	-1
Cas3_1_CAS-I	k83_751546_1	543	745	4.5e-05	19.4	3	1631	k83_751546	1	0.13996316758747698	0.10335570469798658	1
Cas3_1_CAS-I-D	k83_1844630_2	426	353	0.011	12.3	212	1489	k83_1844630	2	0.12206572769953052	0.1274787535410765	-1
