Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_1_CAS-I-II-III-IV-V-VI	k141_3021_16	210	94	8.200000000000001e-22	75.6	13330	13959	k141_3021	16	0.41904761904761906	0.9787234042553191	-1
AbiEii_0_CAS-III	k141_1718_43	421	284	2.3e-06	25.2	45030	46292	k141_1718	43	0.32779097387173395	0.4647887323943662	1
AbiEii_0_CAS-III	k141_2199_109	301	284	0.0002	18.9	106963	107865	k141_2199	109	0.33554817275747506	0.33098591549295775	1
AbiEii_0_CAS-III	k141_3021_10	317	284	0.018	12.4	7368	8318	k141_3021	10	0.45425867507886436	0.5105633802816901	1
AbiEii_0_CAS-III	k141_3021_123	296	284	8e-06	23.4	128745	129632	k141_3021	123	0.26013513513513514	0.2640845070422535	1
AbiEii_0_CAS-III	k141_3021_133	244	284	0.00039	17.9	146477	147208	k141_3021	133	0.2581967213114754	0.21830985915492956	-1
AbiEii_0_CAS-III	k141_3021_166	951	284	0.066	10.6	182296	185148	k141_3021	166	0.13249211356466878	0.33098591549295775	1
AbiEii_0_CAS-III	k141_3178_12	234	284	0.00085	16.8	12735	13436	k141_3178	12	0.405982905982906	0.3204225352112676	-1
AbiEii_0_CAS-III	k141_3178_69	608	284	3.5e-05	21.3	79935	81758	k141_3178	69	0.15296052631578946	0.3274647887323944	1
AbiEii_0_CAS-III	k141_3470_38	561	284	2.9e-06	24.9	47021	48703	k141_3470	38	0.27629233511586454	0.28169014084507044	-1
AbiEii_0_CAS-III	k141_3670_99	332	284	5.3e-07	27.3	113975	114970	k141_3670	99	0.3795180722891566	0.43309859154929575	-1
AbiEii_0_CAS-III	k141_3714_110	421	284	0.031	11.7	123162	124424	k141_3714	110	0.23040380047505937	0.3274647887323944	-1
AbiEii_0_CAS-III	k141_3714_138	251	284	6.1e-07	27.1	154703	155455	k141_3714	138	0.49800796812749004	0.43309859154929575	1
AbiEii_0_CAS-III	k141_3714_85	216	284	0.02	12.3	98817	99464	k141_3714	85	0.3101851851851852	0.2323943661971831	-1
AbiEii_0_CAS-III	k141_3759_11	201	284	0.00022	18.7	10040	10642	k141_3759	11	0.6218905472636815	0.4823943661971831	-1
AbiEii_0_CAS-III	k141_3759_37	307	284	1.8e-08	32.1	39384	40304	k141_3759	37	0.3973941368078176	0.3415492957746479	1
AbiEii_0_CAS-III	k141_4433_43	628	284	3.7e-11	40.9	51587	53470	k141_4433	43	0.31687898089171973	0.352112676056338	1
AbiEii_0_CAS-III	k141_4908_121	230	284	1.5e-06	25.9	144826	145515	k141_4908	121	0.6739130434782609	0.5492957746478874	-1
AbiEii_0_CAS-III	k141_5776_10	372	284	8.9e-05	20.0	6795	7910	k141_5776	10	0.2446236559139785	0.3415492957746479	-1
AbiEii_0_CAS-III	k141_5776_184	343	284	0.021	12.2	201109	202137	k141_5776	184	0.3323615160349854	0.36971830985915494	1
AbiEii_0_CAS-III	k141_5776_91	306	284	3.5e-08	31.2	93006	93923	k141_5776	91	0.39215686274509803	0.4014084507042254	1
AbiEii_0_CAS-III	k141_6086_146	423	284	0.0015	16.0	143378	144646	k141_6086	146	0.14657210401891252	0.22183098591549297	-1
AbiEii_0_CAS-III	k141_6812_14	230	284	1.3e-06	26.0	21212	21901	k141_6812	14	0.5869565217391305	0.4788732394366197	1
AbiEii_0_CAS-III	k141_7003_13	638	284	2.1e-05	22.1	12025	13938	k141_7003	13	0.36990595611285265	0.397887323943662	-1
AbiEii_0_CAS-III	k141_7071_81	243	284	1.5e-06	25.8	86313	87041	k141_7071	81	0.5061728395061729	0.35563380281690143	-1
AbiEii_0_CAS-III	k141_877_146	269	284	4.4e-05	21.0	143549	144355	k141_877	146	0.2788104089219331	0.2605633802816901	-1
AbiEii_0_CAS-III	k141_877_273	243	284	0.00018	19.0	266630	267358	k141_877	273	0.39094650205761317	0.30985915492957744	1
AbiEii_0_CAS-III	k141_877_362	608	284	0.0015	15.9	362762	364585	k141_877	362	0.1299342105263158	0.28169014084507044	1
AbiEii_0_CAS-III	k141_877_365	513	284	0.0036	14.7	365598	367136	k141_877	365	0.09941520467836257	0.176056338028169	1
AbiEii_1_CAS-III-A	k141_3021_143	870	335	0.021	11.8	156814	159423	k141_3021	143	0.1632183908045977	0.35522388059701493	1
AbiEii_1_CAS-III-A	k141_3670_99	332	335	0.00034	17.7	113975	114970	k141_3670	99	0.23795180722891565	0.2417910447761194	-1
AbiEii_1_CAS-III-A	k141_3759_9	797	335	0.29	8.1	6815	9205	k141_3759	9	0.1493099121706399	0.35522388059701493	1
AbiEii_1_CAS-III-A	k141_6141_29	251	335	0.0001	19.4	41553	42305	k141_6141	29	0.4262948207171315	0.3283582089552239	-1
